Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),Channel 1 (mA)
0,-0.000162966,27.2874,20.430693,-0.000162966
0.05,-0.000162966,30.2682,22.4195538,-0.000162966
0.1,-0.000162966,26.2938,20.430693,-0.000162966
0.15,0.000370392,30.2682,20.430693,0.000370392
0.2,0.000192606,29.2746,20.430693,0.000192606
0.25,0.000192606,30.2682,20.430693,0.000192606
0.3,-0.000162966,27.2874,20.430693,-0.000162966
0.35,-0.000162966,27.2874,20.430693,-0.000162966
0.4,0.000192606,30.2682,20.430693,0.000192606
0.45,1.48E-05,29.2746,22.4195538,1.48E-05
0.5,0.000192606,32.2554,22.4195538,0.000192606
0.55,-0.000162966,26.2938,20.430693,-0.000162966
0.6,1.48E-05,30.2682,20.430693,1.48E-05
0.65,1.48E-05,31.2618,22.4195538,1.48E-05
0.701,0.004281684,324.3738,4.5198066,0.004281684
0.75,0.00357054,322.3866,4.5198066,0.00357054
0.8,0.00357054,319.4058,2.5309458,0.00357054
0.851,0.003392754,324.3738,20.430693,0.003392754
0.9,0.003214968,324.3738,20.430693,0.003214968
0.951,0.003214968,323.3802,20.430693,0.003214968
1.001,0.003214968,323.3802,36.3415794,0.003214968
1.051,0.003037182,320.3994,36.3415794,0.003037182
1.101,0.003392754,321.393,46.2858834,0.003392754
1.151,0.003037182,319.4058,52.2524658,0.003037182
1.201,0.003037182,320.3994,50.263605,0.003037182
1.251,0.003037182,320.3994,66.1744914,0.003037182
1.301,0.003037182,323.3802,66.1744914,0.003037182
1.351,0.003037182,323.3802,66.1744914,0.003037182
1.401,0.003214968,322.3866,80.096517,0.003214968
1.451,0.002859396,321.393,80.096517,0.002859396
1.501,0.002859396,322.3866,82.0853778,0.002859396
1.551,0.002859396,322.3866,92.0296818,0.002859396
1.601,0.002859396,320.3994,96.0074034,0.002859396
1.651,0.003037182,323.3802,96.0074034,0.003037182
1.701,0.003037182,321.393,109.929429,0.003037182
1.751,0.002859396,322.3866,111.9182898,0.002859396
1.801,0.003392754,320.3994,107.9405682,0.003392754
1.851,0.003037182,321.393,123.8514546,0.003037182
1.901,0.003037182,321.393,125.8403154,0.003037182
1.951,0.003214968,321.393,141.7512018,0.003214968
2.001,0.00357054,322.3866,139.762341,0.00357054
2.051,0.003392754,321.393,139.762341,0.003392754
