Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),Channel 1 (mA)
8.303,-0.000340752,721.8138,1252.528291,-0.000340752
8.353,-0.000162966,737.7114,1271.690755,-0.000162966
8.404,-0.000518538,735.7242,1265.942015,-0.000518538
8.453,-0.000162966,748.641,1283.188233,-0.000162966
8.503,1.48E-05,760.5642,1298.518204,1.48E-05
8.553,-0.000518538,762.5514,1300.434451,-0.000518538
8.603,-0.000162966,772.4874,1313.848175,-0.000162966
8.653,-0.000340752,771.4938,1313.848175,-0.000340752
8.703,-0.000162966,784.4106,1329.178147,-0.000162966
8.753,-0.000340752,783.417,1331.094393,-0.000340752
8.803,-0.000340752,798.321,1346.424364,-0.000340752
8.854,-0.000340752,794.3466,1338.759379,-0.000340752
8.903,-0.000162966,807.2634,1356.005596,-0.000162966
8.953,-0.000162966,821.1738,1375.16806,-0.000162966
9.003,-0.000162966,818.193,1371.335567,-0.000162966
9.053,-0.000518538,817.1994,1377.084307,-0.000518538
9.103,1.48E-05,813.225,1371.335567,1.48E-05
9.153,1.48E-05,811.2378,1373.251814,1.48E-05
9.203,-0.000340752,811.2378,1377.084307,-0.000340752
9.253,-0.000162966,808.257,1375.16806,-0.000162966
9.303,-0.000340752,806.2698,1373.251814,-0.000340752
9.353,-0.000162966,805.2762,1373.251814,-0.000162966
9.403,-0.000340752,804.2826,1373.251814,-0.000340752
9.453,-0.000162966,802.2954,1373.251814,-0.000162966
9.503,-0.000162966,801.3018,1373.251814,-0.000162966
9.553,-0.000162966,800.3082,1375.16806,-0.000162966
9.603,-0.000162966,800.3082,1373.251814,-0.000162966
9.653,-0.000162966,799.3146,1373.251814,-0.000162966
9.703,-0.000340752,798.321,1373.251814,-0.000340752
9.753,-0.000518538,798.321,1375.16806,-0.000518538
9.803,-0.000518538,797.3274,1369.419321,-0.000518538
9.853,-0.000162966,796.3338,1373.251814,-0.000162966
9.903,-0.000162966,796.3338,1375.16806,-0.000162966
9.953,-0.000340752,795.3402,1373.251814,-0.000340752
10.003,-0.000162966,795.3402,1371.335567,-0.000162966
10.053,-0.000162966,794.3466,1373.251814,-0.000162966
10.103,-0.000162966,793.353,1373.251814,-0.000162966
10.153,-0.000162966,793.353,1373.251814,-0.000162966
10.203,-0.000340752,792.3594,1371.335567,-0.000340752
10.253,-0.000162966,792.3594,1371.335567,-0.000162966
10.303,-0.000162966,792.3594,1373.251814,-0.000162966
10.353,-0.000340752,792.3594,1373.251814,-0.000340752
10.403,-0.000340752,793.353,1375.16806,-0.000340752
10.453,-0.000518538,792.3594,1375.16806,-0.000518538
10.503,-0.000340752,791.3658,1379.000553,-0.000340752
10.553,-0.000162966,790.3722,1373.251814,-0.000162966
10.603,-0.000340752,791.3658,1375.16806,-0.000340752
10.654,-0.000162966,789.3786,1373.251814,-0.000162966
10.704,-0.000340752,788.385,1373.251814,-0.000340752
10.753,-0.000340752,789.3786,1373.251814,-0.000340752
10.803,-0.000340752,789.3786,1375.16806,-0.000340752
10.853,-0.000162966,790.3722,1377.084307,-0.000162966
10.903,-0.000162966,789.3786,1371.335567,-0.000162966
10.953,-0.000340752,789.3786,1373.251814,-0.000340752
11.003,-0.000340752,790.3722,1377.084307,-0.000340752
11.054,-0.000340752,789.3786,1375.16806,-0.000340752
11.104,0.000192606,787.3914,1371.335567,0.000192606
11.154,-0.000162966,786.3978,1369.419321,-0.000162966
11.204,-0.000162966,787.3914,1375.16806,-0.000162966
11.254,-0.000162966,787.3914,1373.251814,-0.000162966
11.304,1.48E-05,785.4042,1373.251814,1.48E-05
11.354,-0.000340752,787.3914,1375.16806,-0.000340752
11.404,1.48E-05,786.3978,1373.251814,1.48E-05
11.454,-0.000518538,788.385,1377.084307,-0.000518538
11.504,1.48E-05,786.3978,1373.251814,1.48E-05
11.554,1.48E-05,785.4042,1373.251814,1.48E-05
11.604,-0.000340752,786.3978,1373.251814,-0.000340752
11.654,-0.000162966,784.4106,1373.251814,-0.000162966
11.704,-0.000340752,786.3978,1375.16806,-0.000340752
11.754,1.48E-05,784.4106,1371.335567,1.48E-05
11.804,-0.000162966,784.4106,1375.16806,-0.000162966
11.854,-0.000162966,783.417,1375.16806,-0.000162966
11.904,-0.000162966,784.4106,1373.251814,-0.000162966
11.954,1.48E-05,783.417,1375.16806,1.48E-05
