Time (s),Channel 1 (mV),Channel 2 (mV),Channel 3 (mV)
0.024212000018451363,-0.0005185379999999989,303.5082,11.89
0.0685218000144232,-0.0008741100000000113,304.5018,11.89
0.15860590001102537,-0.0006963239999999982,303.5082,11.89
0.2043046000180766,-0.0006963239999999982,303.5082,11.89
0.24955820001196116,-0.0006963239999999982,303.5082,11.89
0.2940913000202272,-0.0005185379999999989,302.5146,11.89
0.33892560002277605,-0.0006963239999999982,304.5018,11.89
0.3836629000143148,-0.0003407520000000136,303.5082,11.89
0.42924800000037067,-0.0006963239999999982,304.5018,11.89
0.47391100000822917,-0.0006963239999999982,304.5018,11.89
0.5190850000071805,-0.0005185379999999989,304.5018,11.89
0.6099730000132695,-0.0005185379999999989,303.5082,11.89
0.6545754999970086,-0.0006963239999999982,303.5082,11.89
0.6997181000187993,-0.0006963239999999982,303.5082,11.89
0.7448580000200309,-0.0003407520000000136,303.5082,11.89
0.7896960000216495,-0.0006963239999999982,303.5082,11.89
0.8347117000084836,-0.0008741100000000113,303.5082,11.89
0.8793704000127036,-0.0008741100000000113,303.5082,11.89
0.9246626000094693,-0.0006963239999999982,304.5018,11.89
1.0153828000184149,-0.0006963239999999982,303.5082,11.89
1.0600870000198483,-0.0005185379999999989,303.5082,11.89
1.104333499999484,-0.0003407520000000136,304.5018,15.858
1.1498791000049096,-0.0005185379999999989,303.5082,15.858
1.1943022000195924,-0.0003407520000000136,303.5082,23.794
1.2431260000157636,-0.0008741100000000113,304.5018,22.802
1.2846985000069253,-0.0005185379999999989,304.5018,29.746000000000002
1.3757020000193734,-0.0006963239999999982,304.5018,30.738
1.392078600008972,-0.0003407520000000136,304.5018,37.682
1.4193159000133164,-0.0005185379999999989,304.5018,37.682
1.509772300021723,-0.0005185379999999989,304.5018,45.618
1.5539429000054952,-0.0003407520000000136,305.49539999999996,45.618
1.5989744999969844,-0.0006963239999999982,303.5082,52.562
1.6441666000173427,-0.0006963239999999982,304.5018,52.562
1.7350966000230983,-0.0005185379999999989,303.5082,60.498
1.7512755000207108,-0.0006963239999999982,304.5018,60.498
1.7793966000026558,-0.0006963239999999982,304.5018,60.498
1.8242952000000514,-0.0006963239999999982,304.5018,68.434
1.9143981000233907,-0.0005185379999999989,303.5082,76.37
1.9596971000137273,-0.0005185379999999989,303.5082,76.37
2.0043762999994215,-0.0006963239999999982,303.5082,84.306
2.049850500014145,-0.0005185379999999989,304.5018,83.31400000000001
2.0942050000012387,-0.0005185379999999989,303.5082,90.258
2.1403720999951474,-0.0008741100000000113,304.5018,90.258
2.18420430002152,-0.0003407520000000136,303.5082,100.178
2.2297977000125684,-0.0005185379999999989,303.5082,99.18599999999999
2.274254899995867,-0.0006963239999999982,303.5082,106.13
2.3650588000018615,-0.0005185379999999989,303.5082,113.074
2.409552299999632,-0.0003407520000000136,305.49539999999996,113.074
2.454339500021888,-0.0003407520000000136,303.5082,121.01
2.4998818000021856,-0.00016296600000001438,303.5082,122.002
2.5441438000125345,-0.0006963239999999982,304.5018,129.938
2.5898603000096045,-0.0006963239999999982,302.5146,128.946
2.6349531000014395,-0.0006963239999999982,304.5018,136.882
2.680444900004659,-0.0005185379999999989,304.5018,136.882
2.7249543000070844,-0.0006963239999999982,304.5018,143.82600000000002
2.8164710999990348,-0.0005185379999999989,304.5018,152.75400000000002
2.9037305999954697,-0.0005185379999999989,304.5018,152.75400000000002
2.9154261000221595,-0.0005185379999999989,304.5018,159.69799999999998
2.9493293999985326,-0.0006963239999999982,303.5082,159.69799999999998
2.994839899998624,-0.0005185379999999989,304.5018,158.70600000000002
3.0396746000042185,-0.0003407520000000136,303.5082,166.642
3.084980200015707,-0.0006963239999999982,304.5018,167.63400000000001
3.129693299997598,-0.0005185379999999989,304.5018,173.586
3.17534680000972,-0.0006963239999999982,303.5082,183.50599999999997
3.2190651000128128,-0.0005185379999999989,304.5018,182.514
3.310182600020198,-0.0003407520000000136,304.5018,189.45800000000003
3.3545431999955326,-0.0006963239999999982,305.49539999999996,190.45
3.399611900007585,-0.0005185379999999989,303.5082,197.394
3.490880199999083,-0.0006963239999999982,303.5082,196.402
3.5065010999969672,-0.0005185379999999989,304.5018,205.32999999999998
3.5343896000122186,-0.0010518960000000105,304.5018,205.32999999999998
3.580595900013577,-0.0003407520000000136,302.5146,204.33800000000002
3.623582800006261,-0.0003407520000000136,303.5082,212.274
3.715534300019499,-0.0003407520000000136,304.5018,221.202
3.759719599998789,-0.0003407520000000136,304.5018,220.20999999999998
3.804322100011632,-0.0008741100000000113,303.5082,227.154
3.849974100012332,-0.0003407520000000136,304.5018,227.154
3.894479100010358,-0.0005185379999999989,303.5082,227.154
3.9394492999999784,-0.0005185379999999989,304.5018,236.082
3.985282300011022,-0.0006963239999999982,303.5082,237.074
