Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV)
0.0,-0.00016296600000001438,28.281,22.41955380000013
0.0500000000001819,-0.00016296600000001438,28.281,20.43069300000002
0.09999999999990905,1.4819999999998723e-05,30.2682,20.43069300000002
0.15000000000009095,-0.0003407520000000136,30.2682,22.41955380000013
0.1999999999998181,1.4819999999998723e-05,30.2682,20.43069300000002
0.25,-0.00016296600000001438,30.2682,22.41955380000013
0.3000000000001819,1.4819999999998723e-05,31.2618,24.408414600000015
0.34999999999990905,-0.0003407520000000136,27.2874,22.41955380000013
0.40000000000009095,-0.0003407520000000136,28.281,22.41955380000013
0.4499999999998181,1.4819999999998723e-05,28.281,20.43069300000002
0.5,1.4819999999998723e-05,30.2682,20.43069300000002
0.5500000000001819,-0.00016296600000001438,29.2746,22.41955380000013
0.599999999999909,0.00019260599999999795,31.2618,20.43069300000002
0.650000000000091,0.00019260599999999795,30.2682,20.43069300000002
0.6999999999998181,0.00019260599999999795,28.281,20.43069300000002
0.75,-0.0005185379999999989,27.2874,24.408414600000015
0.8000000000001819,1.4819999999998723e-05,31.2618,22.41955380000013
0.849999999999909,-0.00016296600000001438,29.2746,20.43069300000002
0.900000000000091,0.00019260599999999795,30.2682,20.43069300000002
0.9499999999998181,0.00019260599999999795,30.2682,20.43069300000002
1.0,0.00037039200000001105,32.2554,20.43069300000002
1.050000000000182,-0.00016296600000001438,30.2682,22.41955380000013
1.099999999999909,1.4819999999998723e-05,27.2874,18.441832200000135
1.150000000000091,0.00019260599999999795,30.2682,20.43069300000002
1.199999999999818,0.00019260599999999795,30.2682,20.43069300000002
1.25,-0.00016296600000001438,27.2874,20.43069300000002
1.300000000000182,-0.00016296600000001438,28.281,20.43069300000002
1.349999999999909,0.00019260599999999795,30.2682,22.41955380000013
1.400000000000091,0.00019260599999999795,29.2746,20.43069300000002
1.449999999999818,0.00019260599999999795,29.2746,20.43069300000002
1.5,0.0005481779999999825,322.3866,6.508667400000149
1.550000000000182,0.0009037499999999948,320.3994,4.519806600000038
1.599999999999909,0.001081535999999994,323.3802,4.519806600000038
1.650000000000091,0.0007259639999999956,322.3866,20.43069300000002
1.699999999999818,0.0009037499999999948,322.3866,20.43069300000002
1.7510000000002037,0.0009037499999999948,323.3802,32.363857800000005
1.800000000000182,0.0009037499999999948,324.37379999999996,34.35271860000012
1.8510000000001128,0.0009037499999999948,323.3802,52.25246580000021
1.900000000000091,0.0007259639999999956,321.393,64.1856306000002
1.949999999999818,0.0009037499999999948,324.37379999999996,66.17449140000008
2.0,0.0007259639999999956,321.393,80.09651699999995
2.050000000000182,0.0012593219999999933,322.3866,80.09651699999995
2.099999999999909,0.001081535999999994,325.3674,96.00740339999993
2.150000000000091,0.001081535999999994,324.37379999999996,96.00740339999993
2.2040000000001783,0.001081535999999994,322.3866,96.00740339999993
2.2510000000002037,0.001081535999999994,322.3866,109.92942900000025
2.3029999999998836,0.001081535999999994,321.393,123.85145460000012
2.349999999999909,0.0009037499999999948,321.393,125.84031540000001
2.40099999999984,0.0009037499999999948,320.3994,141.7512018
2.449999999999818,0.0014371079999999925,324.37379999999996,139.7623410000001
2.5,0.0012593219999999933,322.3866,141.7512018
2.550999999999931,0.001081535999999994,323.3802,159.65094900000008
2.6010000000001128,0.0016148939999999917,321.393,155.6732274000001
2.6539999999999964,0.0014371079999999925,322.3866,155.6732274000001
2.701000000000022,0.001792679999999991,323.3802,169.59525300000018
2.7510000000002037,0.0021482519999999894,322.3866,169.59525300000018
2.800999999999931,0.001970466000000004,321.393,185.50613939999994
2.8510000000001128,0.0021482519999999894,322.3866,187.49500020000005
2.90099999999984,0.0023260380000000025,322.3866,185.50613939999994
2.951000000000022,0.002503823999999988,321.393,199.42816500000004
3.0010000000002037,0.0028593959999999863,326.361,199.42816500000004
3.050999999999931,0.002681610000000001,320.3994,199.42816500000004
3.1010000000001128,0.003392753999999998,326.361,211.36132980000025
3.15099999999984,0.003392753999999998,323.3802,213.35019060000013
3.2029999999999745,0.003570539999999997,324.37379999999996,229.2610770000001
3.2510000000002037,0.003570539999999997,320.3994,229.2610770000001
3.300999999999931,0.0039261119999999955,325.3674,229.2610770000001
3.3510000000001128,0.004103897999999995,324.37379999999996,245.17196339999987
3.40099999999984,0.004637255999999992,325.3674,245.17196339999987
3.451000000000022,0.004637255999999992,323.3802,243.18310259999998
3.5010000000002037,0.004992828000000005,321.393,259.0939890000002
3.550999999999931,0.0055261859999999885,324.37379999999996,259.0939890000002
3.6010000000001128,0.004992828000000005,322.3866,257.1051282000001
3.65099999999984,0.0055261859999999885,322.3866,278.98259699999994
3.701000000000022,0.006059544,323.3802,275.00487539999995
3.7510000000002037,0.006948473999999996,323.3802,290.91576180000015
3.800999999999931,0.007304045999999995,323.3802,292.90462260000004
3.8510000000001128,0.007481831999999994,323.3802,288.92690100000004
3.90099999999984,0.007837403999999992,322.3866,304.8377874
3.951000000000022,0.008015189999999991,320.3994,306.82664820000014
4.003999999999905,0.00854854799999999,321.393,304.8377874
4.050999999999931,0.009081906,322.3866,320.7486738
4.101000000000113,0.009615263999999998,322.3866,320.7486738
4.15099999999984,0.010326407999999995,323.3802,334.6706993999999
4.201000000000022,0.010681979999999994,323.3802,338.6484210000001
4.251000000000204,0.011748696000000003,324.37379999999996,350.5815858000001
4.300999999999931,0.012459839999999986,322.3866,348.5927250000002
4.351000000000113,0.012282054,321.393,348.5927250000002
4.40099999999984,0.013170983999999997,323.3802,368.48133299999995
4.451000000000022,0.014059913999999993,324.37379999999996,364.5036114000002
4.501000000000204,0.013882127999999994,325.3674,362.51475060000007
4.550999999999931,0.014948843999999989,323.3802,380.41449779999994
4.601000000000113,0.015482201999999987,324.37379999999996,382.4033586000003
