Time (s),Channel 1 (mV),Channel 2 (mV),Channel 3 (mV)
0.04139179998310283,-0.0088,4.4346,11.89
0.0870166000095196,-0.0089,3.441,11.89
0.131577699969057,-0.009,4.4346,11.89
0.16136859997641295,-0.0088,3.441,11.89
0.22175779996905476,-0.009,3.441,11.89
0.2662758000078611,-0.0088,3.441,11.89
0.311647999973502,-0.0088,3.441,11.89
0.37140020000515506,-0.0089,3.441,11.89
0.4163180000032298,-0.009,3.441,11.89
0.4617817999678664,-0.0088,4.4346,11.89
0.5218094000010751,-0.0089,4.4346,11.89
0.5667128000059165,-0.009,4.4346,11.89
0.611663999967277,-0.0089,4.4346,11.89
0.6716649999725632,-0.0089,3.441,11.89
0.716299399966374,-0.009,3.441,11.89
0.761671899992507,-0.0089,3.441,11.89
0.8217658000066876,-0.0089,4.4346,11.89
0.8661543999915011,-0.0088,4.4346,11.89
0.9112652000039816,-0.009,4.4346,11.89
0.971850199974142,-0.009,4.4346,11.89
1.0165699999779463,-0.009,4.4346,11.89
1.0614862999645993,-0.0089,88.8906,11.89
1.1216930999653414,-0.0089,98.82660000000001,11.89
1.1666258000186644,-0.0091,98.82660000000001,11.89
1.211531599983573,-0.0091,98.82660000000001,11.89
1.2715787999914028,-0.0092,98.82660000000001,11.89
1.3168566999956965,-0.009,98.82660000000001,11.89
1.3616637999657542,-0.0091,98.82660000000001,11.89
1.4214172000065446,-0.0091,99.8202,11.89
1.481595799967181,-0.0092,99.8202,11.89
1.5264548999839462,-0.009,98.82660000000001,11.89
1.571423799963668,-0.009,98.82660000000001,11.89
1.6166291999979876,-0.0092,98.82660000000001,11.89
1.6616522999829613,-0.009,98.82660000000001,11.89
1.7519335999968462,-0.0092,98.82660000000001,11.89
1.7963255000067875,-0.0089,98.82660000000001,11.89
1.8414117000065744,-0.009,99.8202,11.89
1.8866685999673791,-0.009,99.8202,11.89
1.9316133999964222,-0.009,97.83300000000001,11.89
1.9765600999817252,-0.0091,98.82660000000001,11.89
2.0215572000015527,-0.009,98.82660000000001,11.89
2.0666363000054844,-0.009,98.82660000000001,11.89
2.11193800001638,-0.009,99.8202,11.89
2.2019419000134803,-0.009,99.8202,11.89
2.2465787999681197,-0.009,98.82660000000001,11.89
2.2918903999961913,-0.009,100.8138,11.89
2.33658080000896,-0.0092,99.8202,11.89
2.3813324999646284,-0.0091,99.8202,11.89
2.4264776000054553,-0.0091,99.8202,11.89
2.4712957000010647,-0.0091,98.82660000000001,11.89
2.5165516000124626,-0.0091,99.8202,11.89
2.5612884999718517,-0.0089,98.82660000000001,11.89
2.651895000017248,-0.009,99.8202,11.89
2.6966500999988057,-0.009,98.82660000000001,11.89
2.741560800001025,-0.009,98.82660000000001,11.89
2.7863207000191323,-0.009,98.82660000000001,11.89
2.83147639996605,-0.009,99.8202,11.89
2.876312499982305,-0.0091,98.82660000000001,11.89
2.921184799983166,-0.0091,98.82660000000001,11.89
2.9663125000079162,-0.0089,98.82660000000001,11.89
3.0112091000191867,-0.0091,98.82660000000001,11.89
3.1022478999802843,-0.009,99.8202,11.89
3.147199700004421,-0.0091,99.8202,11.89
3.191530200012494,-0.009,98.82660000000001,11.89
3.236335599969607,-0.009,98.82660000000001,11.89
3.2815179000026546,-0.009,99.8202,11.89
3.326387999986764,-0.009,99.8202,11.89
3.371404999983497,-0.009,100.8138,11.89
3.416599399992265,-0.0092,98.82660000000001,11.89
3.5070497000124305,-0.0089,99.8202,11.89
3.5515577999758534,-0.0089,99.8202,11.89
3.596348899998702,-0.0091,98.82660000000001,11.89
3.6416975000174716,-0.009,98.82660000000001,11.89
3.6863081000046805,-0.0089,98.82660000000001,11.89
3.7313491000095382,-0.0091,98.82660000000001,11.89
3.776287999993656,-0.009,98.82660000000001,11.89
3.821509299974423,-0.0089,98.82660000000001,11.89
3.8663893999764696,-0.009,99.8202,11.89
3.9572960999794304,-0.009,98.82660000000001,11.89
4.001311999978498,-0.0089,98.82660000000001,11.89
4.0464457999914885,-0.009,99.8202,11.89
4.093667300010566,-0.009,97.83300000000001,11.89
4.139166000008117,-0.0091,98.82660000000001,11.89
4.181139799999073,-0.009,98.82660000000001,11.89
4.2280226000002585,-0.0091,98.82660000000001,11.89
4.270992700010538,-0.0072,99.8202,11.89
