Time,ADC_Value,Offset
0.0,57.57599999999999,0.0069
0.11334679807935442,67.152,0.0077
0.22669359615870885,76.752,0.0085
0.34004039423806326,86.35199999999999,0.0097
0.4533871923174177,95.95199999999998,0.0109
0.5667339903967721,105.55199999999999,0.0119
0.6800807884761265,115.128,0.013
0.793427586555481,124.728,0.0142
0.9067743846348354,134.328,0.0149
1.0201211827141898,143.928,0.0163
1.1334679807935442,153.504,0.0172
1.2468147788728987,163.10399999999998,0.0183
1.360161576952253,172.70399999999998,0.0194
1.4735083750316076,182.30399999999997,0.0204
1.586855173110962,191.90399999999997,0.021
