Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),,
28.2595677,-0.000162966,532.0362,12.4752498,0.00915,109.2896175
28.2687177,-0.000340752,530.049,14.4641106,0.0356826,28.02486367
28.3044003,-0.000162966,540.9786,16.4529714,0.0448142,22.31435571
28.3492145,0.000192606,535.017,16.4529714,0.0454145,22.01939909
28.394629,1.48E-05,529.0554,14.4641106,0.0206631,48.39544888
28.4152921,-0.000162966,539.985,14.4641106,0.0291865,34.26241584
28.4444786,1.48E-05,535.017,12.4752498,0.039721,25.1755998
28.4841996,-0.000518538,530.049,18.4418322,0.003949,253.228667
28.4881486,1.48E-05,538.9914,14.4641106,0.041285,24.22187236
28.5294336,1.48E-05,537.9978,12.4752498,0.0448181,22.31241393
28.5742517,-0.000162966,529.0554,12.4752498,0.0454147,22.01930212
28.6196664,-0.000162966,540.9786,14.4641106,0.0448429,22.30007428
28.6645093,0.000370392,538.9914,16.4529714,0.0210264,47.55925876
28.6855357,1.48E-05,529.0554,10.486389,0.0294382,33.96946824
28.7149739,-0.000340752,537.9978,14.4641106,0.0392968,25.44736468
28.7542707,1.48E-05,539.985,10.486389,0.0099723,100.2777691
28.764243,-0.000162966,529.0554,14.4641106,0.0350953,28.4938439
28.7993383,1.48E-05,537.9978,14.4641106,0.0449401,22.2518419
28.8442784,-0.000518538,540.9786,16.4529714,0.0452153,22.1164075
28.8894937,-0.000340752,531.0426,14.4641106,0.0081679,122.4304905
28.8976616,-0.000340752,537.0042,12.4752498,0.0370678,26.97759241
28.9347294,0.000192606,542.9658,12.4752498,0.0446125,22.41524236
28.9793419,0.000192606,533.0298,14.4641106,0.0450029,22.22079021
29.0243448,-0.000162966,537.0042,14.4641106,0.0036755,272.0718278
29.0280203,0.000370392,541.9722,14.4641106,0.0413599,24.17800815
29.0693802,-0.000162966,533.0298,18.4418322,0.045403,22.02497634
29.1147832,-0.000162966,535.017,12.4752498,0.0452521,22.09842193
29.1600353,-0.000162966,542.9658,12.4752498,0.0028046,356.5570856
29.1628399,-0.000162966,533.0298,16.4529714,0.0414335,24.13505979
29.2042734,-0.000518538,534.0234,16.4529714,0.0451159,22.16513469
29.2493893,1.48E-05,543.9594,16.4529714,0.044859,22.29207073
29.2942483,-0.000162966,536.0106,18.4418322,0.0035159,284.4221966
29.2977642,-0.000162966,532.0362,14.4641106,0.0413538,24.18157458
29.339118,-0.000340752,542.9658,10.486389,0.0453233,22.06370675
29.3844413,-0.000162966,537.0042,14.4641106,0.0448974,22.27300469
29.4293387,1.48E-05,531.0426,12.4752498,0.0034365,290.9937409
29.4327752,0.000192606,542.9658,12.4752498,0.0416193,24.02731427
29.4743945,0.000192606,538.9914,14.4641106,0.0449542,22.24486253
29.5193487,-0.000162966,532.0362,12.4752498,0.0449353,22.25421886
29.564284,-0.000162966,542.9658,18.4418322,0.0084201,118.7634347
29.5727041,-0.000518538,541.9722,16.4529714,0.0371234,26.93718785
29.6098275,1.48E-05,531.0426,12.4752498,0.0444319,22.50635244
29.6542594,1.48E-05,540.9786,16.4529714,0.0453125,22.0689655
29.6995719,-0.000162966,540.9786,14.4641106,0.0026182,381.9417963
29.7021901,-0.000162966,531.0426,12.4752498,0.0422527,23.66712659
29.7444428,-0.000340752,539.985,14.4641106,0.0447935,22.32466765
29.7892363,-0.000162966,541.9722,12.4752498,0.0450248,22.20998206
29.8342611,1.48E-05,529.0554,14.4641106,0.0083253,120.1157916
29.8425864,1.48E-05,538.9914,12.4752498,0.0367383,27.21955017
29.8793247,-0.000340752,542.9658,14.4641106,0.0448971,22.27315349
29.9242218,-0.000340752,532.0362,14.4641106,0.045296,22.07700461
29.9695178,-0.000162966,537.9978,14.4641106,0.022754,43.94831671
29.9922718,-0.000162966,543.9594,14.4641106,0.0275171,36.34103887
30.0197889,-0.000340752,532.0362,14.4641106,0.0394031,25.37871384
30.059192,-0.000162966,538.9914,14.4641106,0.0453533,22.04911219
30.1045453,-0.000340752,544.953,14.4641106,0.0090475,110.5277704
30.1135928,-0.000518538,535.017,14.4641106,0.0357387,27.98087227
30.1493315,-0.000340752,536.0106,12.4752498,0.0451744,22.13643127
30.1945059,-0.000340752,544.953,16.4529714,0.0140071,71.3923652
30.208513,-0.000162966,535.017,14.4641106,0.0305795,32.70164651
30.2390925,0.000192606,536.0106,14.4641106,0.045316,22.06726101
30.2844085,-0.000162966,546.9402,14.4641106,0.0468047,21.3653757
30.3312132,-0.000162966,537.9978,14.4641106,0.0142334,70.25728218
30.3454466,1.48E-05,536.0106,16.4529714,0.0291092,34.3534003
30.3745558,1.48E-05,546.9402,12.4752498,0.0447742,22.33429072
30.41933,-0.000162966,541.9722,14.4641106,0.0450678,22.18879112
30.4643978,1.48E-05,536.0106,14.4641106,0.019971,50.0726052
30.4843688,-0.000162966,544.953,16.4529714,0.0247851,40.34682134
30.5091539,1.48E-05,540.9786,14.4641106,0.0450772,22.18416403
30.5542311,1.48E-05,537.0042,12.4752498,0.0451304,22.15801323
30.5993615,-0.000162966,545.9466,14.4641106,0.0121731,82.1483437
30.6115346,0.000192606,544.953,14.4641106,0.0328031,30.48492367
30.6443377,1.48E-05,535.017,14.4641106,0.0449466,22.24862393
30.6892843,1.48E-05,544.953,14.4641106,0.0454934,21.98121045
30.7347777,0.000192606,543.9594,14.4641106,0.0019513,512.4788563
30.736729,1.48E-05,535.017,12.4752498,0.0425472,23.50330927
30.7792762,-0.000162966,544.953,16.4529714,0.0449735,22.23531635
30.8242497,-0.000518538,545.9466,14.4641106,0.0457748,21.84608125
30.8700245,-0.000340752,535.017,14.4641106,0.0031312,319.3663794
30.8731557,-0.000162966,543.9594,14.4641106,0.042042,23.78573808
30.9151977,1.48E-05,547.9338,16.4529714,0.0440832,22.68437861
30.9592809,-0.000162966,537.9978,12.4752498,0.0453896,22.03147859
31.0046705,1.48E-05,543.9594,10.486389,0.0023595,423.8186092
31.00703,1.48E-05,546.9402,14.4641106,0.0423668,23.60338755
31.0493968,-0.000518538,537.9978,14.4641106,0.0448431,22.2999748
31.0942399,-0.000162966,541.9722,14.4641106,0.0513555,19.47211107
31.1455954,1.48E-05,547.9338,16.4529714,0.0023938,417.7458521
31.1479892,-0.000518538,538.9914,14.4641106,0.0363741,27.49208914
31.1843633,-0.000340752,539.985,14.4641106,0.0454046,22.02420017
31.2297679,-0.000340752,549.921,12.4752498,0.0446467,22.39807199
31.2744146,-0.000162966,540.9786,14.4641106,0.0156982,63.70157098
31.2901128,1.48E-05,538.9914,14.4641106,0.0294245,33.98528436
31.3195373,-0.000340752,549.921,16.4529714,0.0454613,21.99673128
31.3649986,-0.000340752,541.9722,14.4641106,0.0447445,22.34911553
31.4097431,-0.000162966,538.9914,14.4641106,0.0022536,443.7344715
31.4119967,1.48E-05,548.9274,12.4752498,0.042533,23.51115604
31.4545297,-0.000518538,542.9658,16.4529714,0.0456528,21.9044615
31.5001825,-0.000162966,538.9914,18.4418322,0.0449148,22.26437612
31.5450973,1.48E-05,550.9146,14.4641106,0.0023448,426.4755978
31.5474421,0.000192606,544.953,16.4529714,0.0421197,23.74185951
31.5895618,-0.000340752,539.985,14.4641106,0.0451844,22.13153213
31.6347462,-0.000162966,548.9274,16.4529714,0.0448332,22.30489905
31.6795794,-0.000340752,546.9402,16.4529714,0.0157084,63.6602073
31.6952878,-0.000340752,537.9978,16.4529714,0.0292242,34.21821641
31.724512,0.000192606,547.9338,14.4641106,0.0456227,21.91891317
31.7701347,-0.000162966,548.9274,12.4752498,0.0444804,22.48181222
31.8146151,1.48E-05,537.9978,16.4529714,0.0161917,61.76003752
31.8308068,-0.000162966,548.9274,14.4641106,0.0286913,34.85377098
31.8594981,1.48E-05,549.921,12.4752498,0.0456343,21.91334151
31.9051324,-0.000162966,537.9978,16.4529714,0.0109578,91.25919414
31.9160902,0.000192606,546.9402,12.4752498,0.0337807,29.60270213
31.9498709,1.48E-05,550.9146,10.486389,0.0451847,22.13138518
31.9950556,-0.000162966,539.985,18.4418322,0.0453027,22.07373955
32.0403583,0.000192606,546.9402,14.4641106,0.0451848,22.1313362
32.0855431,1.48E-05,552.9018,16.4529714,0.0168969,59.18245351
32.10244,1.48E-05,538.9914,12.4752498,0.0292936,34.13714941
32.1317336,0.000192606,545.9466,14.4641106,0.0444844,22.47979066
32.176218,-0.000162966,552.9018,16.4529714,0.0281923,35.47067816
32.2044103,-0.000340752,541.9722,18.4418322,0.0270363,36.98730967
32.2314466,0.000192606,543.9594,14.4641106,0.0379518,26.34921138
32.2693984,-0.000340752,551.9082,16.4529714,0.0418513,23.89412038
32.3112497,1.48E-05,543.9594,12.4752498,0.0078945,126.6704661
32.3191442,1.48E-05,543.9594,12.4752498,0.0352736,28.34981406
32.3544178,1.48E-05,552.9018,14.4641106,0.0450949,22.17545664
32.3995127,1.48E-05,545.9466,10.486389,0.0475882,21.01361261
32.4471009,0.000192606,542.9658,16.4529714,0.0264059,37.87032441
32.4735068,-0.000340752,554.889,16.4529714,0.025138,39.78041218
32.4986448,1.48E-05,547.9338,16.4529714,0.0362232,27.60661673
32.534868,-0.000162966,541.9722,16.4529714,0.0471166,21.22394232
32.5819846,-0.000162966,553.8954,16.4529714,0.0270048,37.03045387
32.6089894,-0.000340752,546.9402,16.4529714,0.0341576,29.27606153
32.643147,-0.000518538,541.9722,12.4752498,0.0623748,16.03211554
32.7055218,-0.000518538,552.9018,16.4529714,0.0227233,44.00769248
32.7282451,-0.000162966,549.921,16.4529714,0.0021905,456.5167824
32.7304356,0.000192606,540.9786,12.4752498,0.0310516,32.20445967
32.7614872,-0.000162966,552.9018,14.4641106,0.0428945,23.31301215
32.8043817,-0.000162966,550.9146,12.4752498,0.0453642,22.0438143
32.8497459,-0.000162966,540.9786,10.486389,0.0148111,67.51692973
32.864557,-0.000162966,551.9082,14.4641106,0.0301066,33.21530824
32.8946636,1.48E-05,553.8954,14.4641106,0.0448281,22.30743665
32.9394917,-0.000340752,543.9594,16.4529714,0.0448191,22.31191612
32.9843108,1.48E-05,548.9274,18.4418322,0.0450546,22.19529194
33.0293654,0.000192606,553.8954,16.4529714,0.0103154,96.94243535
33.0396808,-0.000340752,541.9722,16.4529714,0.0346477,28.86194469
33.0743285,-0.000340752,547.9338,14.4641106,0.0450531,22.19603089
33.1193816,-0.000340752,555.8826,12.4752498,0.0168877,59.21469468
33.1362693,1.48E-05,542.9658,12.4752498,0.0280864,35.60442071
33.1643557,-0.000162966,548.9274,16.4529714,0.0456609,21.90057576
33.2100166,-0.000162966,554.889,12.4752498,0.0445767,22.43324426
33.2545933,1.48E-05,545.9466,14.4641106,0.0112032,89.26021157
33.2657965,-0.000340752,545.9466,16.4529714,0.0338075,29.57923535
33.299604,0.000192606,554.889,14.4641106,0.0447565,22.34312335
33.3443605,0.000192606,545.9466,14.4641106,0.0450289,22.20795979
33.3893894,-0.000162966,545.9466,14.4641106,0.0216285,46.23529135
33.4110179,1.48E-05,556.8762,16.4529714,0.0289148,34.58436506
33.4399327,0.000192606,549.921,12.4752498,0.0394096,25.37452806
33.4793423,-0.000162966,545.9466,18.4418322,0.0450671,22.18913574
33.5244094,1.48E-05,554.889,12.4752498,0.0035175,284.2928209
33.5279269,-0.000162966,549.921,12.4752498,0.0414189,24.14356733
33.5693458,-0.000340752,542.9658,14.4641106,0.0454431,22.00554098
33.6147889,-0.000162966,556.8762,14.4641106,0.0020916,478.1028929
33.6168805,-0.000340752,550.9146,16.4529714,0.0429068,23.30632907
33.6597873,-0.000162966,544.953,16.4529714,0.0449826,22.23081813
33.7047699,1.48E-05,556.8762,12.4752498,0.0445575,22.44291085
33.7493274,1.48E-05,553.8954,16.4529714,0.0455385,21.95944091
33.7948659,1.48E-05,542.9658,14.4641106,0.0045584,219.3752213
33.7994243,0.000192606,554.889,14.4641106,0.0436526,22.90814291
33.8430769,0.000192606,555.8826,12.4752498,0.0416247,24.02419717
33.8847016,0.000370392,542.9658,16.4529714,0.0213562,46.82480969
33.9060578,-0.000162966,554.889,14.4641106,0.0371608,26.91007728
33.9432186,-0.000340752,554.889,14.4641106,0.0392941,25.44911325
33.9825127,1.48E-05,543.9594,14.4641106,0.0370036,27.0243976
34.0195163,1.48E-05,552.9018,14.4641106,0.0033233,300.9057276
34.0228396,-0.000162966,557.8698,12.4752498,0.0413682,24.17315717
34.0642078,0.000192606,545.9466,14.4641106,0.0449636,22.24021208
34.1091714,-0.000162966,552.9018,18.4418322,0.0463063,21.59533366
34.1554777,0.000192606,556.8762,14.4641106,0.0069812,143.2418492
34.1624589,-0.000162966,544.953,14.4641106,0.0397535,25.15501782
34.2022124,0.000192606,550.9146,14.4641106,0.0440098,22.72221187
34.2462222,-0.000162966,559.857,14.4641106,0.0450395,22.20273316
34.2912617,1.48E-05,547.9338,16.4529714,0.0068797,145.3551754
34.2981414,0.000192606,549.921,14.4641106,0.0362735,27.568335
34.3344149,1.48E-05,559.857,18.4418322,0.0449319,22.25590283
34.3793468,1.48E-05,549.921,12.4752498,0.045122,22.16213818
34.4244688,-0.000162966,547.9338,14.4641106,0.010101,99.00009936
34.4345698,1.48E-05,559.857,14.4641106,0.0350387,28.5398716
34.4696085,-0.000162966,552.9018,14.4641106,0.0453258,22.06248981
34.5149343,-0.000162966,548.9274,14.4641106,0.0451262,22.16007552
34.5600605,1.48E-05,557.8698,16.4529714,0.0021442,466.3744117
34.5622047,-0.000340752,553.8954,12.4752498,0.0423792,23.59648126
34.6045839,1.48E-05,545.9466,16.4529714,0.0447867,22.32805722
34.6493706,1.48E-05,559.857,16.4529714,0.045155,22.14594176
34.6945256,-0.000162966,556.8762,14.4641106,0.014055,71.14905739
34.7085806,-0.000162966,546.9402,14.4641106,0.0307667,32.50267336
34.7393473,-0.000162966,558.8634,12.4752498,0.0450164,22.21412641
34.7843637,-0.000162966,557.8698,14.4641106,0.0449404,22.25169333
34.8293041,1.48E-05,546.9402,16.4529714,0.0152014,65.78341479
34.8445055,-0.000162966,557.8698,12.4752498,0.030089,33.23473694
34.8745945,1.48E-05,559.857,12.4752498,0.0471773,21.19663483
34.9217718,1.48E-05,546.9402,12.4752498,0.046121,21.68209708
34.9678928,-0.000162966,556.8762,12.4752498,0.0022406,446.3090231
34.9701334,1.48E-05,560.8506,16.4529714,0.0402112,24.86869329
35.0103446,-0.000340752,547.9338,16.4529714,0.0458314,21.8191022
35.056176,-0.000162966,555.8826,16.4529714,0.0459293,21.77259396
35.1021053,-0.000162966,561.8442,14.4641106,0.030683,32.59133723
35.1327883,-0.000162966,549.921,14.4641106,0.0278122,35.95544399
35.1606005,1.48E-05,555.8826,16.4529714,0.0287535,34.77837485
35.189354,0.000192606,561.8442,14.4641106,0.0475085,21.04886494
35.2368625,-0.000162966,550.9146,14.4641106,0.0265061,37.72716466
35.2633686,-0.000162966,553.8954,14.4641106,0.0237848,42.04365809
35.2871534,1.48E-05,563.8314,12.4752498,0.0373542,26.77075137
35.3245076,-0.000162966,552.9018,14.4641106,0.016374,61.07243191
35.3408816,1.48E-05,553.8954,12.4752498,0.0287593,34.7713609
35.3696409,0.000192606,562.8378,12.4752498,0.0447672,22.33778301
35.4144081,1.48E-05,554.889,14.4641106,0.0457716,21.84760857
35.4601797,-0.000340752,552.9018,18.4418322,0.0020152,496.2286676
35.4621949,1.48E-05,562.8378,12.4752498,0.0424092,23.57978927
35.5046041,1.48E-05,555.8826,14.4641106,0.0448221,22.31042278
35.5494262,0.000192606,551.9082,16.4529714,0.0452831,22.08329377
35.5947093,-0.000162966,562.8378,14.4641106,0.0019814,504.693648
35.5966907,-0.000162966,557.8698,12.4752498,0.0433367,23.07513031
35.6400274,-0.000162966,549.921,14.4641106,0.0442608,22.59335575
35.6842882,0.000192606,564.825,16.4529714,0.0450344,22.20524754
35.7293226,0.000192606,560.8506,16.4529714,0.0136809,73.09460645
35.7430035,1.48E-05,551.9082,14.4641106,0.0313458,31.90220058
35.7743493,-0.000162966,561.8442,12.4752498,0.0449819,22.23116411
35.8193312,1.48E-05,561.8442,12.4752498,0.0471854,21.19299612
35.8665166,1.48E-05,550.9146,14.4641106,0.0074201,134.7690735
35.8739367,1.48E-05,559.857,14.4641106,0.0356594,28.04309664
35.9095961,1.48E-05,563.8314,12.4752498,0.0448669,22.2881456
35.954463,1.48E-05,550.9146,16.4529714,0.0450783,22.18362272
35.9995413,1.48E-05,560.8506,16.4529714,0.0453841,22.03414852
36.0449254,1.48E-05,562.8378,20.430693,0.0023414,427.0948974
36.0472668,1.48E-05,551.9082,12.4752498,0.0420875,23.76002377
36.0893543,-0.000340752,558.8634,18.4418322,0.0453033,22.07344721
36.1346576,0.000192606,564.825,12.4752498,0.0020548,486.6653579
36.1367124,-0.000162966,552.9018,16.4529714,0.0427661,23.38300665
36.1794785,-0.000162966,558.8634,14.4641106,0.0452328,22.10785094
36.2247113,-0.000162966,565.8186,14.4641106,0.0450233,22.21072201
36.2697346,-0.000162966,553.8954,16.4529714,0.0228482,43.7671239
36.2925828,1.48E-05,555.8826,14.4641106,0.0275563,36.28934212
36.3201391,-0.000518538,566.8122,14.4641106,0.0392635,25.46894701
36.3594026,-0.000162966,555.8826,16.4529714,0.0452057,22.12110418
36.4046083,1.48E-05,555.8826,16.4529714,0.0092452,108.164237
36.4138535,1.48E-05,565.8186,14.4641106,0.0357681,27.95787308
36.4496216,0.000192606,558.8634,12.4752498,0.0447292,22.35676023
36.4943508,-0.000162966,554.889,12.4752498,0.0458697,21.80088382
36.5402205,-0.000162966,564.825,16.4529714,0.0041084,243.4037566
36.5443289,0.000192606,558.8634,12.4752498,0.0398569,25.08975861
36.5841858,-0.000162966,553.8954,12.4752498,0.0452985,22.07578618
36.6294843,-0.000162966,565.8186,16.4529714,0.045166,22.14054819
36.6746503,-0.000340752,561.8442,10.486389,0.0230363,43.40974901
36.6976866,-0.000340752,554.889,10.486389,0.0264766,37.76919993
36.7241632,-0.000162966,564.825,14.4641106,0.0402158,24.86584875
36.764379,1.48E-05,563.8314,10.486389,0.0448926,22.27538615
36.8092716,1.48E-05,552.9018,16.4529714,0.0224899,44.46440402
36.8317615,-0.000340752,563.8314,10.486389,0.0288272,34.68945995
36.8605887,1.48E-05,564.825,16.4529714,0.0392591,25.47180145
36.8998478,-0.000162966,554.889,16.4529714,0.0447027,22.37001345
36.9445505,-0.000518538,563.8314,12.4752498,0.0096932,103.1651054
36.9542437,-0.000162966,566.8122,12.4752498,0.0349893,28.58016593
36.989233,-0.000162966,553.8954,16.4529714,0.0450891,22.17830916
37.0343221,-0.000162966,564.825,12.4752498,0.0097756,102.2955114
37.0440977,-0.000518538,565.8186,16.4529714,0.0353732,28.26998969
37.0794709,1.48E-05,555.8826,16.4529714,0.045517,21.96981349
37.1249879,-0.000162966,562.8378,12.4752498,0.0450735,22.1859851
37.1700614,-0.000340752,568.7994,16.4529714,0.0023997,416.7187573
37.1724611,-0.000162966,555.8826,12.4752498,0.0421208,23.74123948
37.2145819,-0.000162966,559.857,16.4529714,0.0452873,22.08124573
37.2598692,-0.000162966,569.793,14.4641106,0.0448299,22.30654096
37.3046991,-0.000162966,557.8698,14.4641106,0.0022336,447.7077342
37.3069327,0.000370392,558.8634,14.4641106,0.0423871,23.59208344
37.3493198,-0.000162966,569.793,14.4641106,0.0452325,22.10799756
37.3945523,-0.000162966,560.8506,14.4641106,0.044811,22.31594921
37.4393633,1.48E-05,559.857,12.4752498,0.0131686,75.93821678
37.4525319,-0.000162966,569.793,16.4529714,0.0316192,31.62635359
37.4841511,-0.000340752,564.825,16.4529714,0.0452042,22.12183822
37.5293553,-0.000340752,558.8634,16.4529714,0.0480649,20.80520297
37.5774202,0.000192606,569.793,14.4641106,0.0325391,30.73225752
37.6099593,0.000192606,562.8378,14.4641106,0.0220271,45.39862255
37.6319864,-0.000162966,558.8634,14.4641106,0.0322336,31.02352826
37.66422,-0.000162966,568.7994,14.4641106,0.0477818,20.92847066
37.7120018,-0.000162966,564.825,14.4641106,0.0141894,70.47514365
37.7261912,-0.000162966,557.8698,14.4641106,0.0281578,35.51413814
37.754349,1.48E-05,568.7994,16.4529714,0.0462488,21.62218263
37.8005978,-0.000340752,566.8122,14.4641106,0.0441319,22.65934618
37.8447297,-0.000162966,556.8762,12.4752498,0.0028159,355.126252
37.8475456,1.48E-05,567.8058,12.4752498,0.0417907,23.92876884
37.8893363,0.000192606,567.8058,16.4529714,0.0449271,22.25828063
37.9342634,-0.000340752,558.8634,14.4641106,0.0451884,22.12957307
37.9794518,1.48E-05,566.8122,14.4641106,0.0075878,131.7905062
37.9870396,-0.000162966,570.7866,12.4752498,0.0413067,24.20914765
38.0283463,1.48E-05,557.8698,12.4752498,0.0431335,23.18383624
38.0714798,-0.000340752,566.8122,12.4752498,0.0429499,23.28294127
38.1144297,-0.000162966,570.7866,14.4641106,0.0036667,272.7247949
38.1180964,0.000192606,557.8698,16.4529714,0.041206,24.26831043
38.1593024,-0.000340752,563.8314,14.4641106,0.0473325,21.12713252
38.2066349,1.48E-05,570.7866,14.4641106,0.0512594,19.50861697
38.2578943,-0.000340752,559.857,14.4641106,0.0025893,386.2047682
38.2604836,-0.000340752,563.8314,14.4641106,0.0350665,28.51724579
38.2955501,1.48E-05,571.7802,16.4529714,0.0456689,21.89673935
38.341219,-0.000162966,561.8442,14.4641106,0.045701,21.88135929
38.38692,1.48E-05,562.8378,16.4529714,0.0044923,222.603119
38.3914123,1.48E-05,572.7738,14.4641106,0.0397354,25.16647624
38.4311477,0.000192606,563.8314,12.4752498,0.0451214,22.16243291
38.4762691,1.48E-05,560.8506,14.4641106,0.0430936,23.20530194
38.5193627,-0.000162966,570.7866,12.4752498,0.0103197,96.90204174
38.5296824,-0.000162966,563.8314,14.4641106,0.0345948,28.90607839
38.5642772,-0.000518538,560.8506,14.4641106,0.0454582,21.99823132
38.6097354,-0.000162966,571.7802,12.4752498,0.0450709,22.18726495
38.6548063,-0.000162966,565.8186,10.486389,0.0030589,326.9149031
38.6578652,-0.000162966,560.8506,14.4641106,0.0415541,24.06501404
38.6994193,-0.000162966,571.7802,16.4529714,0.0448893,22.27702372
38.7443086,0.000192606,567.8058,12.4752498,0.0449834,22.23042276
38.789292,-0.000162966,559.857,14.4641106,0.010626,94.10878973
38.799918,1.48E-05,571.7802,14.4641106,0.034436,29.03937741
38.834354,1.48E-05,569.793,12.4752498,0.0454594,21.99765066
38.8798134,1.48E-05,560.8506,16.4529714,0.0025745,388.4249388
38.8823879,0.000192606,569.793,16.4529714,0.0423538,23.61063232
38.9247417,-0.000162966,571.7802,14.4641106,0.0444644,22.48990204
38.9692061,-0.000162966,560.8506,14.4641106,0.0454226,22.01547247
39.0146287,0.000370392,568.7994,14.4641106,0.0229629,43.54850651
39.0375916,-0.000340752,571.7802,14.4641106,0.0316408,31.60476346
39.0692324,-0.000162966,560.8506,14.4641106,0.0350246,28.55136105
39.104257,-0.000162966,568.7994,10.486389,0.0454641,21.99537656
39.1497211,-0.000162966,573.7674,14.4641106,0.013015,76.83442197
39.1627361,-0.000162966,561.8442,12.4752498,0.0321012,31.15148341
39.1948373,1.48E-05,569.793,14.4641106,0.0447931,22.32486701
39.2396304,1.48E-05,574.761,10.486389,0.0452688,22.09026968
39.2848992,-0.000162966,562.8378,12.4752498,0.0020933,477.7146022
39.2869925,-0.000340752,565.8186,14.4641106,0.0426603,23.44099785
39.3296528,-0.000162966,574.761,14.4641106,0.0453226,22.06404752
39.3749754,1.48E-05,565.8186,10.486389,0.0446092,22.41690056
39.4195846,1.48E-05,566.8122,14.4641106,0.0094552,105.7619082
39.4290398,-0.000162966,575.7546,12.4752498,0.0359501,27.81633431
39.4649899,-0.000518538,567.8058,12.4752498,0.0455585,21.94980081
39.5105484,1.48E-05,566.8122,14.4641106,0.0514447,19.43834837
39.5619931,1.48E-05,574.761,12.4752498,0.0024446,409.0648797
39.5644377,1.48E-05,566.8122,14.4641106,0.0354757,28.18830914
39.5999134,-0.000162966,564.825,16.4529714,0.0445276,22.45798112
39.644441,1.48E-05,575.7546,16.4529714,0.0458556,21.80758731
39.6902966,-0.000340752,572.7738,14.4641106,0.0022012,454.2976564
39.6924978,-0.000518538,564.825,14.4641106,0.0421332,23.73425233
39.734631,1.48E-05,575.7546,14.4641106,0.0451634,22.1418228
39.7797944,0.000192606,572.7738,14.4641106,0.0475951,21.01056621
39.8273895,0.000192606,564.825,14.4641106,0.0140309,71.27126543
39.8414204,-0.000340752,574.761,14.4641106,0.0457445,21.86055157
39.8871649,-0.000162966,574.761,14.4641106,0.0273571,36.55358201
39.914522,-0.000518538,566.8122,14.4641106,0.0449511,22.24639666
39.9594731,-0.000162966,575.7546,14.4641106,0.007465,133.9584723
39.9669381,-0.000518538,576.7482,14.4641106,0.0378825,26.39741307
40.0048206,-0.000340752,565.8186,14.4641106,0.045751,21.85744574
40.0505716,-0.000162966,575.7546,14.4641106,0.0458226,21.82329243
40.0963942,0.000192606,578.7354,14.4641106,0.0067092,149.0490674
40.1031034,-0.000162966,566.8122,14.4641106,0.0380897,26.25381662
40.1411931,-0.000340752,574.761,14.4641106,0.044923,22.2603121
40.1861161,1.48E-05,579.729,14.4641106,0.0451124,22.16685436
40.2312285,-0.000340752,568.7994,20.430693,0.0179827,55.60900191
40.2492112,1.48E-05,572.7738,16.4529714,0.0301421,33.17618878
40.2793533,-0.000162966,580.7226,14.4641106,0.0401285,24.9199447
40.3194818,-0.000340752,569.793,12.4752498,0.046818,21.35930624
40.3662998,0.000192606,571.7802,12.4752498,0.0100352,99.64923483
40.376335,0.000192606,579.729,14.4641106,0.033087,30.22335054
40.409422,-0.000340752,570.7866,14.4641106,0.0448161,22.3134097
40.4542381,-0.000340752,570.7866,14.4641106,0.0451941,22.12678203
40.4994322,-0.000340752,579.729,18.4418322,0.010294,97.14396757
40.5097262,-0.000162966,573.7674,16.4529714,0.0347469,28.77954578
40.5444731,0.000192606,568.7994,18.4418322,0.0450209,22.21190601
40.589494,0.000192606,579.729,16.4529714,0.0207543,48.18278622
40.6102483,-0.000518538,575.7546,16.4529714,0.0305553,32.7275465
40.6408036,0.000192606,567.8058,12.4752498,0.0384203,26.02790712
40.6792239,-0.000340752,579.729,14.4641106,0.0451172,22.16449602
40.7243411,-0.000162966,577.7418,14.4641106,0.0160541,62.28938399
40.7403952,1.48E-05,569.793,14.4641106,0.0320118,31.23848077
40.772407,0.000192606,578.7354,16.4529714,0.0419731,23.82478302
40.8143801,-0.000162966,578.7354,14.4641106,0.045209,22.11948948
40.8595891,1.48E-05,569.793,14.4641106,0.0086671,115.3788466
40.8682562,0.000192606,578.7354,14.4641106,0.0367584,27.20466616
40.9050146,0.000370392,580.7226,10.486389,0.0443762,22.53460188
40.9493908,1.48E-05,568.7994,12.4752498,0.0456574,21.9022546
40.9950482,1.48E-05,577.7418,16.4529714,0.0035707,280.0571357
40.9986189,1.48E-05,580.7226,14.4641106,0.0406669,24.59002281
41.0392858,1.48E-05,570.7866,16.4529714,0.0450826,22.18150685
41.0843684,-0.000162966,576.7482,14.4641106,0.0453252,22.06278184
41.1296936,-0.000340752,581.7162,14.4641106,0.0128786,77.64819167
41.1425722,1.48E-05,569.793,14.4641106,0.0315968,31.64877454
41.174169,-0.000162966,574.761,14.4641106,0.0455206,21.968076
41.2196896,1.48E-05,581.7162,12.4752498,0.0468639,21.33838628
41.2665535,-0.000340752,570.7866,14.4641106,0.0024376,410.2395811
41.2689911,0.000192606,574.761,14.4641106,0.0402484,24.84570815
41.3092395,1.48E-05,582.7098,14.4641106,0.045669,21.8966914
41.3549085,1.48E-05,573.7674,10.486389,0.0445548,22.44427086
41.3994633,1.48E-05,574.761,14.4641106,0.0180224,55.48650575
41.4174857,-0.000162966,583.7034,14.4641106,0.0266528,37.51951018
