Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV)
0.04719299997668713,-0.0006963239999999982,600.5946,-126.7450061999998
0.09222839999711141,-0.0006963239999999982,600.5946,-130.72272780000003
0.13734580000163987,-0.0010518960000000105,600.5946,-126.7450061999998
0.1825556000112556,-0.0010518960000000105,599.601,-126.7450061999998
0.2302726999623701,-0.0010518960000000105,600.5946,-128.73386699999992
0.2729278999613598,-0.0008741100000000113,599.601,-128.73386699999992
0.3177502999897115,-0.0010518960000000105,600.5946,-126.7450061999998
0.36224839999340475,-0.0008741100000000113,600.5946,-128.73386699999992
0.4074063999578357,-0.0006963239999999982,599.601,-126.7450061999998
0.49731369997607544,-0.0010518960000000105,601.5882,-130.72272780000003
0.542173299996648,-0.0008741100000000113,600.5946,-126.7450061999998
0.5871323999599554,-0.0012296820000000236,601.5882,-130.72272780000003
0.6322982999845408,-0.0010518960000000105,600.5946,-126.7450061999998
0.6774330000043847,-0.0006963239999999982,599.601,-126.7450061999998
0.7249884000048041,-0.0010518960000000105,600.5946,-126.7450061999998
0.7674956999835558,-0.0008741100000000113,599.601,-128.73386699999992
0.8130354000022635,-0.0010518960000000105,600.5946,-126.7450061999998
0.8571844999678433,-0.0008741100000000113,600.5946,-126.7450061999998
0.9496345999650657,-0.0008741100000000113,599.601,-126.7450061999998
0.9923802000121213,-0.0010518960000000105,599.601,-126.7450061999998
1.0375308999791741,-0.0003407520000000136,600.5946,-128.73386699999992
1.08296769997105,-0.0006963239999999982,602.5818,-132.7115885999999
1.1274094000109471,-0.0008741100000000113,600.5946,-132.7115885999999
1.1725027000065893,-0.0012296820000000236,600.5946,-130.72272780000003
1.2173197999945842,-0.0010518960000000105,600.5946,-114.81184139999982
1.2624824999948032,-0.0010518960000000105,602.5818,-100.88981579999995
1.3073410000069998,-0.0010518960000000105,601.5882,-94.92323339999984
1.3973464000155218,-0.0008741100000000113,601.5882,-90.94551179999985
1.4877368999877945,-0.0008741100000000113,601.5882,-88.95665099999997
1.5006618999759667,-0.0012296820000000236,602.5818,-71.05690379999987
1.5334632999729365,-0.0010518960000000105,602.5818,-75.0346254000001
1.5778092999826185,-0.0010518960000000105,603.5754000000001,-59.12373899999989
1.623311300005298,-0.0012296820000000236,603.5754000000001,-53.15715660000001
1.667508699989412,-0.0010518960000000105,603.5754000000001,-45.20171340000002
1.7126677999622189,-0.0010518960000000105,603.5754000000001,-25.313105399999813
1.764743699983228,-0.0008741100000000113,601.5882,-23.32424459999993
1.848253800009843,-0.0012296820000000236,604.5690000000001,-13.379940599999827
1.8928241999819875,-0.0010518960000000105,604.5690000000001,-11.391079799999943
1.9376966999843717,-0.0005185379999999989,603.5754000000001,0.5420850000000428
1.988278699980583,-0.0008741100000000113,604.5690000000001,0.5420850000000428
2.0279879000154324,-0.0006963239999999982,604.5690000000001,18.441832200000135
2.072549299977254,-0.0012296820000000236,603.5754000000001,16.452971400000024
2.117382499971427,-0.0010518960000000105,603.5754000000001,34.35271860000012
2.162615299981553,-0.0010518960000000105,602.5818,42.30816180000011
2.207559200003743,-0.0010518960000000105,601.5882,56.23018739999998
2.29740669997409,-0.0010518960000000105,601.5882,58.21904820000009
2.342529099958483,-0.0010518960000000105,599.601,62.196769799999856
2.3874672999954782,-0.0008741100000000113,599.601,76.11879540000018
2.433339099981822,-0.0008741100000000113,597.6138000000001,78.10765620000006
2.4774440999608487,-0.0006963239999999982,594.633,94.01854260000005
2.5231034999596886,-0.0006963239999999982,591.6522000000001,92.02968179999993
2.5717345000011846,-0.0008741100000000113,588.6714000000001,105.95170740000003
2.6130908000050113,-0.0006963239999999982,583.7034000000001,119.8737329999999
2.6574507000041194,-0.0012296820000000236,575.7546000000001,123.85145460000012
2.7483032000018284,-0.0008741100000000113,569.793,137.7734802
2.798239999974612,-0.0010518960000000105,558.8634000000001,137.7734802
2.8376826999592595,-0.0008741100000000113,547.9338,153.68436659999998
2.8875201999908313,-0.0006963239999999982,535.017,153.68436659999998
2.928157399990596,-0.0006963239999999982,520.113,167.60639220000007
2.973481199995149,-0.0008741100000000113,501.2346,171.58411380000007
3.0176503999973647,-0.0010518960000000105,480.36899999999997,185.50613939999994
3.063645699992776,-0.0008741100000000113,450.561,201.41702580000015
3.107759599981364,-0.0010518960000000105,418.7658,199.42816500000004
3.1990987999597564,-0.0010518960000000105,379.0218,209.3724689999999
3.243278799986001,-0.0008741100000000113,341.265,215.33905140000002
3.288187599973753,-0.0008741100000000113,329.3418,229.2610770000001
3.3328306999756023,-0.0008741100000000113,330.3354,225.28335540000012
3.377290799980983,-0.0010518960000000105,331.329,245.17196339999987
3.4226928999996744,-0.0006963239999999982,331.329,245.17196339999987
3.468203899974469,-0.0010518960000000105,333.3162,259.0939890000002
3.513732999970671,-0.0008741100000000113,330.3354,273.01601460000006
3.55798829998821,-0.0010518960000000105,330.3354,278.98259699999994
3.647584399965126,-0.0010518960000000105,332.32259999999997,286.93804019999993
3.6926390000153333,-0.0008741100000000113,331.329,292.90462260000004
3.738140299974475,-0.0008741100000000113,329.3418,304.8377874
3.7829043999663554,-0.0008741100000000113,332.32259999999997,302.84892660000014
3.827695499989204,-0.0008741100000000113,332.32259999999997,320.7486738
3.8735277999658138,-0.0006963239999999982,332.32259999999997,316.7709522
3.9173497000010684,-0.0006963239999999982,334.3098,332.6818386
3.9631427999702282,-0.0005185379999999989,333.3162,350.5815858000001
4.007430400000885,-0.0003407520000000136,330.3354,350.5815858000001
4.101014799962286,-0.0006963239999999982,331.329,362.51475060000007
4.142723099968862,-0.0003407520000000136,332.32259999999997,362.51475060000007
4.187454600003548,-0.00016296600000001438,331.329,378.42563700000005
4.232627599965781,-0.0003407520000000136,329.3418,378.42563700000005
4.277783999976236,-0.00016296600000001438,334.3098,396.32538420000014
4.323550699977204,0.00019260599999999795,334.3098,392.3476625999999
4.368115699966438,1.4819999999998723e-05,332.32259999999997,412.2362706000001
4.413512200000696,1.4819999999998723e-05,332.32259999999997,424.1694354000001
4.504497499961872,0.0005481779999999825,331.329,428.1471570000001
4.547999200003687,0.0009037499999999948,332.32259999999997,440.0803218000001
4.597609899996314,0.0014371079999999925,331.329,440.0803218000001
4.637944499962032,0.0021482519999999894,333.3162,452.0134866000001
4.6832265999983065,0.0030371819999999994,330.3354,455.9912082000001
4.742573599971365,0.005703972000000002,332.32259999999997,467.92437300000006
4.781676599988714,0.010326407999999995,329.3418,469.91323379999994
4.837917800003197,0.014948843999999989,335.3034,481.84639859999993
4.863733200007118,0.020637995999999992,331.329,499.7461458
4.954306099971291,0.025438218,332.32259999999997,501.73500660000013
4.999230099958368,0.028993937999999997,333.3162,511.6793106
5.042750799970236,0.032549657999999995,333.3162,509.6904498000001
5.088852299959399,0.035038662,329.3418,531.5679186000002
5.177629499987233,0.037705452,328.34819999999996,527.590197
5.19272930000443,0.03966109799999999,331.329,543.5010834000002
5.227836899983231,0.042327887999999994,331.329,543.5010834000002
5.267296599980909,0.044105748,329.3418,553.4453874000001
5.320113800000399,0.04801704,333.3162,573.3339954
5.412383099959698,0.050506044,332.32259999999997,571.3451345999999
5.449795499967877,0.05246168999999999,328.34819999999996,585.2671602
5.498052700015251,0.054772907999999995,331.329,585.2671602
5.542899399995804,0.056550767999999994,330.3354,601.1780466
5.582488899992313,0.059217558,329.3418,603.1669074000001
5.627275299979374,0.061350989999999994,332.32259999999997,617.088933
5.672821299987845,0.06312884999999999,331.329,621.0666546000002
5.717365799995605,0.06490671,331.329,632.9998194000002
5.762456099968404,0.067751286,333.3162,646.9218450000001
5.853253100009169,0.06935136,332.32259999999997,650.8995666000001
5.900206199963577,0.070418076,330.3354,666.8104530000003
5.947954499977641,0.07201815,332.32259999999997,662.8327314000001
5.987654700002167,0.073262652,334.3098,678.7436178000003
6.032449099991936,0.07468493999999999,332.32259999999997,682.7213394
6.077342799981125,0.07557386999999999,332.32259999999997,694.6545042
6.123100599972531,0.0764628,331.329,696.6433650000001
6.168236099998467,0.077173944,330.3354,708.5765298000001
6.212779599998612,0.07824065999999999,332.32259999999997,722.4985554
6.3024844999890774,0.07859623199999999,334.3098,728.4651377999999
6.34740749996854,0.078418446,330.3354,740.3983026000001
6.39275409997208,0.07859623199999999,330.3354,738.4094418
6.4379762999597006,0.07824065999999999,330.3354,752.3314674000007
6.483318699989468,0.07788508799999999,333.3162,758.2980498000002
6.527372299984563,0.07752951599999999,333.3162,770.2312146000004
