Time,ADC_Value,Offset
0.0,163.10399999999998,0.0194
0.10403530430375484,172.70399999999998,0.0204
0.20807060860750967,182.30399999999997,0.0215
0.3121059129112645,191.90399999999997,0.0226
0.41614121721501934,182.30399999999997,0.0217
0.5201765215187741,172.70399999999998,0.0205
0.624211825822529,163.10399999999998,0.0196
0.7282471301262838,153.504,0.0183
0.8322824344300387,143.928,0.0173
0.9363177387337935,134.328,0.0162
1.0403530430375483,124.728,0.0153
1.1443883473413032,115.128,0.0142
1.248423651645058,105.55199999999999,0.013
1.352458955948813,95.95199999999998,0.012
1.4564942602525677,86.35199999999999,0.011
1.5605295645563226,76.752,0.0099
1.6645648688600774,67.152,0.0089
1.7686001731638321,57.57599999999999,0.0079
1.872635477467587,47.97599999999999,0.0068
1.9766707817713418,38.376,0.0057
2.0807060860750966,28.776,0.0047
2.1847413903788517,19.2,0.0034
2.2887766946826065,9.6,0.0027
2.392811998986361,0.0,0.0017
2.496847303290116,9.6,0.0026
2.6008826075938707,19.2,0.0039
2.704917911897626,28.776,0.0047
2.8089532162013806,38.376,0.0058
2.9129885205051353,47.97599999999999,0.0068
3.01702382480889,57.57599999999999,0.0079
3.1210591291126453,67.152,0.0087
3.2250944334164,76.752,0.0099
3.3291297377201547,86.35199999999999,0.0109
3.4331650420239095,95.95199999999998,0.0119
3.5372003463276642,105.55199999999999,0.0131
3.6412356506314194,115.128,0.0141
3.745270954935174,124.728,0.0151
3.849306259238929,134.328,0.0163
3.9533415635426836,143.928,0.0173
4.057376867846439,153.504,0.0184
4.161412172150193,163.10399999999998,0.0194
4.265447476453948,172.70399999999998,0.0204
4.3694827807577035,182.30399999999997,0.0218
4.473518085061458,191.90399999999997,0.0227
4.577553389365213,182.30399999999997,0.0216
4.681588693668967,172.70399999999998,0.0204
4.785623997972722,163.10399999999998,0.0194
4.889659302276478,153.504,0.0184
4.993694606580232,143.928,0.0174
5.097729910883987,134.328,0.0163
5.201765215187741,124.728,0.0153
5.305800519491497,115.128,0.014
5.409835823795252,105.55199999999999,0.0131
5.513871128099006,95.95199999999998,0.012
5.617906432402761,86.35199999999999,0.011
5.721941736706516,76.752,0.0099
5.825977041010271,67.152,0.0089
5.930012345314026,57.57599999999999,0.0079
6.03404764961778,47.97599999999999,0.0068
6.138082953921535,38.376,0.0057
6.2421182582252905,28.776,0.0047
6.346153562529045,19.2,0.0037
6.4501888668328,9.6,0.0025
6.554224171136554,0.0,0.0016
6.6582594754403095,9.6,0.0024
6.762294779744065,19.2,0.0038
6.866330084047819,28.776,0.0047
6.970365388351574,38.376,0.0056
7.0744006926553284,47.97599999999999,0.0068
7.178435996959084,57.57599999999999,0.0078
7.282471301262839,67.152,0.0088
7.386506605566593,76.752,0.01
7.490541909870348,86.35199999999999,0.0109
7.594577214174103,95.95199999999998,0.012
7.698612518477858,105.55199999999999,0.0132
7.802647822781613,115.128,0.0142
7.906683127085367,124.728,0.0152
8.010718431389122,134.328,0.0161
8.114753735692878,143.928,0.0172
8.218789039996633,153.504,0.0181
8.322824344300386,163.10399999999998,0.0194
8.426859648604141,172.70399999999998,0.0203
8.530894952907897,182.30399999999997,0.0215
8.634930257211652,191.90399999999997,0.0224
8.738965561515407,182.30399999999997,0.0215
8.84300086581916,172.70399999999998,0.0204
8.947036170122916,163.10399999999998,0.0195
9.05107147442667,153.504,0.0186
9.155106778730426,143.928,0.0174
9.259142083034181,134.328,0.0161
9.363177387337934,124.728,0.0152
9.46721269164169,115.128,0.0142
9.571247995945445,105.55199999999999,0.0131
9.6752833002492,95.95199999999998,0.0119
9.779318604552955,86.35199999999999,0.011
9.883353908856709,76.752,0.01
9.987389213160464,67.152,0.0089
10.091424517464219,57.57599999999999,0.0078
10.195459821767974,47.97599999999999,0.0067
10.29949512607173,38.376,0.0057
10.403530430375483,28.776,0.0048
10.507565734679238,19.2,0.0035
10.611601038982993,9.6,0.0025
10.715636343286748,0.0,0.0018
10.819671647590503,9.6,0.0024
10.923706951894257,19.2,0.0036
11.027742256198012,28.776,0.0047
11.131777560501767,38.376,0.0055
11.235812864805522,47.97599999999999,0.0069
11.339848169109278,57.57599999999999,0.0078
11.443883473413033,67.152,0.0089
11.547918777716786,76.752,0.0098
11.651954082020541,86.35199999999999,0.0108
11.755989386324297,95.95199999999998,0.0119
11.860024690628052,105.55199999999999,0.0129
