Time,ADC_Value,Offset
0.0,400.39,0.1481
0.07127426862716675,405.27,0.1482
0.1425485372543335,410.16,0.1481
0.21382280588150027,415.04,0.1482
0.285097074508667,419.92,0.1481
0.35637134313583374,424.8,0.1482
0.42764561176300053,429.69,0.1481
0.49891988039016727,434.57,0.1482
0.570194149017334,439.45,0.1482
0.6414684176445008,444.34,0.1483
0.7127426862716675,449.22,0.148
0.7840169548988343,454.1,0.1481
0.8552912235260011,458.98,0.1482
0.9265654921531677,463.87,0.1482
0.9978397607803345,468.75,0.1482
1.0691140294075012,473.63,0.1482
1.140388298034668,478.52,0.1481
1.2116625666618348,483.4,0.1481
1.2829368352890016,488.28,0.1481
1.3542111039161682,493.16,0.1481
1.425485372543335,498.05,0.1482
1.4967596411705018,502.93,0.1482
1.5680339097976685,507.81,0.1481
1.6393081784248353,512.7,0.1481
1.7105824470520021,517.58,0.1481
1.7818567156791687,522.46,0.1481
1.8531309843063355,527.34,0.1482
1.9244052529335023,532.23,0.1481
1.995679521560669,537.11,0.1483
2.066953790187836,541.99,0.1481
2.1382280588150024,546.88,0.1481
2.2095023274421695,551.76,0.1481
2.280776596069336,556.64,0.1482
2.3520508646965026,561.52,0.1482
2.4233251333236696,566.41,0.1482
2.494599401950836,571.29,0.1482
2.565873670578003,576.17,0.1482
2.6371479392051698,581.05,0.1482
2.7084222078323363,585.94,0.1481
2.7796964764595034,590.82,0.1481
2.85097074508667,595.7,0.1481
2.922245013713837,600.59,0.1481
2.9935192823410035,605.47,0.1482
3.06479355096817,610.35,0.1481
3.136067819595337,615.23,0.1482
3.2073420882225037,620.12,0.1482
3.2786163568496707,625.0,0.1481
3.3498906254768372,629.88,0.1481
3.4211648941040043,634.77,0.1482
3.492439162731171,639.65,0.1482
3.5637134313583374,644.53,0.1481
3.6349876999855044,649.41,0.1483
3.706261968612671,654.3,0.1481
3.777536237239838,659.18,0.1481
3.8488105058670046,664.06,0.1481
3.920084774494171,668.95,0.1481
3.991359043121338,673.83,0.1481
4.062633311748505,678.71,0.1482
4.133907580375672,683.59,0.1482
4.205181849002838,688.48,0.1481
4.276456117630005,693.36,0.1482
4.3477303862571715,698.24,0.1482
4.419004654884339,703.12,0.1481
