Time,ADC_Value,Offset
0.0,95.95199999999998,0.1247
0.10462289713741688,86.35199999999999,0.1247
0.20924579427483375,76.752,0.1247
0.3138686914122506,67.152,0.1248
0.4184915885496675,57.57599999999999,0.1248
0.5231144856870844,47.97599999999999,0.1249
0.6277373828245012,38.376,0.1248
0.7323602799619181,28.776,0.1247
0.836983177099335,19.2,0.1248
0.9416060742367519,9.6,0.1247
1.0462289713741688,0.0,0.1248
1.1508518685115856,9.6,0.1247
1.2554747656490024,19.2,0.1248
1.3600976627864194,28.776,0.1248
1.4647205599238362,38.376,0.1247
1.5693434570612532,47.97599999999999,0.1247
1.67396635419867,57.57599999999999,0.1247
1.7785892513360868,67.152,0.1247
1.8832121484735038,76.752,0.1247
1.9878350456109206,86.35199999999999,0.1248
2.0924579427483376,95.95199999999998,0.1247
2.1970808398857544,105.55199999999999,0.1247
2.301703737023171,115.128,0.1248
2.406326634160588,124.728,0.1247
2.510949531298005,134.328,0.1247
2.615572428435422,143.928,0.1247
2.720195325572839,153.504,0.1247
2.8248182227102556,163.10399999999998,0.1247
2.9294411198476724,172.70399999999998,0.1247
3.034064016985089,182.30399999999997,0.1247
3.1386869141225064,191.90399999999997,0.1246
3.2433098112599232,182.30399999999997,0.1247
3.34793270839734,172.70399999999998,0.1248
3.452555605534757,163.10399999999998,0.1246
3.5571785026721736,153.504,0.1247
3.661801399809591,143.928,0.1248
3.7664242969470076,134.328,0.1246
3.8710471940844244,124.728,0.1246
3.9756700912218412,115.128,0.1247
4.0802929883592585,105.55199999999999,0.1247
4.184915885496675,95.95199999999998,0.1248
4.289538782634092,86.35199999999999,0.1248
4.394161679771509,76.752,0.1247
4.498784576908926,67.152,0.1248
4.603407474046342,57.57599999999999,0.1247
4.708030371183759,47.97599999999999,0.1247
4.812653268321176,38.376,0.1248
4.917276165458593,28.776,0.1248
5.02189906259601,19.2,0.1248
5.126521959733427,9.6,0.1248
5.231144856870844,0.0,0.1248
5.335767754008261,9.6,0.1247
5.440390651145678,19.2,0.1248
5.5450135482830945,28.776,0.1248
5.649636445420511,38.376,0.1247
5.754259342557928,47.97599999999999,0.1247
5.858882239695345,57.57599999999999,0.1247
5.963505136832762,67.152,0.1247
6.068128033970178,76.752,0.1247
6.172750931107596,86.35199999999999,0.1247
6.277373828245013,95.95199999999998,0.1247
6.38199672538243,105.55199999999999,0.1247
6.4866196225198465,115.128,0.1247
6.591242519657263,124.728,0.1248
6.69586541679468,134.328,0.1246
6.800488313932097,143.928,0.1247
6.905111211069514,153.504,0.1247
7.00973410820693,163.10399999999998,0.1247
7.114357005344347,172.70399999999998,0.1247
7.218979902481764,182.30399999999997,0.1247
7.323602799619182,191.90399999999997,0.1248
7.4282256967565985,182.30399999999997,0.1247
7.532848593894015,172.70399999999998,0.1247
7.637471491031432,163.10399999999998,0.0194
7.742094388168849,153.504,0.018
7.846717285306266,143.928,0.0171
7.9513401824436825,134.328,0.0162
8.0559630795811,124.728,0.0152
8.160585976718517,115.128,0.0141
8.265208873855933,105.55199999999999,0.013
8.36983177099335,95.95199999999998,0.0118
8.474454668130766,86.35199999999999,0.0107
8.579077565268184,76.752,0.0098
8.6837004624056,67.152,0.0086
8.788323359543018,57.57599999999999,0.0079
8.892946256680434,47.97599999999999,0.0067
8.997569153817851,38.376,0.0058
9.102192050955269,28.776,0.0048
9.206814948092685,19.2,0.0036
9.311437845230103,9.6,0.0026
