Time,ADC_Value,Offset
0.0,1088.87,906
0.07096597165037684,1093.75,914
0.14193194330075368,1098.63,916
0.21289791495113053,1103.52,920
0.28386388660150735,1108.4,927
0.3548298582518842,1113.28,926
0.42579582990226106,1118.16,937
0.4967618015526379,1123.05,933
0.5677277732030147,1118.16,945
0.6386937448533916,1113.28,934
0.7096597165037684,1108.4,936
0.7806256881541452,1103.52,926
0.8515916598045221,1098.63,926
0.9225576314548989,1093.75,918
0.9935236031052758,1088.87,917
1.0644895747556526,1083.98,912
1.1354555464060294,1079.1,906
1.2064215180564062,1074.22,906
1.2773874897067832,1069.34,898
1.34835346135716,1064.45,898
1.4193194330075367,1059.57,887
1.4902854046579137,1054.69,891
1.5612513763082905,1049.8,881
1.6322173479586672,1044.92,883
1.7031833196090442,1040.04,875
1.774149291259421,1035.16,874
1.8451152629097978,1030.27,867
1.9160812345601745,1025.39,865
1.9870472062105515,1020.51,861
2.0580131778609285,1015.62,855
2.1289791495113053,1010.74,855
2.199945121161682,1005.86,845
2.270911092812059,1000.98,847
2.3418770644624356,996.09,836
2.4128430361128124,991.21,839
2.483809007763189,986.33,828
2.5547749794135663,981.45,830
2.625740951063943,976.56,821
2.69670692271432,971.68,820
2.7676728943646967,966.8,815
2.8386388660150734,961.91,810
2.90960483766545,957.03,808
2.9805708093158274,952.15,801
3.051536780966204,947.27,801
3.122502752616581,942.38,792
3.1934687242669577,937.5,793
3.2644346959173345,932.62,783
3.3354006675677113,927.73,785
3.4063666392180885,922.85,774
3.4773326108684652,917.97,776
3.548298582518842,913.09,767
3.6192645541692188,908.2,767
3.6902305258195955,903.32,760
3.7611964974699723,898.44,758
3.832162469120349,893.55,755
3.9031284407707263,888.67,748
3.974094412421103,883.79,747
4.04506038407148,878.91,739
4.116026355721857,874.02,740
4.186992327372233,869.14,730
4.257958299022611,864.26,732
4.328924270672987,859.38,722
4.399890242323364,854.49,722
4.4708562139737404,849.61,715
4.541822185624118,844.73,714
4.612788157274495,839.84,707
4.683754128924871,834.96,705
4.754720100575248,830.08,701
4.825686072225625,825.2,696
4.896652043876002,820.31,694
4.967618015526378,815.43,686
5.0385839871767555,810.55,686
5.109549958827133,805.66,678
5.180515930477509,800.78,679
5.251481902127886,795.9,669
5.322447873778263,791.02,670
5.39341384542864,786.13,662
5.464379817079017,781.25,661
5.535345788729393,776.37,654
5.6063117603797705,771.48,653
5.677277732030147,766.6,648
5.748243703680524,761.72,643
5.8192096753309,756.84,641
5.890175646981278,751.95,634
5.961141618631655,747.07,633
6.032107590282031,742.19,625
6.103073561932408,737.3,626
6.174039533582785,732.42,616
6.245005505233162,727.54,618
6.315971476883538,722.66,609
6.386937448533915,717.77,608
6.457903420184293,712.89,602
6.528869391834669,708.01,600
6.599835363485046,703.12,594
6.6708013351354225,698.24,591
6.7417673067858,693.36,587
6.812733278436177,688.48,582
6.883699250086553,683.59,580
6.9546652217369305,678.71,573
7.025631193387307,673.83,573
7.096597165037684,668.95,564
7.16756313668806,664.06,565
7.2385291083384375,659.18,556
7.309495079988815,654.3,556
7.380461051639191,649.41,549
7.451427023289568,644.53,547
7.522392994939945,639.65,541
7.593358966590322,634.77,539
7.664324938240698,629.88,535
7.735290909891075,625.0,529
7.806256881541453,620.12,527
7.877222853191829,615.23,520
7.948188824842206,610.35,520
8.019154796492582,605.47,512
8.09012076814296,600.59,512
8.161086739793337,595.7,504
8.232052711443714,590.82,504
8.30301868309409,585.94,498
8.373984654744467,581.05,495
8.444950626394844,576.17,489
8.515916598045221,571.29,486
8.586882569695597,566.41,481
8.657848541345974,561.52,478
8.728814512996351,556.64,474
8.799780484646728,551.76,469
8.870746456297105,546.88,466
8.941712427947481,541.99,460
9.012678399597858,537.11,459
