Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),
18698000,-0.000518538,488.3178,-27.3019662,37000
18735000,-0.000340752,489.3114,-11.3910798,37000
18772000,-0.000340752,489.3114,-11.3910798,34000
18806000,-0.000340752,486.3306,-9.402219,33000
18839000,-0.000162966,489.3114,-11.3910798,34000
18873000,-0.000340752,489.3114,-9.402219,33000
18906000,-0.000340752,486.3306,-13.3799406,34000
18940000,-0.000340752,489.3114,-11.3910798,33000
18973000,-0.000518538,489.3114,-13.3799406,34000
19007000,-0.000162966,487.3242,-13.3799406,33000
19040000,-0.000696324,487.3242,-11.3910798,34000
19074000,-0.000340752,489.3114,-13.3799406,33000
19107000,-0.000340752,487.3242,-13.3799406,34000
19141000,-0.000162966,489.3114,-11.3910798,34000
19175000,-0.000696324,490.305,-13.3799406,33000
19208000,-0.000340752,488.3178,-11.3910798,34000
19242000,-0.000340752,488.3178,-13.3799406,33000
19275000,-0.000340752,491.2986,-9.402219,37000
19312000,-0.000696324,492.2922,4.5198066,37000
19349000,-0.000518538,488.3178,0.542085,33000
19382000,-0.000340752,488.3178,2.5309458,34000
19416000,-0.000696324,490.305,2.5309458,33000
19449000,-0.000340752,489.3114,4.5198066,34000
19483000,-0.000340752,487.3242,4.5198066,34000
19517000,-0.000162966,490.305,0.542085,33000
19550000,-0.000340752,489.3114,4.5198066,33000
19583000,-0.000162966,489.3114,2.5309458,34000
19617000,-0.000518538,490.305,4.5198066,33000
19650000,-0.000162966,489.3114,0.542085,34000
19684000,-0.000340752,488.3178,2.5309458,34000
19718000,-0.000340752,490.305,2.5309458,33000
19751000,-0.000518538,490.305,2.5309458,34000
19785000,-0.000340752,488.3178,2.5309458,33000
19818000,-0.000340752,490.305,4.5198066,34000
19852000,-0.000340752,490.305,2.5309458,36000
19888000,-0.000162966,492.2922,18.4418322,37000
19925000,-0.000340752,489.3114,16.4529714,34000
19959000,-0.000518538,492.2922,20.430693,33000
19992000,-0.000518538,492.2922,22.4195538,34000
20026000,-0.000162966,490.305,18.4418322,33000
20059000,-0.000518538,491.2986,18.4418322,34000
20093000,-0.000340752,492.2922,20.430693,33000
20126000,-0.000162966,490.305,18.4418322,34000
20160000,-0.000340752,491.2986,20.430693,34000
20194000,-0.000518538,492.2922,16.4529714,33000
20227000,-0.000340752,491.2986,18.4418322,34000
20261000,-0.000162966,490.305,20.430693,33000
20294000,-0.000162966,491.2986,18.4418322,34000
20328000,-0.000696324,490.305,18.4418322,33000
20361000,1.48E-05,489.3114,20.430693,34000
20395000,-0.000162966,492.2922,18.4418322,33000
20428000,-0.000340752,490.305,20.430693,37000
20465000,-0.000162966,491.2986,32.3638578,37000
20502000,-0.000162966,490.305,34.3527186,34000
20536000,-0.000340752,493.2858,32.3638578,33000
20569000,-0.000162966,491.2986,30.374997,34000
20603000,-0.000162966,490.305,34.3527186,33000
20636000,1.48E-05,492.2922,34.3527186,34000
20670000,-0.000340752,492.2922,32.3638578,33000
20703000,-0.000518538,491.2986,30.374997,34000
20737000,1.48E-05,492.2922,34.3527186,33000
20770000,-0.000518538,492.2922,34.3527186,34000
20804000,-0.000340752,491.2986,30.374997,33000
20837000,-0.000340752,492.2922,34.3527186,34000
20871000,-0.000518538,492.2922,30.374997,33000
20904000,-0.000518538,490.305,30.374997,34000
20938000,-0.000162966,493.2858,32.3638578,34000
20972000,-0.000162966,492.2922,34.3527186,33000
21005000,-0.000162966,491.2986,32.3638578,34000
21039000,-0.000162966,491.2986,32.3638578,36000
21075000,-0.000162966,493.2858,48.2747442,38000
21113000,-0.000162966,494.2794,48.2747442,33000
21146000,-0.000340752,491.2986,44.2970226,34000
21180000,-0.000340752,492.2922,48.2747442,33000
21213000,-0.000340752,496.2666,48.2747442,33000
21246000,1.48E-05,492.2922,48.2747442,34000
21280000,-0.000162966,491.2986,48.2747442,33000
21313000,-0.000340752,494.2794,46.2858834,34000
21347000,-0.000340752,493.2858,48.2747442,34000
21381000,-0.000162966,493.2858,46.2858834,33000
21414000,-0.000162966,493.2858,48.2747442,34000
21448000,-0.000518538,491.2986,44.2970226,33000
21481000,-0.000518538,492.2922,46.2858834,34000
21515000,-0.000162966,495.273,48.2747442,33000
21548000,-0.000162966,493.2858,48.2747442,34000
21582000,-0.000340752,490.305,48.2747442,33000
21615000,-0.000340752,494.2794,48.2747442,37000
21652000,-0.000340752,495.273,62.1967698,37000
21689000,-0.000340752,495.273,64.1856306,34000
21723000,-0.000340752,492.2922,62.1967698,33000
21756000,1.48E-05,494.2794,62.1967698,34000
21790000,-0.000518538,493.2858,62.1967698,33000
21823000,-0.000518538,491.2986,62.1967698,34000
21857000,-0.000162966,493.2858,64.1856306,33000
21890000,-0.000340752,494.2794,60.207909,34000
21924000,-0.000340752,493.2858,62.1967698,33000
21957000,-0.000340752,494.2794,62.1967698,34000
21991000,-0.000162966,495.273,62.1967698,33000
22024000,-0.000162966,492.2922,66.1744914,34000
22058000,-0.000340752,494.2794,64.1856306,34000
22092000,-0.000340752,494.2794,60.207909,33000
22125000,-0.000518538,492.2922,64.1856306,34000
22159000,-0.000518538,495.273,62.1967698,33000
22192000,-0.000518538,495.273,64.1856306,37000
22229000,-0.000696324,495.273,80.096517,37000
22266000,-0.000340752,493.2858,78.1076562,33000
22299000,1.48E-05,493.2858,76.1187954,34000
22333000,-0.000340752,495.273,76.1187954,33000
22366000,-0.000518538,494.2794,78.1076562,34000
22400000,-0.000162966,494.2794,74.1299346,33000
22433000,-0.000518538,496.2666,76.1187954,34000
22467000,-0.000162966,495.273,78.1076562,33000
22500000,-0.000162966,494.2794,78.1076562,34000
22534000,-0.000340752,496.2666,76.1187954,33000
22567000,-0.000518538,494.2794,78.1076562,34000
22601000,-0.000162966,494.2794,80.096517,34000
22635000,-0.000340752,496.2666,76.1187954,33000
22668000,-0.000340752,493.2858,78.1076562,34000
22702000,-0.000696324,494.2794,78.1076562,33000
22735000,-0.000340752,496.2666,78.1076562,34000
22769000,-0.000162966,494.2794,80.096517,36000
22805000,-0.000518538,496.2666,94.0185426,37000
22842000,-0.000162966,494.2794,94.0185426,34000
22876000,-0.000340752,495.273,92.0296818,34000
22910000,-0.000518538,496.2666,92.0296818,33000
22943000,-0.000162966,492.2922,92.0296818,34000
22977000,-0.000162966,497.2602,92.0296818,33000
23010000,-0.000518538,496.2666,94.0185426,34000
23044000,-0.000162966,493.2858,94.0185426,33000
23077000,-0.000162966,496.2666,94.0185426,34000
23111000,-0.000518538,496.2666,92.0296818,33000
23144000,1.48E-05,493.2858,90.040821,34000
23178000,-0.000340752,496.2666,94.0185426,33000
23211000,-0.000162966,496.2666,92.0296818,34000
23245000,1.48E-05,495.273,94.0185426,33000
23278000,-0.000340752,495.273,96.0074034,34000
23312000,-0.000518538,497.2602,92.0296818,34000
23346000,1.48E-05,495.273,90.040821,33000
23379000,-0.000518538,493.2858,92.0296818,37000
23416000,-0.000162966,496.2666,105.9517074,37000
23453000,1.48E-05,497.2602,109.929429,34000
23487000,-0.000162966,494.2794,103.9628466,33000
23520000,-0.000162966,496.2666,105.9517074,34000
23554000,-0.000162966,499.2474,107.9405682,33000
23587000,-0.000340752,494.2794,105.9517074,34000
23621000,-0.000340752,496.2666,107.9405682,33000
23654000,-0.000518538,497.2602,109.929429,34000
23688000,-0.000518538,496.2666,107.9405682,33000
23721000,-0.000340752,495.273,107.9405682,34000
23755000,-0.000340752,497.2602,105.9517074,33000
23788000,-0.000518538,497.2602,107.9405682,34000
23822000,-0.000518538,494.2794,105.9517074,33000
23855000,-0.000340752,497.2602,109.929429,34000
23889000,-0.000340752,496.2666,105.9517074,33000
23922000,1.48E-05,494.2794,107.9405682,34000
23956000,-0.000162966,498.2538,107.9405682,37000
23993000,-0.000162966,499.2474,123.8514546,37000
24030000,-0.000162966,497.2602,119.873733,33000
24063000,-0.000162966,494.2794,121.8625938,34000
24097000,-0.000340752,497.2602,121.8625938,33000
24130000,-0.000340752,497.2602,121.8625938,34000
24164000,1.48E-05,496.2666,123.8514546,33000
24197000,-0.000340752,497.2602,121.8625938,34000
24231000,-0.000518538,497.2602,123.8514546,33000
24264000,-0.000340752,496.2666,121.8625938,34000
24298000,-0.000340752,497.2602,123.8514546,33000
24331000,-0.000162966,499.2474,123.8514546,34000
24365000,-0.000518538,496.2666,123.8514546,34000
24399000,-0.000340752,497.2602,121.8625938,33000
24432000,-0.000518538,498.2538,123.8514546,34000
24466000,-0.000340752,496.2666,121.8625938,33000
24499000,-0.000162966,496.2666,121.8625938,34000
24533000,-0.000340752,499.2474,119.873733,36000
24569000,-0.000518538,498.2538,139.762341,37000
24606000,-0.000340752,496.2666,137.7734802,34000
24640000,-0.000340752,496.2666,133.7957586,33000
24673000,-0.000340752,500.241,137.7734802,34000
24707000,1.48E-05,498.2538,137.7734802,34000
24741000,-0.000162966,496.2666,139.762341,33000
24774000,-0.000340752,498.2538,135.7846194,34000
24808000,1.48E-05,498.2538,135.7846194,33000
24841000,-0.000518538,495.273,137.7734802,34000
24875000,-0.000162966,498.2538,137.7734802,33000
24908000,-0.000340752,500.241,137.7734802,34000
24942000,-0.000340752,495.273,135.7846194,33000
24975000,-0.000518538,499.2474,137.7734802,34000
25009000,-0.000340752,497.2602,137.7734802,33000
25042000,-0.000696324,496.2666,139.762341,34000
25076000,-0.000696324,498.2538,137.7734802,33000
25109000,-0.000340752,499.2474,137.7734802,37000
25146000,-0.000518538,499.2474,153.6843666,37000
25183000,-0.000340752,496.2666,147.7177842,34000
25217000,-0.000518538,498.2538,149.706645,33000
25250000,-0.000518538,499.2474,153.6843666,34000
25284000,-0.000162966,497.2602,151.6955058,33000
25317000,-0.000162966,499.2474,153.6843666,34000
25351000,-0.000340752,500.241,151.6955058,33000
25384000,-0.000340752,497.2602,151.6955058,34000
25418000,-0.000340752,497.2602,153.6843666,33000
25451000,-0.000162966,500.241,151.6955058,34000
25485000,-0.000162966,498.2538,149.706645,34000
25519000,-0.000162966,498.2538,151.6955058,33000
25552000,-0.000162966,499.2474,151.6955058,34000
25586000,-0.000340752,497.2602,153.6843666,33000
25619000,-0.000340752,496.2666,151.6955058,34000
25653000,-0.000340752,501.2346,153.6843666,33000
25686000,-0.000518538,499.2474,155.6732274,34000
25720000,-0.000518538,497.2602,155.6732274,36000
25756000,-0.000340752,499.2474,169.595253,38000
25794000,-0.000518538,499.2474,169.595253,33000
25827000,-0.000340752,499.2474,165.6175314,34000
25861000,-0.000340752,497.2602,167.6063922,33000
25894000,-0.000162966,500.241,167.6063922,34000
25928000,-0.000340752,499.2474,169.595253,33000
25961000,-0.000340752,497.2602,165.6175314,34000
25995000,-0.000340752,499.2474,167.6063922,33000
26028000,-0.000518538,501.2346,169.595253,34000
26062000,-0.000162966,496.2666,169.595253,33000
26095000,-0.000162966,498.2538,167.6063922,34000
26129000,-0.000162966,499.2474,167.6063922,33000
26162000,-0.000518538,497.2602,169.595253,34000
26196000,-0.000340752,500.241,169.595253,34000
26230000,-0.000162966,501.2346,167.6063922,33000
26263000,-0.000162966,498.2538,167.6063922,34000
26297000,-0.000518538,500.241,165.6175314,36000
26333000,-0.000340752,499.2474,181.5284178,37000
26370000,-0.000340752,500.241,185.5061394,34000
26404000,-0.000162966,498.2538,183.5172786,33000
26437000,1.48E-05,499.2474,181.5284178,34000
26471000,-0.000518538,502.2282,181.5284178,33000
26504000,-0.000162966,498.2538,183.5172786,34000
26538000,-0.000518538,498.2538,181.5284178,33000
26571000,-0.000162966,501.2346,183.5172786,34000
26605000,-0.000162966,499.2474,183.5172786,34000
26639000,-0.000340752,498.2538,185.5061394,33000
26672000,1.48E-05,500.241,181.5284178,34000
26706000,-0.000340752,500.241,183.5172786,33000
26739000,-0.000518538,498.2538,181.5284178,34000
26773000,-0.000340752,501.2346,181.5284178,33000
26806000,-0.000162966,498.2538,183.5172786,34000
26840000,-0.000162966,498.2538,183.5172786,33000
26873000,-0.000340752,500.241,183.5172786,37000
26910000,-0.000340752,502.2282,197.4393042,37000
26947000,-0.000162966,500.241,197.4393042,33000
26980000,-0.000340752,498.2538,195.4504434,34000
27014000,-0.000340752,502.2282,197.4393042,33000
27047000,-0.000518538,500.241,197.4393042,34000
27081000,-0.000340752,499.2474,195.4504434,33000
27114000,-0.000340752,500.241,197.4393042,34000
27148000,-0.000340752,501.2346,195.4504434,33000
27181000,-0.000340752,497.2602,197.4393042,34000
27215000,-0.000162966,500.241,193.4615826,33000
27248000,-0.000340752,500.241,195.4504434,34000
27282000,-0.000162966,499.2474,199.428165,34000
27316000,1.48E-05,500.241,197.4393042,33000
27349000,-0.000162966,501.2346,195.4504434,34000
27383000,-0.000340752,498.2538,195.4504434,33000
27416000,-0.000696324,502.2282,195.4504434,34000
27450000,-0.000340752,501.2346,197.4393042,36000
27486000,-0.000340752,502.2282,213.3501906,37000
27523000,0.000192606,499.2474,211.3613298,34000
27557000,-0.000696324,501.2346,211.3613298,34000
27591000,-0.000162966,500.241,211.3613298,33000
27624000,-0.000162966,500.241,207.3836082,34000
27658000,-0.000518538,499.2474,209.372469,33000
27691000,-0.00087411,501.2346,211.3613298,34000
27725000,-0.000340752,501.2346,211.3613298,33000
27758000,-0.000340752,500.241,209.372469,34000
27792000,1.48E-05,502.2282,213.3501906,33000
27825000,-0.000340752,501.2346,213.3501906,34000
27859000,1.48E-05,499.2474,209.372469,33000
27892000,-0.000340752,501.2346,213.3501906,34000
27926000,-0.000518538,500.241,209.372469,33000
27959000,-0.000518538,498.2538,213.3501906,34000
27993000,-0.000518538,502.2282,211.3613298,34000
28027000,-0.000340752,500.241,213.3501906,33000
28060000,-0.000696324,499.2474,213.3501906,37000
28097000,-0.000162966,500.241,229.261077,37000
28134000,-0.000162966,502.2282,227.2722162,33000
28167000,-0.000518538,502.2282,227.2722162,34000
28201000,-0.000162966,500.241,225.2833554,34000
28235000,-0.000340752,501.2346,227.2722162,33000
28268000,-0.000340752,502.2282,229.261077,34000
28302000,-0.000162966,499.2474,225.2833554,33000
28335000,-0.000340752,500.241,229.261077,34000
28369000,-0.000696324,502.2282,227.2722162,33000
28402000,-0.000340752,499.2474,227.2722162,34000
28436000,-0.000696324,500.241,227.2722162,33000
28469000,-0.000162966,501.2346,227.2722162,34000
28503000,-0.000518538,501.2346,227.2722162,33000
28536000,-0.000518538,500.241,223.2944946,34000
28570000,1.48E-05,502.2282,227.2722162,33000
28603000,-0.000340752,500.241,225.2833554,34000
28637000,-0.000162966,501.2346,225.2833554,36000
28673000,-0.000162966,502.2282,243.1831026,38000
28711000,-0.000162966,502.2282,243.1831026,33000
28744000,-0.000340752,502.2282,241.1942418,34000
28778000,-0.000162966,500.241,243.1831026,33000
28811000,-0.000340752,503.2218,241.1942418,34000
28845000,-0.000518538,501.2346,241.1942418,33000
28878000,-0.000340752,501.2346,243.1831026,34000
28912000,-0.000696324,502.2282,245.1719634,33000
28945000,-0.000340752,500.241,245.1719634,34000
28979000,-0.000340752,499.2474,243.1831026,34000
29013000,-0.000340752,503.2218,239.205381,33000
29046000,-0.000518538,502.2282,241.1942418,34000
29080000,-0.000340752,500.241,239.205381,33000
29113000,-0.000162966,502.2282,239.205381,34000
29147000,-0.000162966,502.2282,241.1942418,33000
29180000,-0.000340752,499.2474,241.1942418,34000
29214000,-0.000340752,501.2346,243.1831026,36000
29250000,1.48E-05,504.2154,257.1051282,37000
29287000,-0.000340752,504.2154,259.093989,34000
29321000,-0.000162966,499.2474,259.093989,33000
29354000,-0.000340752,503.2218,257.1051282,34000
29388000,1.48E-05,502.2282,259.093989,34000
29422000,-0.000518538,500.241,255.1162674,33000
29455000,1.48E-05,502.2282,257.1051282,33000
29488000,-0.000162966,502.2282,259.093989,34000
29522000,-0.000162966,501.2346,257.1051282,34000
29556000,-0.000162966,501.2346,257.1051282,33000
29589000,-0.000340752,503.2218,261.0828498,34000
29623000,-0.000162966,501.2346,255.1162674,33000
29656000,-0.000340752,502.2282,259.093989,34000
29690000,-0.000162966,502.2282,259.093989,33000
29723000,-0.000518538,500.241,255.1162674,34000
29757000,-0.000340752,501.2346,255.1162674,33000
29790000,-0.000162966,503.2218,255.1162674,37000
29827000,-0.000340752,505.209,273.0160146,37000
29864000,1.48E-05,502.2282,271.0271538,33000
29897000,-0.000340752,502.2282,269.038293,34000
29931000,-0.000518538,504.2154,273.0160146,34000
29965000,-0.000518538,502.2282,271.0271538,33000
29998000,-0.000340752,501.2346,273.0160146,34000
30032000,-0.000340752,503.2218,271.0271538,33000
30065000,-0.000340752,503.2218,271.0271538,34000
30099000,-0.000518538,501.2346,269.038293,33000
30132000,-0.000340752,503.2218,271.0271538,34000
30166000,1.48E-05,502.2282,273.0160146,33000
30199000,-0.000162966,500.241,271.0271538,34000
30233000,-0.000340752,503.2218,269.038293,33000
30266000,-0.000340752,503.2218,271.0271538,34000
30300000,-0.000340752,499.2474,275.0048754,33000
30333000,-0.000340752,502.2282,273.0160146,34000
30367000,-0.000518538,504.2154,269.038293,33000
30400000,-0.001051896,503.2218,271.0271538,37000
30437000,-0.000340752,501.2346,288.926901,37000
30474000,-0.00087411,503.2218,288.926901,34000
30508000,-0.000162966,503.2218,286.9380402,33000
30541000,1.48E-05,501.2346,288.926901,34000
30575000,-0.000340752,502.2282,288.926901,33000
30608000,1.48E-05,504.2154,290.9157618,34000
30642000,-0.000162966,501.2346,290.9157618,33000
30675000,-0.000162966,503.2218,284.9491794,34000
30709000,-0.000162966,504.2154,288.926901,33000
30742000,-0.000340752,501.2346,288.926901,34000
30776000,-0.000340752,503.2218,286.9380402,33000
30809000,1.48E-05,504.2154,286.9380402,34000
30843000,-0.000340752,502.2282,286.9380402,33000
30876000,-0.000340752,502.2282,282.9603186,34000
30910000,-0.000340752,505.209,286.9380402,33000
30943000,-0.000518538,502.2282,288.926901,34000
30977000,-0.000340752,504.2154,288.926901,37000
31014000,-0.000340752,502.2282,302.8489266,37000
31051000,-0.000696324,504.2154,300.8600658,33000
31084000,-0.000340752,502.2282,304.8377874,34000
31118000,-0.000340752,502.2282,302.8489266,33000
31151000,-0.000162966,504.2154,300.8600658,34000
31185000,-0.000162966,504.2154,300.8600658,33000
31218000,-0.000162966,502.2282,300.8600658,34000
31252000,-0.000340752,504.2154,302.8489266,33000
31285000,-0.000340752,505.209,304.8377874,34000
31319000,-0.000340752,503.2218,304.8377874,33000
31352000,-0.000340752,504.2154,304.8377874,34000
31386000,-0.000518538,503.2218,302.8489266,34000
31420000,-0.000518538,502.2282,304.8377874,33000
31453000,-0.000518538,503.2218,304.8377874,34000
31487000,-0.000162966,505.209,298.871205,33000
31520000,-0.000696324,501.2346,302.8489266,34000
31554000,-0.000340752,502.2282,300.8600658,36000
31590000,-0.000162966,504.2154,316.7709522,37000
31627000,-0.000162966,505.209,320.7486738,34000
31661000,-0.000340752,503.2218,316.7709522,34000
31695000,-0.000518538,503.2218,318.759813,33000
31728000,-0.000340752,505.209,316.7709522,34000
31762000,-0.000162966,501.2346,318.759813,33000
31795000,-0.000518538,502.2282,316.7709522,34000
31829000,-0.000340752,504.2154,320.7486738,33000
31862000,-0.000162966,503.2218,318.759813,34000
31896000,-0.000518538,502.2282,316.7709522,33000
31929000,-0.000518538,504.2154,318.759813,34000
31963000,-0.000162966,502.2282,316.7709522,33000
31996000,-0.000340752,501.2346,314.7820914,34000
32030000,-0.000162966,504.2154,318.759813,33000
32063000,-0.000340752,503.2218,318.759813,34000
32097000,-0.000340752,502.2282,316.7709522,33000
32130000,-0.000518538,505.209,318.759813,37000
32167000,-0.000518538,504.2154,318.759813,37000
32204000,-0.000162966,505.209,314.7820914,34000
32238000,-0.000162966,502.2282,318.759813,33000
32271000,-0.000340752,505.209,316.7709522,34000
32305000,-0.000340752,503.2218,316.7709522,33000
32338000,1.48E-05,501.2346,314.7820914,34000
32372000,-0.000518538,504.2154,318.759813,33000
32405000,-0.000518538,505.209,320.7486738,34000
32439000,-0.000340752,502.2282,316.7709522,33000
32472000,-0.000340752,504.2154,316.7709522,34000
32506000,-0.000518538,503.2218,316.7709522,33000
32539000,-0.000162966,502.2282,316.7709522,34000
32573000,-0.000340752,504.2154,318.759813,33000
32606000,-0.000340752,505.209,316.7709522,34000
32640000,-0.000518538,503.2218,316.7709522,34000
32674000,-0.000162966,503.2218,316.7709522,33000
32707000,1.48E-05,505.209,320.7486738,34000
32741000,-0.000696324,503.2218,318.759813,36000
32777000,-0.000340752,503.2218,300.8600658,37000
32814000,-0.000162966,503.2218,300.8600658,34000
32848000,-0.000518538,506.2026,302.8489266,33000
32881000,-0.000162966,503.2218,300.8600658,34000
32915000,-0.000340752,503.2218,302.8489266,34000
32949000,-0.000340752,504.2154,300.8600658,33000
32982000,-0.000518538,503.2218,298.871205,34000
33016000,-0.000162966,503.2218,300.8600658,33000
33049000,-0.000518538,505.209,302.8489266,34000
33083000,-0.000518538,502.2282,302.8489266,33000
33116000,-0.000340752,502.2282,306.8266482,34000
33150000,-0.000518538,505.209,300.8600658,33000
33183000,-0.000518538,504.2154,304.8377874,34000
33217000,-0.000162966,501.2346,302.8489266,33000
33250000,-0.000162966,504.2154,302.8489266,34000
33284000,1.48E-05,506.2026,302.8489266,33000
33317000,-0.000340752,504.2154,302.8489266,37000
33354000,-0.000162966,504.2154,288.926901,37000
33391000,-0.000518538,504.2154,290.9157618,34000
33425000,-0.000518538,505.209,288.926901,33000
33458000,-0.000162966,503.2218,286.9380402,34000
33492000,-0.000340752,505.209,286.9380402,33000
33525000,-0.000162966,505.209,286.9380402,34000
33559000,-0.000162966,502.2282,286.9380402,33000
33592000,-0.000340752,503.2218,282.9603186,34000
33626000,-0.000162966,505.209,290.9157618,33000
33659000,-0.000696324,502.2282,282.9603186,34000
33693000,-0.000162966,503.2218,286.9380402,33000
33726000,-0.000518538,505.209,284.9491794,34000
33760000,-0.000162966,504.2154,286.9380402,33000
33793000,-0.000518538,504.2154,288.926901,34000
33827000,-0.000162966,506.2026,284.9491794,33000
33860000,-0.000340752,503.2218,288.926901,34000
33894000,-0.000518538,503.2218,290.9157618,36000
33930000,1.48E-05,504.2154,271.0271538,38000
33968000,1.48E-05,506.2026,271.0271538,33000
34001000,-0.000340752,505.209,271.0271538,34000
34035000,-0.000340752,504.2154,273.0160146,33000
34068000,-0.000162966,505.209,271.0271538,34000
34102000,-0.000162966,503.2218,269.038293,33000
34135000,-0.000162966,504.2154,273.0160146,34000
34169000,1.48E-05,507.1962,273.0160146,33000
34202000,-0.000340752,504.2154,271.0271538,34000
34236000,-0.000162966,504.2154,271.0271538,33000
34269000,-0.000162966,505.209,271.0271538,34000
34303000,-0.000340752,505.209,275.0048754,33000
34336000,-0.000162966,502.2282,273.0160146,34000
34370000,-0.000340752,506.2026,273.0160146,33000
34403000,-0.000162966,504.2154,271.0271538,34000
34437000,-0.000162966,502.2282,271.0271538,33000
34470000,-0.000162966,505.209,273.0160146,37000
34507000,-0.000162966,505.209,257.1051282,37000
34544000,-0.000696324,507.1962,257.1051282,34000
34578000,-0.000340752,503.2218,259.093989,33000
34611000,-0.000518538,505.209,259.093989,34000
34645000,-0.000340752,506.2026,257.1051282,33000
34678000,-0.000518538,503.2218,255.1162674,34000
34712000,-0.000340752,504.2154,259.093989,33000
34745000,-0.000518538,505.209,257.1051282,34000
34779000,-0.000162966,503.2218,257.1051282,33000
34812000,-0.000340752,504.2154,261.0828498,34000
34846000,-0.000340752,505.209,257.1051282,33000
34879000,-0.000340752,502.2282,257.1051282,34000
34913000,-0.000162966,504.2154,259.093989,33000
34946000,-0.000162966,504.2154,251.1385458,34000
34980000,0.000192606,502.2282,253.1274066,34000
35014000,1.48E-05,503.2218,251.1385458,34000
35048000,-0.000162966,505.209,253.1274066,34000
35082000,-0.000162966,505.209,255.1162674,37000
35119000,0.000192606,506.2026,237.2165202,38000
35157000,-0.000162966,503.2218,237.2165202,34000
35191000,-0.000340752,505.209,239.205381,34000
35225000,0.000192606,506.2026,237.2165202,33000
35258000,-0.000162966,503.2218,239.205381,34000
35292000,-0.000162966,504.2154,239.205381,34000
35326000,-0.000162966,506.2026,241.1942418,34000
35360000,1.48E-05,504.2154,239.205381,34000
35394000,1.48E-05,503.2218,237.2165202,34000
35428000,1.48E-05,506.2026,235.2276594,34000
35462000,1.48E-05,504.2154,239.205381,34000
35496000,-0.000162966,502.2282,239.205381,34000
35530000,1.48E-05,505.209,239.205381,34000
35564000,1.48E-05,505.209,239.205381,34000
35598000,-0.000162966,503.2218,239.205381,34000
35632000,1.48E-05,504.2154,237.2165202,34000
35666000,-0.000340752,507.1962,237.2165202,37000
35703000,1.48E-05,506.2026,223.2944946,37000
35740000,-0.000162966,505.209,225.2833554,34000
35774000,-0.000340752,502.2282,219.316773,34000
35808000,1.48E-05,506.2026,225.2833554,34000
35842000,0.000192606,505.209,223.2944946,34000
35876000,-0.000162966,504.2154,221.3056338,34000
35910000,1.48E-05,504.2154,223.2944946,34000
35944000,-0.000340752,505.209,221.3056338,34000
35978000,-0.000162966,503.2218,221.3056338,34000
36012000,0.000192606,504.2154,225.2833554,34000
36046000,1.48E-05,506.2026,221.3056338,34000
36080000,1.48E-05,503.2218,221.3056338,34000
36114000,-0.000162966,503.2218,221.3056338,33000
36147000,-0.000162966,505.209,221.3056338,34000
36181000,1.48E-05,506.2026,225.2833554,34000
36215000,0.000192606,503.2218,225.2833554,34000
36249000,-0.000340752,504.2154,223.2944946,37000
36286000,-0.000162966,506.2026,207.3836082,38000
36324000,-0.000340752,507.1962,215.3390514,34000
36358000,1.48E-05,504.2154,211.3613298,34000
36392000,-0.000340752,503.2218,207.3836082,34000
36426000,1.48E-05,506.2026,209.372469,34000
36460000,1.48E-05,505.209,207.3836082,34000
36494000,-0.000162966,503.2218,209.372469,33000
36527000,1.48E-05,506.2026,207.3836082,34000
36561000,1.48E-05,506.2026,207.3836082,34000
36595000,0.000192606,503.2218,205.3947474,34000
36629000,-0.000162966,506.2026,209.372469,34000
36663000,1.48E-05,506.2026,209.372469,34000
36697000,-0.000162966,503.2218,209.372469,34000
36731000,-0.000162966,505.209,207.3836082,34000
36765000,1.48E-05,505.209,207.3836082,34000
36799000,-0.000162966,505.209,207.3836082,34000
36833000,-0.000162966,505.209,207.3836082,37000
36870000,1.48E-05,503.2218,193.4615826,37000
36907000,0.000192606,506.2026,191.4727218,34000
36941000,1.48E-05,506.2026,193.4615826,34000
36975000,-0.000162966,504.2154,191.4727218,34000
37009000,-0.000162966,506.2026,193.4615826,34000
37043000,-0.000162966,507.1962,193.4615826,34000
37077000,-0.000340752,504.2154,193.4615826,34000
37111000,1.48E-05,505.209,193.4615826,34000
37145000,1.48E-05,507.1962,193.4615826,34000
37179000,-0.000162966,505.209,195.4504434,34000
37213000,1.48E-05,503.2218,193.4615826,34000
37247000,-0.000340752,506.2026,193.4615826,34000
37281000,-0.000340752,505.209,191.4727218,33000
37314000,1.48E-05,503.2218,193.4615826,34000
37348000,-0.000340752,506.2026,191.4727218,34000
37382000,1.48E-05,506.2026,189.483861,34000
37416000,-0.000162966,507.1962,195.4504434,37000
37453000,1.48E-05,504.2154,179.539557,38000
37491000,1.48E-05,505.209,179.539557,34000
37525000,-0.000162966,506.2026,177.5506962,34000
37559000,1.48E-05,505.209,179.539557,33000
37592000,-0.000162966,505.209,177.5506962,35000
37627000,1.48E-05,507.1962,179.539557,33000
37660000,1.48E-05,505.209,177.5506962,34000
37694000,1.48E-05,503.2218,179.539557,34000
37728000,-0.000162966,506.2026,177.5506962,34000
37762000,-0.000340752,506.2026,179.539557,34000
37796000,0.000192606,503.2218,177.5506962,34000
37830000,-0.000162966,505.209,177.5506962,34000
37864000,1.48E-05,506.2026,181.5284178,34000
37898000,-0.000340752,505.209,181.5284178,34000
37932000,0.000192606,505.209,177.5506962,34000
