Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),
37966000,-0.000162966,508.1898,177.5506962,34000
38000000,1.48E-05,508.1898,177.5506962,37000
38037000,-0.000340752,507.1962,165.6175314,37000
38074000,0.000192606,504.2154,167.6063922,34000
38108000,-0.000162966,506.2026,161.6398098,34000
38142000,0.000192606,507.1962,163.6286706,34000
38176000,0.000192606,504.2154,161.6398098,34000
38210000,1.48E-05,506.2026,163.6286706,34000
38244000,-0.000162966,507.1962,161.6398098,34000
38278000,-0.000518538,505.209,165.6175314,34000
38312000,0.000192606,504.2154,163.6286706,34000
38346000,1.48E-05,506.2026,163.6286706,34000
38380000,-0.000162966,507.1962,161.6398098,34000
38414000,-0.000162966,505.209,161.6398098,33000
38447000,-0.000162966,507.1962,163.6286706,34000
38481000,1.48E-05,508.1898,163.6286706,34000
38515000,-0.000162966,503.2218,163.6286706,34000
38549000,1.48E-05,505.209,163.6286706,34000
38583000,1.48E-05,507.1962,163.6286706,37000
38620000,-0.000340752,508.1898,147.7177842,38000
38658000,1.48E-05,505.209,155.6732274,34000
38692000,0.000192606,505.209,149.706645,34000
38726000,-0.000518538,507.1962,147.7177842,33000
38759000,-0.000162966,505.209,147.7177842,34000
38793000,1.48E-05,504.2154,151.6955058,34000
38827000,1.48E-05,507.1962,147.7177842,34000
38861000,0.000192606,506.2026,149.706645,34000
38895000,1.48E-05,505.209,149.706645,34000
38929000,1.48E-05,506.2026,149.706645,34000
38963000,0.000192606,507.1962,147.7177842,34000
38997000,-0.000518538,506.2026,149.706645,34000
39031000,-0.000162966,505.209,149.706645,34000
39065000,-0.000162966,506.2026,149.706645,34000
39099000,0.000192606,506.2026,149.706645,34000
39133000,1.48E-05,503.2218,147.7177842,34000
39167000,1.48E-05,507.1962,149.706645,37000
39204000,0.000192606,508.1898,135.7846194,37000
39241000,-0.000162966,506.2026,133.7957586,34000
39275000,0.000192606,505.209,133.7957586,34000
39309000,0.000192606,507.1962,133.7957586,34000
39343000,-0.000162966,508.1898,131.8068978,34000
39377000,1.48E-05,507.1962,131.8068978,34000
39411000,-0.000162966,504.2154,133.7957586,34000
39445000,1.48E-05,506.2026,133.7957586,34000
39479000,1.48E-05,506.2026,135.7846194,34000
39513000,0.000192606,505.209,133.7957586,34000
39547000,0.000192606,507.1962,131.8068978,34000
39581000,-0.000162966,509.1834,133.7957586,34000
39615000,1.48E-05,505.209,135.7846194,34000
39649000,1.48E-05,507.1962,131.8068978,34000
39683000,-0.000340752,508.1898,135.7846194,33000
39716000,-0.000162966,506.2026,133.7957586,34000
39750000,-0.000162966,507.1962,131.8068978,37000
39787000,-0.000162966,506.2026,119.873733,38000
39825000,0.000192606,507.1962,117.8848722,34000
39859000,-0.000340752,506.2026,117.8848722,34000
39893000,-0.000340752,506.2026,119.873733,34000
39927000,-0.000162966,508.1898,115.8960114,34000
39961000,0.000370392,509.1834,121.8625938,34000
39995000,0.000192606,505.209,119.873733,34000
40029000,1.48E-05,506.2026,115.8960114,34000
40063000,0.000192606,508.1898,117.8848722,33000
40096000,-0.000340752,505.209,117.8848722,34000
40130000,1.48E-05,506.2026,117.8848722,34000
40164000,-0.000162966,508.1898,121.8625938,34000
40198000,-0.000162966,508.1898,121.8625938,34000
40232000,1.48E-05,506.2026,119.873733,34000
40266000,1.48E-05,507.1962,117.8848722,34000
40300000,-0.000162966,507.1962,117.8848722,34000
40334000,-0.000340752,507.1962,117.8848722,37000
40371000,1.48E-05,505.209,103.9628466,38000
40409000,1.48E-05,506.2026,105.9517074,33000
40442000,-0.000340752,509.1834,103.9628466,34000
40476000,-0.000162966,505.209,103.9628466,34000
40510000,0.000192606,507.1962,103.9628466,34000
40544000,-0.000340752,508.1898,103.9628466,34000
40578000,-0.000162966,506.2026,103.9628466,34000
40612000,1.48E-05,505.209,103.9628466,34000
40646000,1.48E-05,508.1898,105.9517074,34000
40680000,-0.000162966,508.1898,99.985125,34000
40714000,1.48E-05,505.209,101.9739858,34000
40748000,1.48E-05,505.209,103.9628466,34000
40782000,1.48E-05,509.1834,101.9739858,34000
40816000,-0.000162966,504.2154,105.9517074,34000
40850000,-0.000340752,507.1962,103.9628466,34000
40884000,1.48E-05,508.1898,105.9517074,34000
40918000,0.000192606,507.1962,105.9517074,37000
40955000,0.000192606,508.1898,86.0630994,37000
40992000,0.000192606,506.2026,90.040821,34000
41026000,1.48E-05,507.1962,88.0519602,34000
41060000,0.000192606,508.1898,90.040821,34000
41094000,1.48E-05,505.209,90.040821,34000
41128000,-0.000162966,507.1962,90.040821,34000
41162000,-0.000162966,508.1898,88.0519602,34000
41196000,-0.000518538,507.1962,90.040821,34000
41230000,-0.000162966,505.209,90.040821,34000
41264000,-0.000162966,509.1834,92.0296818,33000
41297000,-0.000340752,506.2026,88.0519602,34000
41331000,-0.000162966,504.2154,88.0519602,34000
41365000,1.48E-05,508.1898,92.0296818,34000
41399000,-0.000162966,506.2026,90.040821,34000
41433000,0.000192606,505.209,88.0519602,34000
41467000,1.48E-05,508.1898,88.0519602,34000
41501000,1.48E-05,508.1898,88.0519602,37000
41538000,1.48E-05,508.1898,74.1299346,38000
41576000,1.48E-05,507.1962,74.1299346,34000
41610000,1.48E-05,505.209,76.1187954,33000
41643000,-0.000162966,508.1898,76.1187954,34000
41677000,-0.000162966,506.2026,72.1410738,34000
41711000,1.48E-05,505.209,76.1187954,34000
41745000,-0.000340752,507.1962,76.1187954,34000
41779000,1.48E-05,509.1834,74.1299346,34000
41813000,0.000192606,505.209,78.1076562,34000
41847000,-0.000340752,507.1962,76.1187954,34000
41881000,-0.000162966,507.1962,74.1299346,34000
41915000,1.48E-05,506.2026,72.1410738,34000
41949000,-0.000162966,508.1898,74.1299346,34000
41983000,-0.000340752,508.1898,72.1410738,34000
42017000,-0.000696324,507.1962,74.1299346,34000
42051000,-0.000162966,505.209,76.1187954,34000
42085000,-0.000162966,509.1834,74.1299346,37000
42122000,0.000192606,509.1834,60.207909,37000
42159000,-0.000340752,508.1898,62.1967698,34000
42193000,1.48E-05,504.2154,56.2301874,34000
42227000,1.48E-05,507.1962,60.207909,34000
42261000,-0.000162966,508.1898,60.207909,34000
42295000,-0.000162966,504.2154,60.207909,34000
42329000,-0.000340752,507.1962,62.1967698,34000
42363000,1.48E-05,508.1898,60.207909,34000
42397000,1.48E-05,507.1962,58.2190482,34000
42431000,-0.000162966,505.209,60.207909,34000
42465000,-0.000518538,509.1834,60.207909,34000
42499000,-0.000162966,508.1898,58.2190482,33000
42532000,1.48E-05,505.209,58.2190482,34000
42566000,0.000192606,509.1834,60.207909,34000
42600000,1.48E-05,508.1898,60.207909,34000
42634000,1.48E-05,505.209,60.207909,34000
42668000,-0.000518538,506.2026,60.207909,37000
42705000,-0.000162966,507.1962,44.2970226,38000
42743000,1.48E-05,510.177,42.3081618,34000
42777000,0.000192606,506.2026,46.2858834,34000
42811000,1.48E-05,507.1962,44.2970226,34000
42845000,-0.000162966,508.1898,46.2858834,34000
42879000,0.000192606,507.1962,44.2970226,34000
42913000,-0.000162966,506.2026,44.2970226,33000
42946000,-0.000162966,507.1962,42.3081618,34000
42980000,0.000192606,509.1834,46.2858834,34000
43014000,1.48E-05,506.2026,42.3081618,34000
43048000,0.000192606,506.2026,44.2970226,34000
43082000,-0.000162966,509.1834,42.3081618,34000
43116000,-0.000162966,507.1962,46.2858834,34000
43150000,0.000192606,506.2026,44.2970226,34000
43184000,-0.000162966,509.1834,46.2858834,34000
43218000,1.48E-05,507.1962,42.3081618,34000
43252000,-0.000162966,506.2026,46.2858834,37000
43289000,0.000192606,505.209,28.3861362,37000
43326000,0.000192606,508.1898,32.3638578,34000
43360000,-0.000162966,508.1898,26.3972754,34000
43394000,-0.000162966,505.209,28.3861362,34000
43428000,1.48E-05,507.1962,30.374997,34000
43462000,-0.000162966,510.177,28.3861362,34000
43496000,-0.000162966,506.2026,28.3861362,34000
43530000,1.48E-05,506.2026,30.374997,34000
43564000,-0.000162966,508.1898,30.374997,34000
43598000,0.000192606,508.1898,28.3861362,34000
43632000,-0.000162966,505.209,28.3861362,34000
43666000,1.48E-05,508.1898,28.3861362,34000
43700000,1.48E-05,509.1834,34.3527186,34000
43734000,-0.000162966,505.209,26.3972754,33000
43767000,1.48E-05,508.1898,26.3972754,34000
43801000,-0.000162966,509.1834,30.374997,34000
43835000,-0.000162966,506.2026,30.374997,37000
43872000,-0.000162966,508.1898,14.4641106,38000
43910000,1.48E-05,505.209,12.4752498,34000
43944000,-0.000162966,508.1898,14.4641106,34000
43978000,-0.000162966,510.177,16.4529714,34000
44012000,-0.000340752,505.209,18.4418322,34000
44046000,0.000192606,508.1898,14.4641106,34000
44080000,-0.000518538,508.1898,14.4641106,34000
44114000,-0.000162966,505.209,14.4641106,34000
44148000,1.48E-05,508.1898,18.4418322,34000
44182000,-0.000162966,509.1834,16.4529714,33000
44215000,1.48E-05,507.1962,14.4641106,34000
44249000,1.48E-05,507.1962,16.4529714,34000
44283000,0.000192606,509.1834,16.4529714,34000
44317000,-0.000162966,509.1834,16.4529714,34000
44351000,1.48E-05,506.2026,18.4418322,34000
44385000,-0.000518538,509.1834,14.4641106,34000
44419000,1.48E-05,510.177,18.4418322,37000
44456000,-0.000340752,509.1834,0.542085,37000
44493000,1.48E-05,507.1962,0.542085,34000
44527000,1.48E-05,509.1834,0.542085,34000
44561000,0.000192606,510.177,-3.4356366,34000
44595000,0.000192606,507.1962,0.542085,34000
44629000,0.000192606,506.2026,0.542085,34000
44663000,-0.000162966,508.1898,-5.4244974,34000
44697000,1.48E-05,508.1898,-3.4356366,34000
44731000,1.48E-05,507.1962,0.542085,34000
44765000,0.000192606,507.1962,0.542085,34000
44799000,-0.000340752,508.1898,0.542085,34000
44833000,-0.000162966,507.1962,-1.4467758,34000
44867000,-0.000162966,508.1898,0.542085,34000
44901000,1.48E-05,508.1898,0.542085,34000
44935000,-0.000340752,507.1962,0.542085,34000
44969000,-0.000340752,506.2026,0.542085,34000
45003000,1.48E-05,508.1898,-1.4467758,36000
45039000,1.48E-05,510.177,-15.3688014,38000
45077000,0.000192606,509.1834,-17.3576622,34000
45111000,-0.000162966,508.1898,-15.3688014,34000
45145000,1.48E-05,508.1898,-15.3688014,34000
45179000,0.000192606,508.1898,-15.3688014,34000
45213000,0.000192606,507.1962,-15.3688014,34000
45247000,-0.000162966,507.1962,-13.3799406,34000
45281000,-0.000162966,509.1834,-19.346523,34000
45315000,0.000192606,506.2026,-13.3799406,34000
45349000,1.48E-05,506.2026,-17.3576622,34000
45383000,-0.000162966,509.1834,-15.3688014,34000
45417000,1.48E-05,508.1898,-13.3799406,33000
45450000,-0.000162966,507.1962,-15.3688014,34000
45484000,1.48E-05,508.1898,-17.3576622,34000
45518000,1.48E-05,508.1898,-15.3688014,34000
45552000,1.48E-05,506.2026,-13.3799406,34000
45586000,0.000192606,507.1962,-17.3576622,37000
45623000,0.000192606,507.1962,-27.3019662,38000
45661000,0.000192606,511.1706,-31.2796878,34000
45695000,1.48E-05,507.1962,-29.290827,34000
45729000,-0.000340752,507.1962,-31.2796878,34000
45763000,-0.000162966,510.177,-29.290827,34000
45797000,1.48E-05,508.1898,-31.2796878,33000
45830000,1.48E-05,506.2026,-29.290827,34000
45864000,1.48E-05,510.177,-31.2796878,34000
45898000,1.48E-05,508.1898,-31.2796878,34000
45932000,-0.000162966,507.1962,-31.2796878,34000
45966000,-0.000162966,507.1962,-27.3019662,34000
46000000,-0.000162966,509.1834,-27.3019662,34000
46034000,-0.000162966,508.1898,-31.2796878,34000
46068000,1.48E-05,506.2026,-31.2796878,34000
46102000,1.48E-05,509.1834,-31.2796878,34000
46136000,-0.000162966,508.1898,-31.2796878,34000
46170000,-0.000162966,507.1962,-29.290827,34000
46204000,-0.000340752,506.2026,-29.290827,37000
46241000,-0.000162966,510.177,-47.1905742,37000
46278000,-0.000162966,510.177,-47.1905742,34000
46312000,0.000192606,505.209,-43.2128526,34000
46346000,-0.000162966,508.1898,-45.2017134,34000
46380000,-0.000340752,509.1834,-43.2128526,34000
46414000,1.48E-05,508.1898,-41.2239918,34000
46448000,1.48E-05,506.2026,-43.2128526,34000
46482000,0.000192606,509.1834,-45.2017134,34000
46516000,1.48E-05,510.177,-45.2017134,34000
46550000,-0.000162966,507.1962,-43.2128526,34000
46584000,-0.000162966,508.1898,-49.179435,34000
46618000,1.48E-05,508.1898,-47.1905742,34000
46652000,1.48E-05,508.1898,-45.2017134,34000
46686000,0.000370392,508.1898,-41.2239918,34000
46720000,-0.000162966,509.1834,-43.2128526,33000
46753000,-0.000162966,506.2026,-45.2017134,34000
46787000,-0.000162966,508.1898,-43.2128526,34000
46821000,-0.000162966,508.1898,-45.2017134,37000
46858000,-0.000340752,510.177,-61.1125998,38000
46896000,1.48E-05,507.1962,-59.123739,34000
46930000,0.000192606,506.2026,-63.1014606,34000
46964000,1.48E-05,507.1962,-57.1348782,34000
46998000,-0.000162966,512.1642,-59.123739,34000
47032000,-0.000162966,505.209,-61.1125998,34000
47066000,-0.000162966,509.1834,-61.1125998,33000
47099000,-0.000162966,508.1898,-57.1348782,34000
47133000,-0.000162966,507.1962,-59.123739,34000
47167000,1.48E-05,507.1962,-57.1348782,34000
47201000,-0.000162966,508.1898,-59.123739,34000
47235000,-0.000340752,506.2026,-59.123739,34000
47269000,1.48E-05,508.1898,-61.1125998,34000
47303000,-0.000340752,508.1898,-59.123739,34000
47337000,0.000192606,509.1834,-59.123739,34000
47371000,-0.000340752,507.1962,-61.1125998,34000
47405000,0.000192606,507.1962,-61.1125998,37000
47442000,-0.000340752,510.177,-75.0346254,37000
47479000,0.000370392,509.1834,-77.0234862,34000
47513000,-0.000340752,508.1898,-75.0346254,34000
47547000,1.48E-05,509.1834,-75.0346254,34000
47581000,-0.000162966,510.177,-73.0457646,34000
47615000,0.000192606,507.1962,-71.0569038,34000
47649000,1.48E-05,505.209,-77.0234862,34000
47683000,-0.000162966,509.1834,-75.0346254,34000
47717000,1.48E-05,508.1898,-73.0457646,34000
47751000,-0.000162966,505.209,-73.0457646,34000
47785000,-0.000162966,508.1898,-75.0346254,34000
47819000,1.48E-05,509.1834,-75.0346254,34000
47853000,-0.000340752,508.1898,-77.0234862,33000
47886000,1.48E-05,507.1962,-73.0457646,34000
47920000,-0.000162966,508.1898,-77.0234862,34000
47954000,1.48E-05,509.1834,-75.0346254,34000
47988000,0.000192606,507.1962,-75.0346254,34000
48022000,-0.000162966,510.177,-75.0346254,37000
48059000,-0.000162966,509.1834,-88.956651,38000
48097000,-0.000162966,509.1834,-92.9343726,34000
48131000,-0.000340752,507.1962,-86.9677902,33000
48164000,-0.000162966,508.1898,-90.9455118,34000
48198000,-0.000162966,510.177,-86.9677902,34000
48232000,0.000192606,507.1962,-90.9455118,34000
48266000,1.48E-05,509.1834,-86.9677902,34000
48300000,0.000192606,509.1834,-88.956651,34000
48334000,1.48E-05,508.1898,-88.956651,34000
48368000,-0.000340752,507.1962,-90.9455118,34000
48402000,-0.000518538,508.1898,-88.956651,34000
48436000,-0.000162966,510.177,-90.9455118,34000
48470000,0.000192606,507.1962,-90.9455118,34000
48504000,1.48E-05,508.1898,-90.9455118,34000
48538000,-0.000162966,508.1898,-88.956651,34000
48572000,-0.000340752,507.1962,-88.956651,34000
48606000,-0.000162966,507.1962,-90.9455118,36000
48642000,-0.000162966,509.1834,-102.8786766,38000
48680000,-0.000162966,509.1834,-106.8563982,34000
48714000,-0.000340752,508.1898,-104.8675374,34000
48748000,-0.000162966,508.1898,-102.8786766,34000
48782000,-0.000162966,509.1834,-106.8563982,34000
48816000,0.000370392,509.1834,-104.8675374,34000
48850000,0.000192606,507.1962,-102.8786766,34000
48884000,-0.000340752,510.177,-104.8675374,34000
48918000,1.48E-05,509.1834,-104.8675374,34000
48952000,1.48E-05,507.1962,-106.8563982,33000
48985000,0.000192606,508.1898,-104.8675374,34000
49019000,-0.000162966,510.177,-102.8786766,34000
49053000,-0.000162966,507.1962,-102.8786766,34000
49087000,0.000192606,506.2026,-104.8675374,34000
49121000,1.48E-05,510.177,-104.8675374,34000
49155000,-0.000162966,508.1898,-104.8675374,34000
49189000,-0.000162966,506.2026,-102.8786766,37000
49226000,-0.000340752,507.1962,-118.789563,37000
49263000,1.48E-05,509.1834,-118.789563,35000
49298000,0.000192606,510.177,-118.789563,34000
49332000,1.48E-05,507.1962,-122.7672846,34000
49366000,-0.000162966,507.1962,-118.789563,33000
49399000,-0.000340752,509.1834,-120.7784238,34000
49433000,-0.000162966,508.1898,-118.789563,34000
49467000,1.48E-05,508.1898,-118.789563,34000
49501000,1.48E-05,511.1706,-116.8007022,34000
49535000,-0.000340752,508.1898,-114.8118414,34000
49569000,-0.000340752,507.1962,-122.7672846,34000
49603000,-0.000162966,510.177,-116.8007022,34000
49637000,-0.000162966,510.177,-120.7784238,34000
49671000,-0.000162966,507.1962,-118.789563,34000
49705000,1.48E-05,508.1898,-118.789563,34000
49739000,1.48E-05,510.177,-118.789563,34000
49773000,1.48E-05,508.1898,-118.789563,37000
49810000,-0.000162966,508.1898,-134.7004494,37000
49847000,1.48E-05,507.1962,-132.7115886,34000
49881000,-0.000162966,510.177,-132.7115886,34000
49915000,-0.000162966,509.1834,-132.7115886,34000
49949000,0.000192606,506.2026,-132.7115886,34000
49983000,1.48E-05,510.177,-134.7004494,34000
50017000,1.48E-05,509.1834,-136.6893102,34000
50051000,1.48E-05,506.2026,-134.7004494,34000
50085000,-0.000162966,508.1898,-136.6893102,34000
50119000,-0.000162966,511.1706,-136.6893102,34000
50153000,1.48E-05,509.1834,-132.7115886,34000
50187000,-0.000162966,508.1898,-132.7115886,34000
50221000,1.48E-05,510.177,-132.7115886,33000
50254000,1.48E-05,509.1834,-134.7004494,34000
50288000,-0.000340752,508.1898,-134.7004494,34000
50322000,-0.000162966,509.1834,-134.7004494,34000
50356000,0.000192606,509.1834,-134.7004494,34000
50390000,1.48E-05,508.1898,-134.7004494,34000
50424000,0.000192606,507.1962,-134.7004494,34000
50458000,0.000192606,510.177,-132.7115886,34000
50492000,1.48E-05,508.1898,-136.6893102,34000
50526000,1.48E-05,508.1898,-134.7004494,34000
50560000,1.48E-05,510.177,-132.7115886,34000
50594000,0.000192606,509.1834,-136.6893102,34000
50628000,1.48E-05,507.1962,-132.7115886,34000
50662000,-0.000162966,510.177,-134.7004494,33000
50695000,1.48E-05,509.1834,-136.6893102,34000
50729000,-0.000162966,507.1962,-132.7115886,34000
50763000,-0.000162966,509.1834,-132.7115886,34000
50797000,-0.000162966,511.1706,-134.7004494,34000
50831000,-0.000162966,506.2026,-134.7004494,34000
50865000,-0.000162966,509.1834,-134.7004494,34000
50899000,1.48E-05,509.1834,-132.7115886,34000
50933000,-0.000518538,507.1962,-132.7115886,34000
50967000,-0.000162966,506.2026,-134.7004494,34000
51001000,-0.000162966,510.177,-134.7004494,34000
51035000,0.000192606,509.1834,-134.7004494,34000
51069000,1.48E-05,507.1962,-132.7115886,34000
51103000,-0.000162966,508.1898,-134.7004494,34000
51137000,-0.000162966,510.177,-134.7004494,34000
51171000,0.000192606,507.1962,-136.6893102,34000
51205000,1.48E-05,508.1898,-132.7115886,33000
51238000,-0.000162966,510.177,-134.7004494,34000
51272000,1.48E-05,509.1834,-134.7004494,34000
51306000,0.000192606,508.1898,-132.7115886,34000
51340000,0.000192606,508.1898,-134.7004494,34000
51374000,0.000192606,509.1834,-134.7004494,34000
51408000,0.000192606,508.1898,-132.7115886,34000
51442000,0.000192606,508.1898,-130.7227278,34000
51476000,0.000192606,510.177,-132.7115886,34000
51510000,-0.000162966,508.1898,-132.7115886,34000
51544000,1.48E-05,508.1898,-130.7227278,34000
51578000,-0.000162966,509.1834,-132.7115886,34000
51612000,1.48E-05,508.1898,-132.7115886,34000
51646000,-0.000162966,508.1898,-134.7004494,33000
51679000,0.000192606,510.177,-134.7004494,34000
51713000,-0.000162966,508.1898,-134.7004494,34000
51747000,-0.000162966,507.1962,-132.7115886,34000
51781000,-0.000162966,509.1834,-134.7004494,34000
51815000,-0.000162966,510.177,-132.7115886,34000
51849000,0.000370392,506.2026,-134.7004494,34000
51883000,1.48E-05,508.1898,-134.7004494,34000
51917000,1.48E-05,511.1706,-132.7115886,34000
51951000,-0.000340752,507.1962,-134.7004494,34000
51985000,-0.000340752,508.1898,-132.7115886,34000
52019000,-0.000162966,510.177,-134.7004494,34000
52053000,0.000192606,508.1898,-130.7227278,34000
52087000,0.000370392,507.1962,-132.7115886,34000
52121000,-0.000162966,509.1834,-132.7115886,34000
52155000,-0.000162966,510.177,-132.7115886,33000
52188000,-0.000162966,508.1898,-132.7115886,34000
52222000,1.48E-05,509.1834,-134.7004494,34000
52256000,1.48E-05,509.1834,-132.7115886,34000
52290000,1.48E-05,507.1962,-134.7004494,34000
52324000,0.000192606,509.1834,-134.7004494,34000
52358000,1.48E-05,510.177,-136.6893102,34000
52392000,-0.000162966,509.1834,-132.7115886,34000
52426000,-0.000162966,507.1962,-128.733867,34000
52460000,0.000370392,509.1834,-132.7115886,34000
52494000,-0.000162966,508.1898,-132.7115886,34000
52528000,-0.000162966,508.1898,-134.7004494,34000
52562000,-0.000162966,508.1898,-132.7115886,34000
52596000,-0.000162966,511.1706,-134.7004494,33000
52629000,1.48E-05,508.1898,-134.7004494,34000
52663000,1.48E-05,508.1898,-132.7115886,34000
52697000,-0.000340752,510.177,-132.7115886,34000
52731000,-0.000162966,509.1834,-132.7115886,34000
52765000,-0.000162966,507.1962,-132.7115886,34000
52799000,0.000192606,509.1834,-132.7115886,34000
52833000,1.48E-05,509.1834,-134.7004494,34000
52867000,1.48E-05,507.1962,-130.7227278,34000
52901000,-0.000162966,510.177,-134.7004494,34000
52935000,0.000192606,510.177,-134.7004494,34000
52969000,-0.000162966,506.2026,-130.7227278,34000
53003000,1.48E-05,509.1834,-132.7115886,34000
53037000,-0.000162966,510.177,-132.7115886,34000
53071000,-0.000162966,508.1898,-132.7115886,34000
53105000,1.48E-05,507.1962,-134.7004494,34000
53139000,-0.000162966,509.1834,-134.7004494,33000
53172000,0.000192606,508.1898,-134.7004494,34000
53206000,0.000192606,507.1962,-134.7004494,34000
53240000,-0.000162966,510.177,-130.7227278,34000
53274000,-0.000162966,510.177,-134.7004494,34000
53308000,-0.000340752,506.2026,-134.7004494,34000
53342000,-0.000162966,510.177,-132.7115886,34000
53376000,-0.000162966,511.1706,-130.7227278,34000
53410000,1.48E-05,509.1834,-134.7004494,33000
53443000,1.48E-05,508.1898,-132.7115886,34000
53477000,1.48E-05,512.1642,-134.7004494,34000
53511000,-0.000162966,509.1834,-132.7115886,34000
53545000,-0.000162966,507.1962,-134.7004494,34000
53579000,1.48E-05,509.1834,-130.7227278,34000
53613000,0.000192606,509.1834,-134.7004494,34000
53647000,0.000192606,508.1898,-132.7115886,34000
53681000,-0.000162966,510.177,-136.6893102,34000
53715000,-0.000162966,509.1834,-134.7004494,34000
53749000,-0.000162966,507.1962,-132.7115886,34000
53783000,-0.000162966,509.1834,-130.7227278,34000
53817000,-0.000340752,510.177,-132.7115886,33000
53850000,1.48E-05,508.1898,-132.7115886,34000
53884000,0.000192606,509.1834,-134.7004494,34000
53918000,-0.000162966,510.177,-134.7004494,34000
53952000,0.000192606,509.1834,-130.7227278,34000
53986000,0.000370392,507.1962,-136.6893102,34000
54020000,-0.000162966,510.177,-132.7115886,34000
54054000,1.48E-05,509.1834,-132.7115886,34000
54088000,1.48E-05,508.1898,-132.7115886,34000
54122000,0.000192606,509.1834,-134.7004494,34000
54156000,-0.000162966,512.1642,-134.7004494,34000
54190000,1.48E-05,508.1898,-130.7227278,34000
54224000,-0.000162966,507.1962,-132.7115886,33000
54257000,1.48E-05,510.177,-134.7004494,34000
54291000,-0.000696324,509.1834,-132.7115886,34000
54325000,-0.000162966,506.2026,-132.7115886,34000
54359000,-0.000162966,510.177,-132.7115886,34000
54393000,-0.000340752,511.1706,-134.7004494,34000
54427000,-0.000162966,509.1834,-130.7227278,34000
54461000,0.000192606,510.177,-134.7004494,34000
54495000,-0.000162966,509.1834,-132.7115886,34000
54529000,-0.000162966,508.1898,-134.7004494,34000
54563000,-0.000162966,509.1834,-134.7004494,34000
54597000,1.48E-05,511.1706,-132.7115886,34000
54631000,-0.000162966,507.1962,-134.7004494,33000
54664000,-0.000162966,507.1962,-134.7004494,34000
54698000,-0.000162966,510.177,-130.7227278,34000
54732000,-0.000340752,510.177,-136.6893102,34000
54766000,-0.000162966,507.1962,-132.7115886,34000
54800000,-0.000162966,510.177,-134.7004494,34000
54834000,-0.000162966,511.1706,-132.7115886,34000
54868000,0.000192606,507.1962,-128.733867,34000
54902000,1.48E-05,509.1834,-132.7115886,34000
54936000,-0.000162966,510.177,-134.7004494,34000
54970000,-0.000340752,508.1898,-136.6893102,34000
55004000,-0.000340752,508.1898,-132.7115886,34000
55038000,1.48E-05,511.1706,-132.7115886,34000
55072000,1.48E-05,510.177,-134.7004494,34000
55106000,0.000192606,508.1898,-134.7004494,33000
55139000,-0.000162966,510.177,-132.7115886,34000
55173000,-0.000162966,511.1706,-134.7004494,34000
55207000,-0.000162966,507.1962,-134.7004494,34000
55241000,-0.000162966,510.177,-132.7115886,34000
55275000,-0.000162966,512.1642,-134.7004494,34000
55309000,0.000192606,508.1898,-132.7115886,34000
55343000,0.000192606,508.1898,-134.7004494,34000
55377000,-0.000696324,511.1706,-132.7115886,34000
55411000,-0.000162966,509.1834,-132.7115886,34000
55445000,-0.000162966,508.1898,-132.7115886,34000
55479000,-0.000340752,510.177,-132.7115886,34000
55513000,1.48E-05,511.1706,-134.7004494,34000
55547000,-0.000340752,509.1834,-134.7004494,34000
55581000,-0.000162966,510.177,-130.7227278,33000
55614000,-0.000162966,509.1834,-134.7004494,34000
55648000,1.48E-05,508.1898,-132.7115886,34000
55682000,-0.000162966,509.1834,-132.7115886,34000
55716000,-0.000340752,509.1834,-130.7227278,34000
55750000,-0.000162966,510.177,-132.7115886,34000
55784000,-0.000162966,508.1898,-134.7004494,34000
55818000,-0.000162966,510.177,-132.7115886,34000
55852000,-0.000162966,511.1706,-132.7115886,34000
55886000,1.48E-05,508.1898,-132.7115886,34000
55920000,-0.000162966,508.1898,-134.7004494,34000
55954000,0.000370392,511.1706,-134.7004494,34000
55988000,1.48E-05,508.1898,-134.7004494,34000
56022000,1.48E-05,509.1834,-134.7004494,33000
56055000,-0.000162966,511.1706,-130.7227278,34000
56089000,-0.000340752,508.1898,-132.7115886,34000
56123000,1.48E-05,508.1898,-130.7227278,34000
56157000,1.48E-05,508.1898,-134.7004494,34000
56191000,-0.000162966,510.177,-136.6893102,34000
56225000,1.48E-05,509.1834,-130.7227278,34000
56259000,0.000192606,510.177,-132.7115886,34000
56293000,-0.000162966,510.177,-132.7115886,34000
56327000,-0.000340752,508.1898,-136.6893102,34000
56361000,1.48E-05,509.1834,-134.7004494,34000
56395000,-0.000162966,510.177,-132.7115886,34000
56429000,1.48E-05,509.1834,-130.7227278,34000
56463000,1.48E-05,509.1834,-134.7004494,34000
56497000,-0.000162966,512.1642,-134.7004494,34000
56531000,1.48E-05,510.177,-134.7004494,33000
56564000,-0.000162966,510.177,-134.7004494,34000
56598000,-0.000162966,510.177,-134.7004494,34000
56632000,1.48E-05,511.1706,-128.733867,34000
56666000,-0.000340752,508.1898,-134.7004494,34000
56700000,1.48E-05,509.1834,-134.7004494,34000
56734000,1.48E-05,512.1642,-134.7004494,34000
56768000,0.000192606,508.1898,-130.7227278,34000
56802000,-0.000162966,510.177,-134.7004494,34000
56836000,-0.000162966,511.1706,-136.6893102,34000
56870000,1.48E-05,510.177,-134.7004494,34000
56904000,0.000192606,508.1898,-132.7115886,34000
56938000,0.000370392,512.1642,-134.7004494,34000
