Time (s),Channel 1 (mV),Channel 2 (mV),Channel 3 (mV),Channel 1 (mV)
5.0575414,0.038061024,304.5018,333.298,0.038061024
5.1024942,0.039483312,303.5082,341.234,0.039483312
5.1477588,0.040372242,303.5082,341.234,0.040372242
5.1929229,0.041438958,304.5018,350.162,0.041438958
5.2376625,0.042505674,304.5018,349.17,0.042505674
5.2826674,0.043927962,304.5018,357.106,0.043927962
5.3276638,0.044994678,304.5018,357.106,0.044994678
5.4183758,0.046061394,303.5082,365.042,0.046061394
5.4640372,0.047305896,304.5018,364.05,0.047305896
5.5075911,0.048194826,303.5082,371.986,0.048194826
5.552365,0.049439328,303.5082,372.978,0.049439328
5.5976183,0.049617114,304.5018,371.986,0.049617114
5.6428033,0.050861616,304.5018,379.922,0.050861616
5.6879379,0.051928332,304.5018,378.93,0.051928332
5.7326746,0.05335062,303.5082,386.866,0.05335062
5.7778224,0.055306266,304.5018,393.81,0.055306266
5.8231404,0.056550768,304.5018,394.802,0.056550768
5.9137034,0.05779527,304.5018,402.738,0.05779527
5.9575248,0.0586842,304.5018,402.738,0.0586842
6.0022527,0.059928702,303.5082,410.674,0.059928702
6.0937275,0.060817632,303.5082,409.682,0.060817632
6.0976932,0.062062134,304.5018,417.618,0.062062134
6.1377967,0.062951064,304.5018,417.618,0.062951064
6.1826104,0.064195566,304.5018,425.554,0.064195566
6.2275063,0.066151212,304.5018,432.498,0.066151212
6.2722277,0.067217928,304.5018,432.498,0.067217928
6.3633091,0.067929072,305.4954,439.442,0.067929072
6.4072338,0.068640216,304.5018,441.426,0.068640216
6.452853,0.06935136,304.5018,447.378,0.06935136
6.4977863,0.070418076,303.5082,448.37,0.070418076
6.542495,0.070773648,303.5082,456.306,0.070773648
6.5885775,0.071662578,304.5018,456.306,0.071662578
6.632747,0.072195936,304.5018,462.258,0.072195936
6.7218666,0.074329368,304.5018,472.178,0.074329368
6.7355321,0.07468494,304.5018,471.186,0.07468494
6.8120673,0.075040512,304.5018,478.13,0.075040512
6.8575393,0.07557387,305.4954,478.13,0.07557387
6.9024721,0.075929442,303.5082,486.066,0.075929442
6.9474209,0.076285014,304.5018,486.066,0.076285014
6.9923109,0.0764628,303.5082,492.018,0.0764628
7.0373771,0.0764628,303.5082,494.002,0.0764628
7.0819068,0.076818372,304.5018,499.954,0.076818372
7.1272977,0.077885088,303.5082,507.89,0.077885088
7.1716559,0.077707302,304.5018,509.874,0.077707302
7.2657276,0.077529516,304.5018,515.826,0.077529516
7.3517813,0.07735173,304.5018,516.818,0.07735173
7.3969096,0.076818372,304.5018,523.762,0.076818372
7.408552,0.076640586,304.5018,524.754,0.076640586
7.4423269,0.07557387,304.5018,523.762,0.07557387
7.4867401,0.075040512,305.4954,532.69,0.075040512
7.5321574,0.074507154,304.5018,530.706,0.074507154
7.5768242,0.073440438,304.5018,540.626,0.073440438
7.6669781,0.07379601,305.4954,545.586,0.07379601
7.756908,0.073262652,304.5018,546.578,0.073262652
7.7695868,0.07201815,304.5018,553.522,0.07201815
7.8021713,0.07112922,304.5018,554.514,0.07112922
7.8468147,0.069706932,303.5082,560.466,0.069706932
7.892239,0.068818002,304.5018,561.458,0.068818002
7.9383454,0.066862356,304.5018,561.458,0.066862356
7.9821998,0.06579564,304.5018,569.394,0.06579564
8.0276103,0.065084496,304.5018,577.33,0.065084496
8.0719404,0.063662208,304.5018,577.33,0.063662208
8.1620674,0.061706562,303.5082,584.274,0.061706562
8.2077135,0.060106488,305.4954,585.266,0.060106488
8.2527934,0.058150842,303.5082,591.218,0.058150842
8.2986861,0.056372982,304.5018,593.202,0.056372982
8.3425361,0.05423955,304.5018,600.146,0.05423955
8.387814,0.052283904,304.5018,598.162,0.052283904
8.4331143,0.050328258,304.5018,607.09,0.050328258
8.4781027,0.048728184,304.5018,615.026,0.048728184
8.5225843,0.047483682,304.5018,616.018,0.047483682
8.6127033,0.045883608,305.4954,622.962,0.045883608
8.6589683,0.045172464,304.5018,622.962,0.045172464
8.7034346,0.043750176,304.5018,629.906,0.043750176
8.7475714,0.043216818,304.5018,629.906,0.043216818
8.7941421,0.042150102,303.5082,628.914,0.042150102
8.8384941,0.041438958,303.5082,638.834,0.041438958
8.8833269,0.040727814,304.5018,644.786,0.040727814
8.9274327,0.040194456,303.5082,644.786,0.040194456
9.0171035,0.039661098,304.5018,652.722,0.039661098
9.0625306,0.039305526,304.5018,653.714,0.039305526
9.1079204,0.038416596,303.5082,659.666,0.038416596
9.1534998,0.038061024,304.5018,659.666,0.038061024
9.1984743,0.037527666,304.5018,666.61,0.037527666
9.2440598,0.036994308,304.5018,667.602,0.036994308
9.2874698,0.03646095,304.5018,675.538,0.03646095
9.3785049,0.036105378,305.4954,676.53,0.036105378
9.3930255,0.035216448,303.5082,684.466,0.035216448
9.422621,0.034860876,303.5082,684.466,0.034860876
9.5133898,0.033971946,303.5082,692.402,0.033971946
9.5586998,0.03379416,304.5018,691.41,0.03379416
9.6032245,0.032727444,303.5082,697.362,0.032727444
9.6483783,0.032549658,303.5082,699.346,0.032549658
9.6935006,0.031660728,304.5018,699.346,0.031660728
9.7382769,0.03112737,304.5018,706.29,0.03112737
9.7882592,0.030416226,304.5018,713.234,0.030416226
9.8276116,0.029882868,303.5082,713.234,0.029882868
9.8734396,0.028993938,304.5018,714.226,0.028993938
9.9633003,0.027927222,304.5018,721.17,0.027927222
10.0089742,0.02757165,305.4954,722.162,0.02757165
10.0532297,0.026860506,303.5082,729.106,0.026860506
10.0990476,0.026149362,304.5018,729.106,0.026149362
10.1429187,0.025438218,304.5018,737.042,0.025438218
10.1881985,0.024549288,304.5018,737.042,0.024549288
10.234603,0.023660358,305.4954,743.986,0.023660358
10.2770315,0.023304786,303.5082,743.986,0.023304786
10.3682733,0.02223807,304.5018,753.906,0.02223807
10.4125854,0.021882498,304.5018,750.93,0.021882498
10.4587507,0.020993568,304.5018,759.858,0.020993568
10.5034179,0.020282424,303.5082,759.858,0.020282424
10.548629,0.019749066,304.5018,765.81,0.019749066
10.5942178,0.018860136,303.5082,766.802,0.018860136
10.6383317,0.018148992,304.5018,771.762,0.018148992
10.6839964,0.017082276,303.5082,781.682,0.017082276
10.7279263,0.01690449,304.5018,783.666,0.01690449
10.818018,0.015837774,303.5082,789.618,0.015837774
10.8635629,0.015304416,305.4954,790.61,0.015304416
10.9083376,0.014593272,304.5018,797.554,0.014593272
10.9540649,0.013882128,303.5082,797.554,0.013882128
10.9981944,0.013170984,303.5082,804.498,0.013170984
11.0433166,0.012637626,304.5018,805.49,0.012637626
11.0889836,0.011926482,304.5018,805.49,0.011926482
11.1333143,0.011215338,304.5018,812.434,0.011215338
11.1785339,0.01068198,304.5018,820.37,0.01068198
11.2231108,0.010148622,304.5018,821.362,0.010148622
