Time,ADC_Value,Offset
0.0,153.504,0.0193
0.1038161039352417,143.928,0.0182
0.2076322078704834,134.328,0.0172
0.3114483118057251,124.728,0.0162
0.4152644157409668,115.128,0.0151
0.5190805196762085,105.55199999999999,0.0143
0.6228966236114502,95.95199999999998,0.0132
0.7267127275466919,86.35199999999999,0.012
0.8305288314819336,76.752,0.0108
0.9343449354171752,67.152,0.0099
1.038161039352417,57.57599999999999,0.0088
1.1419771432876586,47.97599999999999,0.0076
1.2457932472229003,38.376,0.0067
1.349609351158142,28.776,0.0057
1.4534254550933838,19.2,0.0049
1.5572415590286255,9.6,0.0035
1.6610576629638671,0.0,0.0024
1.7648737668991088,9.6,0.0019
1.8686898708343505,19.2,0.0026
1.9725059747695923,28.776,0.0037
2.076322078704834,38.376,0.0046
2.1801381826400754,47.97599999999999,0.0057
2.2839542865753173,57.57599999999999,0.0067
2.387770390510559,67.152,0.0077
2.4915864944458006,76.752,0.0087
2.5954025983810425,86.35199999999999,0.0099
2.699218702316284,95.95199999999998,0.0109
2.803034806251526,105.55199999999999,0.012
2.9068509101867677,115.128,0.0132
3.010667014122009,124.728,0.0141
3.114483118057251,134.328,0.0149
3.2182992219924924,143.928,0.016
3.3221153259277343,153.504,0.017
3.425931429862976,163.10399999999998,0.0183
3.5297475337982176,172.70399999999998,0.0194
3.6335636377334595,182.30399999999997,0.0202
3.737379741668701,191.90399999999997,0.0217
3.841195845603943,182.30399999999997,0.0223
3.9450119495391847,172.70399999999998,0.0214
4.048828053474426,163.10399999999998,0.0202
4.152644157409668,153.504,0.0193
4.25646026134491,143.928,0.0183
4.360276365280151,134.328,0.0173
4.464092469215393,124.728,0.016
4.567908573150635,115.128,0.0148
4.6717246770858765,105.55199999999999,0.014
4.775540781021118,95.95199999999998,0.013
4.879356884956359,86.35199999999999,0.0119
4.983172988891601,76.752,0.0108
5.086989092826843,67.152,0.0099
5.190805196762085,57.57599999999999,0.0088
5.294621300697327,47.97599999999999,0.0076
5.398437404632568,38.376,0.0067
