Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),Channel 1 (mA)
7.352,0.043394604,325.3674,499.7461458,0.043394604
7.402,0.042150102,323.3802,499.7461458,0.042150102
7.453,0.041616744,324.3738,503.7238674,0.041616744
7.502,0.040372242,324.3738,505.7127282,0.040372242
7.553,0.039838884,324.3738,509.6904498,0.039838884
7.602,0.03912774,324.3738,513.6681714,0.03912774
7.653,0.038416596,323.3802,517.645893,0.038416596
7.703,0.03734988,323.3802,519.6347538,0.03734988
7.753,0.036994308,322.3866,531.5679186,0.036994308
7.803,0.036816522,324.3738,537.534501,0.036816522
7.852,0.036105378,323.3802,535.5456402,0.036105378
7.903,0.035749806,321.393,543.5010834,0.035749806
7.953,0.035038662,324.3738,543.5010834,0.035038662
8.003,0.034505304,325.3674,553.4453874,0.034505304
8.053,0.034505304,324.3738,551.4565266,0.034505304
8.103,0.033971946,323.3802,557.423109,0.033971946
8.153,0.033616374,322.3866,559.4119698,0.033616374
8.203,0.033260802,325.3674,565.3785522,0.033260802
8.253,0.033260802,324.3738,571.3451346,0.033260802
8.303,0.03290523,323.3802,569.3562738,0.03290523
8.353,0.032371872,325.3674,579.3005778,0.032371872
8.403,0.0320163,323.3802,579.3005778,0.0320163
8.453,0.031305156,323.3802,589.2448818,0.031305156
8.503,0.03112737,323.3802,589.2448818,0.03112737
8.553,0.030416226,322.3866,595.2114642,0.030416226
8.603,0.03023844,323.3802,595.2114642,0.03023844
8.653,0.029527296,323.3802,603.1669074,0.029527296
8.703,0.02934951,325.3674,613.1112114,0.02934951
8.753,0.028816152,325.3674,613.1112114,0.028816152
8.803,0.028105008,323.3802,621.0666546,0.028105008
8.853,0.027927222,323.3802,619.0777938,0.027927222
8.903,0.027393864,324.3738,619.0777938,0.027393864
8.953,0.026860506,325.3674,625.0443762,0.026860506
9.003,0.026504934,324.3738,625.0443762,0.026504934
9.053,0.025971576,323.3802,632.9998194,0.025971576
9.103,0.025616004,326.361,642.9441234,0.025616004
9.153,0.025260432,324.3738,640.9552626,0.025260432
9.203,0.024193716,323.3802,648.9107058,0.024193716
9.253,0.024193716,324.3738,646.921845,0.024193716
9.303,0.022949214,320.3994,654.8772882,0.022949214
9.353,0.022771428,324.3738,654.8772882,0.022771428
9.403,0.022060284,325.3674,664.8215922,0.022060284
9.453,0.02134914,323.3802,662.8327314,0.02134914
9.503,0.020993568,323.3802,672.7770354,0.020993568
9.553,0.020282424,322.3866,680.7324786,0.020282424
9.603,0.019749066,323.3802,678.7436178,0.019749066
9.653,0.019215708,326.361,686.699061,0.019215708
9.703,0.018504564,324.3738,686.699061,0.018504564
9.753,0.017971206,325.3674,692.6656434,0.017971206
9.803,0.017437848,323.3802,692.6656434,0.017437848
9.853,0.016371132,324.3738,702.6099474,0.016371132
9.903,0.015482202,324.3738,706.587669,0.015482202
9.953,0.01512663,322.3866,712.5542514,0.01512663
10.003,0.014415486,324.3738,718.5208338,0.014415486
10.053,0.013704342,324.3738,718.5208338,0.013704342
10.103,0.012993198,323.3802,726.476277,0.012993198
10.153,0.012815412,324.3738,726.476277,0.012815412
10.203,0.011748696,322.3866,730.4539986,0.011748696
10.253,0.011393124,326.361,732.4428594,0.011393124
10.303,0.010504194,325.3674,744.3760242,0.010504194
10.353,0.009970836,322.3866,742.3871634,0.009970836
10.404,0.009437478,323.3802,750.3426066,0.009437478
10.453,0.009259692,325.3674,754.3203282,0.009259692
10.503,0.008370762,324.3738,756.309189,0.008370762
10.553,0.007481832,326.361,764.2646322,0.007481832
10.603,0.007304046,323.3802,762.2757714,0.007304046
10.654,0.006415116,324.3738,770.2312146,0.006415116
10.703,0.00623733,325.3674,772.2200754,0.00623733
10.754,0.005170614,324.3738,780.1755186,0.005170614
10.804,0.005170614,323.3802,776.197797,0.005170614
10.854,0.004637256,325.3674,786.142101,0.004637256
10.904,0.004103898,326.361,796.086405,0.004103898
10.953,0.003926112,325.3674,794.0975442,0.003926112
11.004,0.003214968,326.361,804.0418482,0.003214968
11.053,0.003037182,323.3802,804.0418482,0.003037182
11.104,0.002503824,322.3866,810.0084306,0.002503824
11.154,0.002503824,323.3802,811.9972914,0.002503824
11.204,0.002148252,323.3802,813.9861522,0.002148252
11.254,0.001970466,325.3674,815.975013,0.001970466
11.304,0.001614894,325.3674,825.919317,0.001614894
11.354,0.001614894,324.3738,825.919317,0.001614894
11.404,0.001437108,323.3802,831.8858994,0.001437108
11.454,0.001437108,326.361,831.8858994,0.001437108
11.504,0.000370392,321.393,841.8302034,0.000370392
11.554,0.00090375,324.3738,839.8413426,0.00090375
11.604,0.000548178,324.3738,847.7967858,0.000548178
11.654,0.000370392,323.3802,849.7856466,0.000370392
11.704,-0.000162966,320.3994,855.752229,-0.000162966
11.757,1.48E-05,324.3738,863.7076722,1.48E-05
11.804,0.000370392,324.3738,863.7076722,0.000370392
11.854,1.48E-05,324.3738,869.6742546,1.48E-05
11.904,0.000192606,324.3738,871.6631154,0.000192606
11.954,1.48E-05,324.3738,877.6296978,1.48E-05
12.004,0.000192606,323.3802,877.6296978,0.000192606
12.054,1.48E-05,323.3802,885.585141,1.48E-05
12.107,-0.000162966,321.393,883.5962802,-0.000162966
12.154,1.48E-05,323.3802,891.5517234,1.48E-05
12.207,1.48E-05,333.3162,901.4960274,1.48E-05
12.254,-0.000162966,336.297,901.4960274,-0.000162966
12.304,-0.000162966,348.2202,909.4514706,-0.000162966
12.354,-0.000162966,349.2138,909.4514706,-0.000162966
12.404,-0.000162966,359.1498,917.4069138,-0.000162966
12.454,0.000192606,361.137,915.418053,0.000192606
12.504,1.48E-05,371.073,923.3734962,1.48E-05
12.557,-0.000162966,372.0666,925.362357,-0.000162966
12.604,-0.000340752,379.0218,933.3178002,-0.000340752
12.657,-0.000162966,388.9578,941.2732434,-0.000162966
12.704,1.48E-05,390.945,941.2732434,1.48E-05
12.754,0.000192606,399.8874,947.2398258,0.000192606
12.804,1.48E-05,401.8746,949.2286866,1.48E-05
12.854,0.000192606,409.8234,957.1841298,0.000192606
12.904,-0.000340752,411.8106,957.1841298,-0.000340752
12.954,1.48E-05,418.7658,963.1507122,1.48E-05
13.007,-0.000340752,419.7594,963.1507122,-0.000340752
13.054,-0.000340752,426.7146,969.1172946,-0.000340752
13.107,-0.000162966,435.657,979.0615986,-0.000162966
13.154,-0.000162966,437.6442,979.0615986,-0.000162966
13.204,1.48E-05,438.6378,977.0727378,1.48E-05
13.254,0.000192606,449.5674,995.751273,0.000192606
13.304,-0.000162966,451.5546,997.6675194,-0.000162966
13.354,1.48E-05,455.529,1003.416259,1.48E-05
13.404,-0.000162966,457.5162,1003.416259,-0.000162966
13.455,-0.000162966,466.4586,1012.997491,-0.000162966
13.504,-0.000340752,465.465,1012.997491,-0.000340752
13.554,-0.000162966,474.4074,1018.74623,-0.000162966
13.604,-0.000162966,483.3498,1028.327462,-0.000162966
13.654,1.48E-05,484.3434,1028.327462,1.48E-05
13.705,-0.000340752,491.2986,1037.908694,-0.000340752
13.754,1.48E-05,492.2922,1035.992447,1.48E-05
13.805,-0.000162966,500.241,1039.82494,-0.000162966
13.854,0.000192606,500.241,1039.82494,0.000192606
13.907,1.48E-05,499.2474,1039.82494,1.48E-05
13.955,1.48E-05,508.1898,1047.489926,1.48E-05
14.007,-0.000162966,517.1322,1057.071158,-0.000162966
14.054,-0.000162966,518.1258,1055.154911,-0.000162966
14.105,-0.000162966,524.0874,1064.736143,-0.000162966
14.154,0.000370392,525.081,1062.819897,0.000370392
14.205,-0.000162966,532.0362,1070.484883,-0.000162966
14.255,-0.000162966,534.0234,1074.317375,-0.000162966
14.305,-0.000340752,540.9786,1081.982361,-0.000340752
14.357,1.48E-05,539.985,1078.149868,1.48E-05
14.405,-0.000518538,547.9338,1085.814854,-0.000518538
14.457,1.48E-05,555.8826,1091.563593,1.48E-05
14.505,1.48E-05,556.8762,1095.396086,1.48E-05
14.555,-0.000340752,564.825,1104.977318,-0.000340752
14.605,0.000192606,564.825,1101.144825,0.000192606
14.655,-0.000162966,571.7802,1110.726057,-0.000162966
14.705,-0.000162966,571.7802,1108.809811,-0.000162966
14.755,-0.000340752,579.729,1118.391043,-0.000340752
14.808,1.48E-05,578.7354,1114.55855,1.48E-05
14.855,-0.000340752,583.7034,1120.307289,-0.000340752
14.907,1.48E-05,593.6394,1131.804767,1.48E-05
14.955,-0.000162966,593.6394,1133.721014,-0.000162966
15.005,1.48E-05,597.6138,1137.553507,1.48E-05
15.055,-0.000162966,598.6074,1141.385999,-0.000162966
15.105,-0.000162966,605.5626,1147.134739,-0.000162966
15.155,0.000192606,604.569,1147.134739,0.000192606
