Time (s),Channel 1 (mV),Channel 2 (mV),Channel 3 (mV)
0.028255300014279783,-0.0005185379999999989,3.441,11.89
0.0719907000020612,-0.0006963239999999982,3.441,11.89
0.16193490001023747,-0.0006963239999999982,3.441,11.89
0.2075337000133004,-0.0006963239999999982,3.441,11.89
0.25238160000299104,-0.0006963239999999982,3.441,11.89
0.29789139999775216,-0.0005185379999999989,3.441,11.89
0.343117100012023,-0.0005185379999999989,3.441,11.89
0.3879385000036564,-0.0005185379999999989,3.441,11.89
0.4327365000208374,-0.0003407520000000136,3.441,11.89
0.4776529000082519,-0.0005185379999999989,3.441,11.89
0.5230089999968186,-0.0005185379999999989,3.441,11.89
0.6139896000095177,-0.0005185379999999989,3.441,11.89
0.6577195000136271,-0.0005185379999999989,3.441,11.89
0.7029868999961764,-0.0005185379999999989,3.441,11.89
0.7492043999955058,-0.0003407520000000136,3.441,11.89
0.7930960000085179,-0.0003407520000000136,3.441,11.89
0.8378634999971837,-0.0005185379999999989,3.441,11.89
0.8831047000130638,-0.0003407520000000136,3.441,11.89
0.9284669000189751,-0.0005185379999999989,3.441,11.89
0.974870700010797,0.010326407999999995,304.5018,11.89
1.0648503999982495,0.006592901999999998,303.5082,11.89
1.1083866000117268,0.006948473999999996,304.5018,15.858
1.1529881000169553,0.007126259999999995,304.5018,15.858
1.1983084000239614,0.007481831999999994,304.5018,22.802
1.2442614000174217,0.007481831999999994,305.49539999999996,22.802
1.2878658999979962,0.008015189999999991,305.49539999999996,30.738
1.3343223000119906,0.00819297599999999,304.5018,30.738
1.3779218000127003,0.00854854799999999,304.5018,38.674
1.424144000018714,0.009081906,304.5018,45.618
1.514113900018856,0.009437478,303.5082,45.618
1.558283799997298,0.009437478,303.5082,45.618
1.603949600015767,0.009259692,305.49539999999996,45.618
1.6942694000026677,0.009793049999999984,304.5018,52.562
1.7119176000123844,0.010148621999999996,304.5018,54.546
1.738210400013486,0.010681979999999994,304.5018,60.498
1.7835841000196524,0.010504193999999994,304.5018,60.498
1.8282929999986663,0.011215337999999991,305.49539999999996,69.426
1.8734211999981198,0.012282054,304.5018,76.37
1.9647341000090819,0.011926481999999988,304.5018,75.378
2.007798900012858,0.012459839999999986,304.5018,84.306
2.0534528999996837,0.012993197999999997,304.5018,84.306
2.098259100021096,0.013704341999999994,303.5082,90.258
2.144052500021644,0.013882127999999994,304.5018,90.258
2.188334600010421,0.014415486000000005,303.5082,99.18599999999999
2.2332107000111137,0.01459327199999999,304.5018,99.18599999999999
2.278281600010814,0.015126630000000002,303.5082,105.138
2.3241160000034142,0.016015559999999998,304.5018,114.066
2.4149851000111084,0.016193345999999983,303.5082,113.074
2.457870800019009,0.016904489999999994,304.5018,122.002
2.503619700000854,0.017082275999999993,304.5018,122.002
2.54879400000209,0.01761563399999999,304.5018,129.938
2.5934439999982715,0.01814899199999999,304.5018,129.938
2.6389562000113074,0.017793420000000004,304.5018,128.946
2.683172100019874,0.018860135999999986,304.5018,136.882
2.7293402000213973,0.019571279999999996,304.5018,144.81799999999998
2.772671300015645,0.019749065999999996,304.5018,143.82600000000002
2.8641086000134237,0.020282423999999993,304.5018,152.75400000000002
2.9078518000023905,0.02081578199999999,304.5018,152.75400000000002
2.9535209000168834,0.021526925999999988,303.5082,159.69799999999998
2.999285500001861,0.021349140000000003,304.5018,158.70600000000002
3.043293499998981,0.022238069999999985,303.5082,166.642
3.0893427999981213,0.022593641999999997,304.5018,166.642
3.1331185000017285,0.022949213999999996,304.5018,175.57
3.1782713000138756,0.023126999999999995,304.5018,173.586
3.2688918000203557,0.023660357999999992,304.5018,182.514
3.3138108999992255,0.02383814399999999,303.5082,182.514
3.35816820000764,0.024371502000000003,304.5018,189.45800000000003
3.403235100005986,0.024727074,303.5082,190.45
3.448243300023023,0.025438218,303.5082,196.402
3.4940551000181586,0.025438218,304.5018,197.394
3.5382690000114962,0.025616003999999998,303.5082,204.33800000000002
3.583334900002228,0.025971575999999996,304.5018,205.32999999999998
3.6284254000056535,0.026504933999999994,304.5018,212.274
3.719373400002951,0.02721607799999999,304.5018,220.20999999999998
3.763521300017601,0.02721607799999999,303.5082,220.20999999999998
3.8082947000220884,0.02757164999999999,303.5082,227.154
3.8537679000000935,0.02757164999999999,304.5018,227.154
3.898335300007602,0.028282793999999986,304.5018,236.082
3.9444877000059932,0.028105008,305.49539999999996,236.082
3.9920984000200406,0.02846058,303.5082,243.026
4.033068300021114,0.028282793999999986,304.5018,243.026
4.079105600016192,0.028105008,304.5018,243.026
4.168946799996775,0.028105008,303.5082,249.96999999999997
4.213217300013639,0.028282793999999986,304.5018,250.962
4.258068299997831,0.02846058,304.5018,257.906
4.303164500015555,0.02846058,303.5082,258.898
4.348172199999681,0.028638366,304.5018,265.842
4.393571699998574,0.028282793999999986,303.5082,265.842
4.48451050001313,0.02846058,304.5018,272.786
4.502719300013268,0.028282793999999986,304.5018,273.77799999999996
4.574995000002673,0.028282793999999986,304.5018,280.722
4.578282400005264,0.028282793999999986,303.5082,280.722
4.664259700017283,0.02757164999999999,304.5018,280.722
4.70845500001451,0.02739386399999999,304.5018,280.722
4.753220500017051,0.02739386399999999,304.5018,288.65799999999996
4.798776600015117,0.02721607799999999,305.49539999999996,289.65
4.843462300021201,0.026860505999999992,304.5018,296.594
4.888570100010838,0.026860505999999992,303.5082,296.594
4.934840000001714,0.026149361999999995,303.5082,296.594
4.9781837000045925,0.026149361999999995,304.5018,304.53
5.068222600006266,0.026149361999999995,304.5018,310.48199999999997
5.112865300005069,0.025971575999999996,304.5018,311.474
5.158312600018689,0.025616003999999998,304.5018,318.418
5.203252000006614,0.025260431999999985,303.5082,319.40999999999997
5.2484402999980375,0.025082646,304.5018,326.354
5.294026200019289,0.024727074,304.5018,326.354
5.338665400020545,0.02419371599999999,305.49539999999996,334.28999999999996
5.384030400018673,0.023660357999999992,304.5018,334.28999999999996
5.42825980001362,0.023304785999999994,304.5018,342.226
5.518685999995796,0.022949213999999996,305.49539999999996,350.162
5.564011300011771,0.022238069999999985,304.5018,350.162
5.608840200002305,0.021704712,305.49539999999996,357.106
5.653277900011744,0.02081578199999999,303.5082,358.09799999999996
5.6979343999992125,0.020460210000000006,304.5018,365.042
5.743747600005008,0.019393493999999997,304.5018,364.05
5.7882964000164066,0.018860135999999986,304.5018,372.978
5.83377970001311,0.01814899199999999,304.5018,372.978
5.87867720000213,0.01797120599999999,303.5082,379.92199999999997
5.968702700018184,0.017437848000000006,304.5018,386.866
6.013125199999195,0.017260061999999993,303.5082,387.858
6.058530700014671,0.016726703999999995,304.5018,393.81
6.10372310000821,0.016548917999999996,304.5018,394.80199999999996
6.147419300017646,0.016371131999999997,304.5018,402.738
6.192351700010477,0.016015559999999998,304.5018,402.738
6.238191200012807,0.015837773999999985,305.49539999999996,410.674
6.283404700021492,0.015482201999999987,304.5018,410.674
6.327885200007586,0.015304416000000001,304.5018,417.618
6.418991100013955,0.015304416000000001,304.5018,424.562
6.463637900014874,0.015126630000000002,303.5082,424.562
6.512438700010534,0.01459327199999999,304.5018,431.506
6.59863839999889,0.014771058000000004,303.5082,433.49
6.643770199996652,0.01459327199999999,304.5018,440.43399999999997
6.655148200021358,0.014237699999999992,303.5082,440.43399999999997
6.688865400006762,0.013704341999999994,305.49539999999996,440.43399999999997
6.732737600017572,0.013882127999999994,304.5018,449.36199999999997
6.7781228000239935,0.013526555999999995,304.5018,456.306
6.822726300015347,0.013348769999999996,304.5018,457.298
