Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV)
0.0,0.0016148939999999917,71.00580000000001,678.7436178000003
0.010000000000218279,0.0012593219999999933,71.00580000000001,682.7213394
0.01900000000023283,0.0012593219999999933,71.00580000000001,680.7324786000001
0.028999999999996362,0.001792679999999991,70.0122,678.7436178000003
0.03900000000021464,0.0012593219999999933,69.0186,678.7436178000003
0.04800000000022919,0.0014371079999999925,70.0122,680.7324786000001
0.08000000000038199,0.001081535999999994,68.025,678.7436178000003
0.09000000000014552,0.0014371079999999925,71.00580000000001,680.7324786000001
0.1000000000003638,0.0012593219999999933,70.0122,682.7213394
0.10900000000037835,0.0012593219999999933,69.0186,680.7324786000001
0.11900000000014188,0.0012593219999999933,69.0186,678.7436178000003
0.12900000000036016,0.001792679999999991,71.00580000000001,678.7436178000003
0.1380000000003747,0.0014371079999999925,71.00580000000001,680.7324786000001
0.14800000000013824,0.0014371079999999925,71.00580000000001,680.7324786000001
0.15800000000035652,0.0016148939999999917,69.0186,678.7436178000003
0.16700000000037107,0.0014371079999999925,70.0122,676.7547569999999
0.1770000000001346,0.0016148939999999917,70.0122,680.7324786000001
0.19600000000036744,0.0016148939999999917,68.025,680.7324786000001
0.20600000000013097,0.0014371079999999925,70.0122,680.7324786000001
0.21600000000034925,0.0014371079999999925,69.0186,680.7324786000001
0.22600000000011278,0.0016148939999999917,70.0122,678.7436178000003
0.23600000000033106,0.0014371079999999925,70.0122,680.7324786000001
0.2460000000000946,0.0016148939999999917,71.00580000000001,680.7324786000001
0.25700000000006185,0.0016148939999999917,69.0186,678.7436178000003
0.2660000000000764,0.0012593219999999933,70.0122,682.7213394
0.2760000000002947,0.0016148939999999917,70.0122,680.7324786000001
0.2860000000000582,0.0014371079999999925,69.0186,678.7436178000003
0.2960000000002765,0.0016148939999999917,71.00580000000001,678.7436178000003
0.30600000000004,0.0016148939999999917,70.0122,680.7324786000001
0.3160000000002583,0.0016148939999999917,70.0122,680.7324786000001
0.32600000000002183,0.0012593219999999933,70.0122,682.7213394
0.3360000000002401,0.0016148939999999917,69.0186,678.7436178000003
0.34700000000020736,0.0016148939999999917,69.0186,678.7436178000003
0.3560000000002219,0.0014371079999999925,69.0186,682.7213394
0.36599999999998545,0.0012593219999999933,69.0186,682.7213394
0.3760000000002037,0.0016148939999999917,69.0186,680.7324786000001
0.387000000000171,0.0016148939999999917,68.025,678.7436178000003
0.39700000000038926,0.0014371079999999925,69.0186,680.7324786000001
0.4070000000001528,0.0012593219999999933,69.0186,680.7324786000001
0.4170000000003711,0.0016148939999999917,69.0186,680.7324786000001
0.4270000000001346,0.0012593219999999933,70.0122,682.7213394
0.4370000000003529,0.0014371079999999925,67.0314,676.7547569999999
0.4470000000001164,0.0014371079999999925,71.00580000000001,680.7324786000001
0.4570000000003347,0.0014371079999999925,70.0122,680.7324786000001
0.4670000000000982,0.0016148939999999917,69.0186,680.7324786000001
0.4770000000003165,0.0014371079999999925,69.0186,678.7436178000003
0.48700000000008004,0.0016148939999999917,69.0186,678.7436178000003
0.4970000000002983,0.0014371079999999925,68.025,680.7324786000001
0.5070000000000618,0.0016148939999999917,69.0186,680.7324786000001
0.5170000000002801,0.0014371079999999925,69.0186,680.7324786000001
0.5270000000000437,0.0016148939999999917,68.025,676.7547569999999
0.5370000000002619,0.0012593219999999933,69.0186,680.7324786000001
0.5470000000000255,0.0016148939999999917,69.0186,680.7324786000001
0.5570000000002437,0.0016148939999999917,68.025,678.7436178000003
0.5670000000000073,0.0016148939999999917,70.0122,676.7547569999999
0.5770000000002256,0.0016148939999999917,68.025,680.7324786000001
0.5869999999999891,0.0014371079999999925,70.0122,682.7213394
0.5970000000002074,0.0014371079999999925,69.0186,680.7324786000001
0.6069999999999709,0.0014371079999999925,69.0186,680.7324786000001
0.6170000000001892,0.0016148939999999917,69.0186,678.7436178000003
