Time,VG (mV),IDS (mA),VDS (mV)
0.0,625.0,0.0024,17.0
0.07350249926249186,636.0,0.0034,31.0
0.14700499852498372,639.0,0.0048,24.0
0.22050749778747558,611.0,0.0038,31.0
0.29400999704996744,629.0,0.0031,38.0
0.3675124963124593,625.0,0.0041,38.0
0.44101499557495116,629.0,0.0055,35.0
0.514517494837443,608.0,0.0062,56.0
0.5880199940999349,622.0,0.0038,59.0
0.6615224933624267,622.0,0.0066,70.0
0.7350249926249186,604.0,0.0059,70.0
0.8085274918874105,611.0,0.0059,73.0
0.8820299911499023,604.0,0.0076,70.0
0.9555324904123942,604.0,0.0066,77.0
1.029034989674886,611.0,0.0104,80.0
1.102537488937378,611.0,0.008,87.0
1.1760399881998698,615.0,0.009,91.0
1.2495424874623615,604.0,0.0094,101.0
1.3230449867248535,632.0,0.0122,105.0
1.3965474859873455,615.0,0.0104,112.0
1.4700499852498372,615.0,0.0118,101.0
1.543552484512329,608.0,0.009,101.0
1.617054983774821,615.0,0.0087,98.0
1.690557483037313,601.0,0.0094,91.0
1.7640599822998047,604.0,0.009,87.0
1.8375624815622964,604.0,0.008,80.0
1.9110649808247884,604.0,0.0087,77.0
1.9845674800872803,625.0,0.0062,66.0
2.058069979349772,604.0,0.0055,66.0
2.131572478612264,615.0,0.0076,66.0
2.205074977874756,611.0,0.0069,56.0
2.278577477137248,601.0,0.0062,52.0
2.3520799763997395,622.0,0.0059,49.0
2.4255824756622313,615.0,0.002,38.0
2.499084974924723,625.0,0.0031,31.0
2.5725874741872152,615.0,0.0034,28.0
2.646089973449707,608.0,0.0009,21.0
2.7195924727121987,608.0,0.0027,14.0
2.793094971974691,601.0,0.0009,14.0
2.8665974712371827,608.0,0.0031,17.0
2.9400999704996744,611.0,0.0024,14.0
3.013602469762166,625.0,-0.0001,14.0
3.087104969024658,608.0,0.0027,14.0
3.16060746828715,622.0,0.0013,17.0
3.234109967549642,611.0,0.0038,10.0
3.3076124668121336,601.0,-0.0008,7.0
3.381114966074626,611.0,0.0006,7.0
3.4546174653371176,608.0,0.0006,17.0
3.5281199645996093,608.0,0.002,14.0
3.601622463862101,611.0,0.0027,14.0
3.675124963124593,608.0,0.0006,14.0
3.748627462387085,604.0,0.0009,14.0
3.8221299616495767,608.0,0.0034,17.0
3.8956324609120685,601.0,0.0031,10.0
3.9691349601745607,608.0,0.0027,17.0
4.042637459437052,618.0,0.0009,14.0
4.116139958699544,636.0,0.0024,17.0
4.189642457962036,632.0,0.0009,17.0
4.263144957224528,622.0,0.0027,17.0
4.33664745648702,629.0,0.0017,17.0
4.410149955749512,636.0,0.0002,17.0
4.483652455012003,622.0,0.0024,17.0
4.557154954274496,632.0,0.0027,17.0
4.630657453536987,615.0,0.0027,14.0
4.704159952799479,629.0,0.0017,14.0
4.777662452061971,632.0,0.002,10.0
4.851164951324463,629.0,0.0006,17.0
4.924667450586955,639.0,0.0027,14.0
4.998169949849446,629.0,0.0017,17.0
5.071672449111938,643.0,0.0031,17.0
5.1451749483744305,618.0,0.002,10.0
5.218677447636922,618.0,0.0002,17.0
5.292179946899414,601.0,0.0006,14.0
5.365682446161906,615.0,0.0024,17.0
5.4391849454243975,625.0,0.0006,10.0
5.51268744468689,636.0,0.0024,17.0
