Time,VG (mV),IDS (mA),VDS (mV)
0.0,12.0,0.0032,24.0
0.0633016956517421,525.0,0.0034,12.0
0.1266033913034842,526.0,0.0033,13.0
0.1899050869552263,525.0,0.0029,12.0
0.2532067826069684,524.0,0.0033,14.0
0.3165084782587105,527.0,0.003,15.0
0.3798101739104526,526.0,0.0032,15.0
0.44311186956219467,527.0,0.0033,15.0
0.5064135652139368,525.0,0.0032,17.0
0.5697152608656788,526.0,0.003,18.0
0.633016956517421,527.0,0.0032,18.0
0.6963186521691631,528.0,0.0033,20.0
0.7596203478209052,528.0,0.0034,20.0
0.8229220434726472,527.0,0.0031,22.0
0.8862237391243893,529.0,0.0032,21.0
0.9495254347761315,528.0,0.003,23.0
1.0128271304278735,529.0,0.0034,24.0
1.0761288260796156,529.0,0.0031,25.0
1.1394305217313576,528.0,0.0031,26.0
1.2027322173830999,529.0,0.0032,27.0
1.266033913034842,529.0,0.0031,28.0
1.329335608686584,530.0,0.0034,29.0
1.3926373043383262,528.0,0.0031,30.0
1.4559389999900683,528.0,0.0029,32.0
1.5192406956418103,528.0,0.0031,33.0
1.5825423912935523,530.0,0.0031,33.0
1.6458440869452944,530.0,0.0033,34.0
1.7091457825970366,528.0,0.0031,35.0
1.7724474782487787,528.0,0.003,36.0
1.8357491739005207,529.0,0.0031,38.0
1.899050869552263,530.0,0.0033,38.0
1.962352565204005,529.0,0.0034,39.0
2.025654260855747,528.0,0.0031,42.0
2.088955956507489,529.0,0.0032,43.0
2.152257652159231,528.0,0.0032,45.0
2.215559347810973,528.0,0.0034,47.0
2.2788610434627152,527.0,0.0032,50.0
2.3421627391144577,525.0,0.0031,51.0
2.4054644347661998,527.0,0.0032,53.0
2.468766130417942,527.0,0.003,56.0
2.532067826069684,526.0,0.0033,59.0
2.595369521721426,527.0,0.0032,61.0
2.658671217373168,525.0,0.0032,63.0
2.72197291302491,526.0,0.0031,66.0
2.7852746086766524,527.0,0.003,68.0
2.8485763043283945,527.0,0.0035,71.0
2.9118779999801365,525.0,0.003,73.0
2.9751796956318786,525.0,0.0032,76.0
3.0384813912836206,527.0,0.0031,79.0
3.1017830869353626,526.0,0.0033,82.0
3.1650847825871047,527.0,0.0034,85.0
3.2283864782388467,526.0,0.0031,87.0
3.2916881738905888,527.0,0.0031,91.0
3.3549898695423312,528.0,0.0032,92.0
3.4182915651940733,529.0,0.0032,96.0
3.4815932608458153,528.0,0.0033,97.0
3.5448949564975574,528.0,0.003,99.0
3.6081966521492994,529.0,0.0031,100.0
3.6714983478010415,530.0,0.0032,102.0
3.7348000434527835,530.0,0.0034,104.0
3.798101739104526,530.0,0.0033,105.0
3.861403434756268,528.0,0.0033,108.0
3.92470513040801,531.0,0.003,107.0
3.988006826059752,529.0,0.0032,109.0
4.051308521711494,529.0,0.0035,109.0
4.114610217363237,528.0,0.0031,111.0
4.177911913014978,529.0,0.0032,109.0
4.241213608666721,529.0,0.0032,110.0
