Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),
30710,-0.000518538,958.2906,22.4195538,50
30760,-0.00087411,957.297,22.4195538,50
30810,-0.00087411,958.2906,22.4195538,50
30860,-0.00087411,955.3098,22.4195538,50
30910,-0.000696324,954.3162,22.4195538,50
30960,-0.000696324,957.297,22.4195538,50
31010,-0.00087411,960.2778,22.4195538,50
31060,-0.001229682,957.297,22.4195538,50
31110,-0.00087411,958.2906,22.4195538,50
31160,-0.000696324,957.297,24.4084146,50
31210,-0.000696324,959.2842,24.4084146,50
31260,-0.000696324,955.3098,20.430693,50
31310,-0.000696324,959.2842,22.4195538,50
31360,-0.000696324,956.3034,22.4195538,50
31410,-0.000696324,958.2906,24.4084146,50
31460,-0.00087411,957.297,26.3972754,50
31510,-0.000696324,960.2778,24.4084146,50
31560,-0.000696324,956.3034,20.430693,50
31610,-0.000696324,958.2906,22.4195538,50
31660,-0.00087411,958.2906,24.4084146,50
31710,-0.000696324,960.2778,22.4195538,50
31760,-0.001051896,957.297,20.430693,50
31810,-0.00087411,958.2906,24.4084146,50
31860,-0.000696324,957.297,22.4195538,50
31910,-0.000696324,960.2778,22.4195538,50
31960,-0.00087411,957.297,22.4195538,50
32010,-0.000696324,960.2778,22.4195538,50
32060,-0.00087411,957.297,22.4195538,50
32110,-0.000696324,959.2842,22.4195538,50
32160,-0.000696324,957.297,24.4084146,50
32210,-0.00087411,960.2778,20.430693,50
32260,-0.00087411,955.3098,20.430693,50
32310,-0.000696324,960.2778,20.430693,50
32360,-0.00087411,959.2842,22.4195538,50
32410,-0.001051896,962.265,22.4195538,50
32460,-0.00087411,959.2842,22.4195538,50
32510,-0.00087411,965.2458,22.4195538,50
32560,-0.000696324,957.297,20.430693,50
32610,-0.000696324,960.2778,22.4195538,50
32660,-0.001229682,958.2906,22.4195538,50
32710,-0.000696324,959.2842,22.4195538,50
32760,-0.001051896,955.3098,20.430693,50
32810,-0.00087411,960.2778,22.4195538,50
32860,-0.001051896,959.2842,24.4084146,50
32910,-0.000696324,962.265,22.4195538,50
32960,-0.000696324,955.3098,22.4195538,50
33010,-0.000696324,963.2586,22.4195538,50
33060,-0.001051896,959.2842,24.4084146,50
33110,-0.000696324,962.265,22.4195538,50
33160,-0.00087411,958.2906,22.4195538,50
33210,-0.00087411,961.2714,22.4195538,50
33260,-0.001051896,958.2906,20.430693,50
33310,-0.000518538,957.297,24.4084146,50
33360,-0.001229682,958.2906,22.4195538,50
33410,-0.000518538,962.265,22.4195538,50
33460,-0.00087411,958.2906,24.4084146,50
33510,-0.000696324,963.2586,20.430693,51
33561,-0.00087411,957.297,20.430693,50
33611,-0.00087411,963.2586,20.430693,50
33661,-0.00087411,954.3162,20.430693,50
33711,-0.00087411,961.2714,22.4195538,50
33761,-0.001051896,957.297,22.4195538,50
33811,-0.00087411,965.2458,26.3972754,50
33861,-0.001407468,960.2778,24.4084146,50
33911,-0.001051896,964.2522,22.4195538,50
33961,-0.00087411,960.2778,20.430693,50
34011,-0.00087411,961.2714,22.4195538,50
34061,-0.00087411,958.2906,22.4195538,50
34111,-0.00087411,961.2714,24.4084146,50
34161,-0.000696324,960.2778,24.4084146,50
34211,-0.00087411,964.2522,24.4084146,50
34261,-0.000340752,961.2714,22.4195538,50
34311,-0.00087411,962.265,22.4195538,50
34361,-0.00087411,959.2842,24.4084146,50
34411,-0.00087411,964.2522,22.4195538,50
34461,-0.00087411,962.265,20.430693,50
34511,-0.000696324,961.2714,24.4084146,50
34561,-0.000696324,953.3226,22.4195538,50
34611,-0.00087411,960.2778,22.4195538,50
34661,-0.00087411,962.265,20.430693,50
34711,-0.000696324,965.2458,22.4195538,50
34761,-0.000696324,960.2778,22.4195538,50
34811,-0.00087411,963.2586,22.4195538,50
34861,-0.000696324,959.2842,22.4195538,50
34911,-0.00087411,964.2522,20.430693,50
34961,-0.000696324,962.265,24.4084146,50
35011,-0.00087411,966.2394,24.4084146,50
35061,-0.00087411,960.2778,24.4084146,50
35111,-0.001051896,962.265,22.4195538,50
35161,-0.001051896,958.2906,20.430693,50
35211,-0.000696324,964.2522,24.4084146,50
35261,-0.000696324,958.2906,24.4084146,50
35311,-0.00087411,965.2458,22.4195538,50
35361,-0.00087411,959.2842,22.4195538,50
35411,-0.000696324,964.2522,18.4418322,50
35461,-0.00087411,960.2778,24.4084146,50
35511,-0.00087411,965.2458,20.430693,50
35561,-0.00087411,957.297,20.430693,50
35611,-0.000696324,963.2586,24.4084146,50
35661,-0.000696324,960.2778,22.4195538,50
35711,-0.00087411,962.265,24.4084146,50
35761,-0.000696324,961.2714,24.4084146,50
35811,-0.00087411,965.2458,24.4084146,50
35861,-0.001051896,959.2842,22.4195538,50
35911,-0.00087411,962.265,22.4195538,50
35961,-0.00087411,959.2842,22.4195538,50
36011,-0.000696324,963.2586,24.4084146,50
36061,-0.00087411,961.2714,22.4195538,50
36111,-0.00087411,964.2522,22.4195538,50
36161,-0.001051896,959.2842,22.4195538,
