Time,VG (mV),IDS (mA),VDS (mV)
0.0,0.0,-0.0528,101.0
0.05702137302707981,0.0,-0.0514,288.0
0.11404274605415962,0.0,-0.0546,91.0
0.17106411908123942,0.0,-0.0553,281.0
0.22808549210831924,0.0,-0.0518,84.0
0.28510686513539907,0.0,-0.0532,288.0
0.34212823816247884,0.0,-0.0521,84.0
0.39914961118955866,0.0,-0.0528,291.0
0.4561709842166385,0.0,-0.0532,73.0
0.5131923572437183,0.0,-0.0525,295.0
0.5702137302707981,0.0,-0.0532,73.0
0.6272351032978779,0.0,-0.0546,295.0
0.6842564763249577,0.0,-0.0525,63.0
0.7412778493520376,0.0,-0.0567,298.0
0.7982992223791173,0.0,-0.0532,59.0
0.8553205954061972,0.0,-0.0557,298.0
0.912341968433277,0.0,-0.0542,56.0
0.9693633414603567,0.0,-0.0528,316.0
1.0263847144874365,0.0,-0.0518,49.0
1.0834060875145164,0.0,-0.0528,312.0
1.1404274605415963,0.0,-0.0525,42.0
1.197448833568676,0.0,-0.0528,319.0
1.2544702065957558,0.0,-0.0525,35.0
1.3114915796228357,0.0,-0.0518,319.0
1.3685129526499153,0.0,-0.0564,31.0
1.4255343256769952,0.0,-0.0528,323.0
1.482555698704075,0.0,-0.0557,17.0
1.539577071731155,0.0,-0.0567,323.0
1.5965984447582346,0.0,-0.0518,17.0
1.6536198177853145,0.0,-0.0528,333.0
1.7106411908123944,0.0,-0.0528,17.0
1.767662563839474,0.0,-0.0525,326.0
1.824683936866554,0.0,-0.0535,7.0
1.8817053098936338,0.0,-0.056,330.0
1.9387266829207135,0.0,-0.0532,337.0
1.9957480559477934,0.0,-0.0532,333.0
2.052769428974873,0.0,-0.0553,341.0
2.109790802001953,0.0,-0.0514,344.0
