Time,VG (mV),IDS (mA),VDS (mV)
0.0,10.0,0.0033,1924.0
0.08719458545211457,24.0,0.0032,2028.0
0.17438917090422915,38.0,0.0027,2028.0
0.26158375635634373,52.0,0.0027,2047.0
0.3487783418084583,66.0,0.0032,2064.0
0.43597292726057285,78.0,0.0034,2086.0
0.5231675127126875,91.0,0.0031,2093.0
0.610362098164802,104.0,0.0033,2098.0
0.6975566836169166,118.0,0.0039,2103.0
0.7847512690690311,131.0,0.0043,2117.0
0.8719458545211457,143.0,0.0045,2124.0
0.9591404399732603,156.0,0.005,2128.0
1.046335025425375,169.0,0.0053,2128.0
1.1335296108774895,183.0,0.0061,2135.0
1.220724196329604,195.0,0.0069,2146.0
1.3079187817817186,207.0,0.0072,2154.0
1.3951133672338332,221.0,0.0081,2149.0
1.4823079526859477,236.0,0.0095,2154.0
1.5695025381380623,249.0,0.0107,2165.0
1.6566971235901768,261.0,0.0119,2170.0
1.7438917090422914,274.0,0.0131,2169.0
1.831086294494406,287.0,0.0144,2171.0
1.9182808799465205,302.0,0.0168,2179.0
2.0054754653986353,313.0,0.0185,2190.0
2.09267005085075,327.0,0.0201,2189.0
2.1798646363028644,340.0,0.0222,2185.0
2.267059221754979,354.0,0.0248,2188.0
2.3542538072070935,368.0,0.0272,2199.0
2.441448392659208,378.0,0.0293,2201.0
2.5286429781113227,391.0,0.0315,2201.0
2.615837563563437,405.0,0.034,2199.0
2.7030321490155518,418.0,0.0365,2203.0
2.7902267344676663,430.0,0.0386,2211.0
2.877421319919781,442.0,0.0401,2213.0
2.9646159053718955,457.0,0.0417,2206.0
3.05181049082401,471.0,0.0427,2208.0
3.1390050762761246,486.0,0.0433,2215.0
3.226199661728239,496.0,0.043,2212.0
3.3133942471803537,510.0,0.042,2209.0
3.4005888326324683,524.0,0.0409,2207.0
3.487783418084583,538.0,0.0395,2207.0
3.5749780035366974,549.0,0.0376,2211.0
3.662172588988812,562.0,0.0355,2208.0
3.7493671744409265,578.0,0.0338,2199.0
3.836561759893041,590.0,0.0323,2195.0
3.9237563453451556,602.0,0.0307,2203.0
4.010950930797271,612.0,0.0288,2200.0
4.098145516249385,625.0,0.0268,2194.0
4.1853401017015,640.0,0.0251,2187.0
4.272534687153614,652.0,0.0235,2187.0
4.359729272605729,666.0,0.0217,2191.0
4.446923858057843,679.0,0.0192,2188.0
4.534118443509958,693.0,0.0168,2175.0
4.6213130289620725,709.0,0.015,2172.0
4.708507614414187,721.0,0.0129,2173.0
4.795702199866302,734.0,0.0105,2165.0
4.882896785318416,747.0,0.0086,2150.0
4.970091370770531,763.0,0.0071,2120.0
5.057285956222645,777.0,0.0062,2094.0
5.14448054167476,786.0,0.0053,2030.0
5.231675127126874,799.0,0.0041,1538.0
5.318869712578989,812.0,0.0039,1316.0
5.4060642980311036,826.0,0.0039,1056.0
5.493258883483218,837.0,0.0036,1041.0
5.580453468935333,849.0,0.0031,1098.0
5.667648054387447,861.0,0.0027,1214.0
5.754842639839562,878.0,0.0028,864.0
5.842037225291676,891.0,0.003,1070.0
5.929231810743791,903.0,0.0027,1252.0
6.0164263961959055,916.0,0.0026,1299.0
6.10362098164802,933.0,0.0025,1282.0
6.190815567100135,945.0,0.003,1189.0
6.278010152552249,958.0,0.003,974.0
6.365204738004364,968.0,0.0027,764.0
6.452399323456478,982.0,0.0026,545.0
6.539593908908593,997.0,0.0028,300.0
6.626788494360707,1009.0,0.003,128.0
6.713983079812822,1018.0,0.0029,50.0
6.8011776652649365,1030.0,0.0024,112.0
6.888372250717051,1045.0,0.0027,336.0
6.975566836169166,1059.0,0.003,591.0
7.06276142162128,1071.0,0.003,817.0
7.149956007073395,1085.0,0.0026,1023.0
7.237150592525509,1102.0,0.0024,1237.0
7.324345177977624,1118.0,0.0029,1292.0
7.411539763429738,1132.0,0.003,1297.0
7.498734348881853,1143.0,0.0027,1187.0
7.5859289343339675,1155.0,0.0026,933.0
7.673123519786082,1171.0,0.0027,646.0
7.760318105238197,1185.0,0.0031,393.0
7.847512690690311,1193.0,0.0029,190.0
7.934707276142426,1203.0,0.0025,75.0
8.021901861594541,1220.0,0.0026,78.0
8.109096447046655,1232.0,0.003,224.0
8.19629103249877,1245.0,0.003,445.0
8.283485617950884,1254.0,0.0026,660.0
8.370680203403,1271.0,0.0025,897.0
8.457874788855113,1289.0,0.0029,1164.0
8.545069374307229,1304.0,0.0031,1296.0
8.632263959759342,1314.0,0.0028,1609.0
8.719458545211458,1327.0,0.0025,1349.0
8.806653130663571,1344.0,0.0025,1038.0
8.893847716115687,1359.0,0.003,735.0
8.9810423015678,1368.0,0.003,491.0
9.068236887019916,1377.0,0.0026,265.0
9.15543147247203,1390.0,0.0026,102.0
9.242626057924145,1405.0,0.0029,84.0
9.329820643376259,1416.0,0.0031,228.0
9.417015228828374,1426.0,0.0027,450.0
9.504209814280488,1440.0,0.0024,708.0
9.591404399732603,1459.0,0.0028,986.0
9.678598985184717,1473.0,0.003,1232.0
9.765793570636832,1485.0,0.003,1319.0
9.852988156088946,1499.0,0.0026,1302.0
9.940182741541062,1518.0,0.0026,1185.0
10.027377326993175,1532.0,0.0031,898.0
10.11457191244529,1541.0,0.0031,635.0
10.201766497897404,1549.0,0.0026,413.0
10.28896108334952,1564.0,0.0026,182.0
10.376155668801633,1580.0,0.0029,59.0
10.463350254253749,1591.0,0.0031,121.0
10.550544839705863,1573.0,0.0029,318.0
10.637739425157978,1558.0,0.0026,578.0
10.724934010610092,1553.0,0.0027,853.0
10.812128596062207,1539.0,0.0029,1127.0
10.89932318151432,1525.0,0.0025,1282.0
10.986517766966436,1512.0,0.0025,1314.0
11.07371235241855,1501.0,0.0027,1260.0
11.160906937870665,1492.0,0.003,1071.0
11.24810152332278,1475.0,0.003,793.0
11.335296108774894,1459.0,0.0026,561.0
11.42249069422701,1442.0,0.0028,311.0
11.509685279679124,1434.0,0.0027,107.0
11.596879865131239,1421.0,0.003,63.0
11.684074450583353,1398.0,0.0029,162.0
11.771269036035468,1386.0,0.0026,759.0
11.858463621487582,1377.0,0.0025,1220.0
11.945658206939697,1365.0,0.0029,1684.0
12.032852792391811,1352.0,0.0031,1946.0
12.120047377843926,1337.0,0.0026,1769.0
12.20724196329604,1327.0,0.0025,1477.0
12.294436548748156,1316.0,0.003,1206.0
12.38163113420027,1303.0,0.003,955.0
12.468825719652385,1284.0,0.0028,787.0
12.556020305104498,1270.0,0.0028,793.0
12.643214890556614,1260.0,0.0027,808.0
12.730409476008727,1246.0,0.0031,901.0
12.817604061460843,1226.0,0.0029,1085.0
12.904798646912957,1212.0,0.0027,1336.0
12.991993232365072,1200.0,0.0026,1631.0
13.079187817817186,1191.0,0.003,1919.0
13.166382403269301,1178.0,0.003,1990.0
