Time,ADC_Value,Offset
0.0,556.4879999999999,0.0024
0.07344867266957766,566.088,0.0022
0.14689734533915533,575.688,0.0022
0.220346018008733,585.288,0.0023
0.29379469067831065,594.864,0.0023
0.3672433633478883,604.464,0.0023
0.440692036017466,614.064,0.0024
0.5141407086870436,623.664,0.0024
0.5875893813566213,633.24,0.0024
0.661038054026199,642.84,0.0023
0.7344867266957766,652.44,0.0023
0.8079353993653543,662.0400000000001,0.0023
0.881384072034932,671.64,0.0023
0.9548327447045096,681.2159999999999,0.0023
1.0282814173740873,690.8159999999999,0.0024
1.1017300900436648,700.4159999999999,0.0024
1.1751787627132426,710.016,0.0025
1.2486274353828204,719.6159999999999,0.0023
1.322076108052398,729.1919999999999,0.0025
1.3955247807219755,738.7919999999999,0.0024
1.4689734533915533,748.3919999999999,0.0025
1.542422126061131,757.992,0.0025
1.6158707987307086,767.568,0.0024
1.6893194714002862,777.168,0.0025
1.762768144069864,786.7679999999999,0.0025
1.8362168167394417,796.3679999999999,0.0026
1.9096654894090193,805.968,0.0025
1.9831141620785968,815.544,0.0025
2.0565628347481746,825.144,0.0025
2.1300115074177524,834.744,0.0027
2.2034601800873297,844.3439999999999,0.0027
2.2769088527569075,853.92,0.0027
2.3503575254264852,863.52,0.0029
2.423806198096063,873.12,0.0029
2.497254870765641,882.72,0.0028
2.570703543435218,892.32,0.0029
2.644152216104796,901.8960000000001,0.003
2.7176008887743737,911.496,0.0029
2.791049561443951,921.096,0.003
2.8644982341135288,930.696,0.0032
2.9379469067831065,940.2719999999999,0.003
3.0113955794526843,949.8719999999998,0.0033
3.084844252122262,959.4719999999999,0.0032
3.1582929247918394,969.0719999999999,0.0034
3.231741597461417,978.6719999999999,0.0033
3.305190270130995,988.2479999999999,0.0036
3.3786389428005723,997.848,0.0036
3.45208761547015,1007.4479999999999,0.0037
3.525536288139728,1017.0479999999999,0.0037
3.5989849608093056,1026.624,0.0041
3.6724336334788834,1036.224,0.004
3.7458823061484607,1045.8239999999998,0.0041
3.8193309788180385,1055.424,0.0043
3.8927796514876163,1065.024,0.0045
3.9662283241571936,1074.6,0.0044
4.039676996826771,1084.2,0.0047
4.113125669496349,1093.8,0.0046
4.186574342165927,1103.3999999999999,0.0048
4.260023014835505,1113.0,0.005
4.3334716875050825,1122.576,0.0052
4.406920360174659,1132.176,0.0052
4.480369032844237,1141.776,0.0054
4.553817705513815,1151.376,0.0055
4.627266378183393,1160.952,0.0057
4.7007150508529705,1170.552,0.0057
4.774163723522548,1180.152,0.0059
4.847612396192126,1189.752,0.0061
4.921061068861704,1199.352,0.0063
4.994509741531282,1208.928,0.0064
5.0679584142008585,1218.528,0.0067
5.141407086870436,1228.128,0.0067
5.214855759540014,1237.728,0.0069
5.288304432209592,1247.304,0.0072
5.36175310487917,1256.904,0.0073
5.435201777548747,1266.5040000000001,0.0075
5.508650450218325,1276.104,0.0078
5.582099122887902,1285.704,0.008
5.65554779555748,1295.28,0.0082
5.7289964682270575,1304.88,0.0083
5.802445140896635,1314.48,0.0084
5.875893813566213,1324.0800000000002,0.0088
5.949342486235791,1333.6560000000002,0.009
6.022791158905369,1343.256,0.0091
6.096239831574946,1352.856,0.0094
6.169688504244524,1362.4560000000001,0.0095
6.243137176914101,1372.056,0.0097
6.316585849583679,1381.6319999999998,0.0097
6.390034522253257,1391.2319999999997,0.0101
6.463483194922834,1400.8319999999999,0.0104
6.536931867592412,1410.4319999999998,0.0105
6.61038054026199,1420.0079999999998,0.0108
6.683829212931568,1429.608,0.011
6.757277885601145,1439.2079999999999,0.0111
6.830726558270722,1448.8079999999998,0.0114
6.9041752309403,1458.408,0.0117
6.977623903609878,1467.984,0.012
7.051072576279456,1477.5839999999998,0.0122
7.1245212489490335,1487.184,0.0123
7.197969921618611,1496.7839999999999,0.0125
7.271418594288189,1506.3839999999998,0.0127
7.344867266957767,1515.9599999999998,0.0132
7.418315939627344,1525.56,0.0132
7.4917646122969215,1535.1599999999999,0.0135
7.565213284966499,1544.76,0.0138
7.638661957636077,1554.336,0.0139
7.712110630305655,1563.936,0.0141
7.785559302975233,1573.5359999999998,0.0144
7.85900797564481,1583.136,0.0146
7.932456648314387,1592.7359999999999,0.0148
8.005905320983965,1602.312,0.015
8.079353993653543,1611.912,0.0152
8.15280266632312,1621.512,0.0155
8.226251338992698,1631.1119999999999,0.0156
8.299700011662276,1640.6879999999999,0.0159
8.373148684331854,1650.288,0.0161
8.446597357001432,1659.888,0.0163
8.52004602967101,1669.488,0.0164
8.593494702340587,1679.088,0.0166
8.666943375010165,1688.664,0.0168
8.740392047679743,1698.264,0.0168
8.813840720349319,1707.864,0.0171
8.887289393018897,1717.464,0.0172
8.960738065688474,1727.04,0.0173
9.034186738358052,1736.64,0.0175
9.10763541102763,1746.24,0.0178
9.181084083697208,1755.84,0.0179
9.254532756366785,1765.44,0.0181
9.327981429036363,1775.016,0.0182
9.401430101705941,1784.616,0.0182
9.474878774375519,1794.2160000000001,0.0183
9.548327447045097,1803.816,0.0186
9.621776119714674,1813.392,0.0186
9.695224792384252,1822.992,0.0188
9.76867346505383,1832.592,0.0189
9.842122137723408,1842.192,0.0188
9.915570810392985,1851.792,0.0189
9.989019483062563,1861.368,0.0191
10.06246815573214,1870.968,0.0191
10.135916828401717,1880.568,0.019
10.209365501071295,1890.1680000000001,0.0193
10.282814173740872,1899.7439999999997,0.0191
10.35626284641045,1909.3439999999998,0.0192
10.429711519080028,1918.9439999999997,0.0193
10.503160191749606,1928.5439999999999,0.0192
