Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),Channel 1 (mA)
0,1.48E-05,324.3738,4.5198066,1.48E-05
0.05,-0.000162966,321.393,4.5198066,-0.000162966
0.1,-0.000162966,322.3866,6.5086674,-0.000162966
0.15,1.48E-05,324.3738,6.5086674,1.48E-05
0.2,1.48E-05,323.3802,4.5198066,1.48E-05
0.25,1.48E-05,324.3738,6.5086674,1.48E-05
0.3,1.48E-05,324.3738,4.5198066,1.48E-05
0.35,-0.000340752,320.3994,6.5086674,-0.000340752
0.4,1.48E-05,322.3866,4.5198066,1.48E-05
0.451,0.000192606,321.393,4.5198066,0.000192606
0.501,1.48E-05,321.393,6.5086674,1.48E-05
0.55,1.48E-05,323.3802,4.5198066,1.48E-05
0.6,0.000370392,324.3738,4.5198066,0.000370392
0.65,1.48E-05,322.3866,4.5198066,1.48E-05
0.701,-0.000162966,321.393,6.5086674,-0.000162966
0.751,-0.000162966,323.3802,6.5086674,-0.000162966
0.801,-0.000162966,322.3866,6.5086674,-0.000162966
0.851,-0.000162966,322.3866,2.5309458,-0.000162966
0.901,0.000192606,324.3738,20.430693,0.000192606
0.951,1.48E-05,322.3866,20.430693,1.48E-05
1.001,1.48E-05,322.3866,34.3527186,1.48E-05
1.051,0.000192606,324.3738,50.263605,0.000192606
1.101,0.000370392,325.3674,52.2524658,0.000370392
1.151,0.000192606,323.3802,50.263605,0.000192606
1.201,0.000192606,322.3866,64.1856306,0.000192606
1.251,0.000192606,322.3866,66.1744914,0.000192606
1.301,0.000192606,322.3866,80.096517,0.000192606
1.351,0.000370392,324.3738,78.1076562,0.000370392
1.401,0.000370392,321.393,78.1076562,0.000370392
1.451,0.000370392,322.3866,96.0074034,0.000370392
1.501,0.000370392,320.3994,109.929429,0.000370392
1.551,0.00090375,323.3802,109.929429,0.00090375
1.601,0.000548178,320.3994,111.9182898,0.000548178
1.651,0.000725964,323.3802,125.8403154,0.000725964
1.701,0.001081536,324.3738,123.8514546,0.001081536
1.751,0.001259322,323.3802,121.8625938,0.001259322
1.801,0.000725964,321.393,139.762341,0.000725964
1.851,0.001614894,322.3866,139.762341,0.001614894
1.901,0.001437108,322.3866,153.6843666,0.001437108
1.951,0.001614894,323.3802,155.6732274,0.001614894
2.001,0.001437108,321.393,155.6732274,0.001437108
2.051,0.001970466,325.3674,171.5841138,0.001970466
2.101,0.00179268,320.3994,171.5841138,0.00179268
2.151,0.001970466,320.3994,169.595253,0.001970466
2.201,0.002326038,323.3802,183.5172786,0.002326038
2.251,0.002326038,322.3866,185.5061394,0.002326038
2.301,0.00179268,321.393,183.5172786,0.00179268
2.351,0.002326038,324.3738,201.4170258,0.002326038
2.401,0.002859396,321.393,197.4393042,0.002859396
2.451,0.00268161,321.393,215.3390514,0.00268161
2.501,0.003214968,321.393,215.3390514,0.003214968
2.551,0.003214968,323.3802,213.3501906,0.003214968
2.601,0.003392754,322.3866,229.261077,0.003392754
2.651,0.00357054,323.3802,231.2499378,0.00357054
2.702,0.003748326,321.393,227.2722162,0.003748326
2.751,0.003926112,321.393,243.1831026,0.003926112
2.801,0.003926112,321.393,245.1719634,0.003926112
2.851,0.004281684,322.3866,261.0828498,0.004281684
2.901,0.004637256,321.393,261.0828498,0.004637256
2.951,0.004637256,322.3866,261.0828498,0.004637256
3.001,0.004815042,321.393,276.9937362,0.004815042
3.051,0.004815042,321.393,276.9937362,0.004815042
3.101,0.0053484,323.3802,275.0048754,0.0053484
3.152,0.004992828,322.3866,290.9157618,0.004992828
3.201,0.005881758,323.3802,290.9157618,0.005881758
3.252,0.00623733,323.3802,302.8489266,0.00623733
3.301,0.006592902,324.3738,304.8377874,0.006592902
3.351,0.006415116,322.3866,304.8377874,0.006415116
3.401,0.006592902,323.3802,320.7486738,0.006592902
3.451,0.007659618,324.3738,316.7709522,0.007659618
3.501,0.007304046,321.393,320.7486738,0.007304046
3.552,0.007304046,322.3866,334.6706994,0.007304046
3.602,0.007481832,321.393,338.648421,0.007481832
3.652,0.007659618,321.393,334.6706994,0.007659618
3.702,0.00801519,322.3866,348.592725,0.00801519
3.751,0.008192976,320.3994,350.5815858,0.008192976
3.802,0.008726334,322.3866,364.5036114,0.008726334
3.852,0.009081906,322.3866,366.4924722,0.009081906
3.902,0.009081906,322.3866,366.4924722,0.009081906
3.952,0.009615264,324.3738,380.4144978,0.009615264
4.002,0.009437478,321.393,382.4033586,0.009437478
4.052,0.009437478,323.3802,382.4033586,0.009437478
4.102,0.010326408,320.3994,394.3365234,0.010326408
4.152,0.010859766,323.3802,396.3253842,0.010859766
4.202,0.011037552,322.3866,410.2474098,0.011037552
4.252,0.011748696,323.3802,410.2474098,0.011748696
4.302,0.011037552,322.3866,414.2251314,0.011037552
4.352,0.01157091,323.3802,426.1582962,0.01157091
