Time,VG (mV),IDS (mA),VDS (mV)
0.0,0.0,-0.0518,288.0
0.058571701496839525,9.99,-0.0514,425.0
0.11714340299367905,19.99,-0.0525,270.0
0.17571510449051858,29.98,-0.0518,425.0
0.2342868059873581,39.98,-0.0514,274.0
0.2928585074841976,49.97,-0.0525,418.0
0.35143020898103716,59.97,-0.0557,281.0
0.41000191047787665,69.96,-0.0521,432.0
0.4685736119747162,79.96,-0.0539,298.0
0.5271453134715557,89.95,-0.0553,453.0
0.5857170149683952,99.95,-0.0532,312.0
0.6442887164652348,109.94,-0.0518,457.0
0.7028604179620743,119.93,-0.0514,326.0
0.7614321194589139,129.93,-0.0521,478.0
0.8200038209557533,139.92,-0.0557,337.0
0.8785755224525928,149.92,-0.0535,467.0
0.9371472239494324,159.91,-0.0507,362.0
0.9957189254462719,169.91,-0.0514,485.0
1.0542906269431114,179.9,-0.0518,397.0
1.112862328439951,189.9,-0.0521,499.0
1.1714340299367905,199.89,-0.0518,397.0
1.2300057314336301,209.88,-0.0542,492.0
1.2885774329304696,219.88,-0.0546,379.0
1.347149134427309,229.87,-0.0514,457.0
1.4057208359241486,239.87,-0.0535,355.0
1.464292537420988,249.86,-0.0567,386.0
1.5228642389178277,259.86,-0.0511,274.0
1.5814359404146672,269.85,-0.0542,351.0
1.6400076419115066,279.85,-0.0528,344.0
1.6985793434083463,289.84,-0.056,386.0
1.7571510449051857,299.84,-0.0567,333.0
1.8157227464020254,309.83,-0.0525,284.0
1.8742944478988648,319.82,-0.0539,168.0
1.9328661493957042,329.82,-0.0539,383.0
1.9914378508925439,339.81,-0.0539,175.0
2.0500095523893833,349.81,-0.0557,333.0
2.1085812538862228,359.8,-0.0535,256.0
2.1671529553830626,369.8,-0.0511,295.0
2.225724656879902,379.79,-0.0514,147.0
2.2842963583767415,389.79,-0.0546,172.0
2.342868059873581,399.78,-0.0532,94.0
2.4014397613704204,409.77,-0.0511,119.0
2.4600114628672602,419.77,-0.0542,70.0
2.5185831643640997,429.76,-0.0528,80.0
2.577154865860939,439.76,-0.0525,42.0
2.6357265673577785,449.75,-0.0511,49.0
2.694298268854618,459.75,-0.0567,31.0
2.752869970351458,469.74,-0.0511,38.0
2.8114416718482973,479.74,-0.0511,28.0
2.8700133733451367,489.73,-0.055,28.0
2.928585074841976,499.73,-0.0511,21.0
2.9871567763388156,509.72,-0.0521,28.0
3.0457284778356555,519.71,-0.0546,14.0
3.104300179332495,529.71,-0.0514,21.0
3.1628718808293343,539.7,-0.0511,10.0
3.221443582326174,549.7,-0.0511,28.0
3.280015283823013,559.69,-0.0514,10.0
3.338586985319853,569.69,-0.0521,14.0
3.3971586868166925,579.68,-0.0514,17.0
3.455730388313532,589.68,-0.0514,17.0
3.5143020898103714,599.67,-0.0525,17.0
3.572873791307211,609.66,-0.0518,17.0
3.6314454928040507,619.66,-0.0514,24.0
3.69001719430089,629.65,-0.0511,17.0
3.7485888957977296,639.65,-0.0557,14.0
3.807160597294569,649.64,-0.0535,14.0
3.8657322987914085,659.64,-0.0521,14.0
3.9243040002882483,669.63,-0.0546,17.0
3.9828757017850878,679.63,-0.0532,10.0
4.041447403281928,689.62,-0.0539,21.0
4.100019104778767,699.62,-0.0546,17.0
4.1585908062756065,709.61,-0.0511,21.0
4.2171625077724455,719.6,-0.0542,14.0
4.275734209269285,729.6,-0.0539,7.0
4.334305910766125,739.59,-0.0528,14.0
4.392877612262964,749.59,-0.0539,17.0
4.451449313759804,759.58,-0.0542,14.0
4.510021015256643,769.58,-0.0557,10.0
4.568592716753483,779.57,-0.0528,17.0
4.627164418250323,789.57,-0.0525,14.0
4.685736119747162,799.56,-0.0546,10.0
4.744307821244002,809.56,-0.0514,17.0
4.802879522740841,819.55,-0.055,14.0
4.861451224237681,829.54,-0.0514,17.0
4.9200229257345205,839.54,-0.0511,7.0
4.9785946272313595,849.53,-0.0532,17.0
5.037166328728199,859.53,-0.0535,14.0
5.095738030225038,869.52,-0.0546,14.0
5.154309731721878,879.52,-0.0511,10.0
5.212881433218718,889.51,-0.0511,17.0
5.271453134715557,899.51,-0.0542,10.0
5.330024836212397,909.5,-0.0539,21.0
5.388596537709236,919.49,-0.0528,14.0
5.447168239206076,929.49,-0.0511,14.0
5.505739940702916,939.48,-0.0535,14.0
5.564311642199755,949.48,-0.0528,17.0
5.622883343696595,959.47,-0.0532,24.0
5.681455045193434,969.47,-0.0546,14.0
5.7400267466902735,979.46,-0.0521,17.0
5.798598448187113,989.46,-0.0525,17.0
5.857170149683952,999.45,-0.0539,14.0
5.915741851180792,1009.45,-0.0518,31.0
5.974313552677631,1019.44,-0.0514,21.0
6.032885254174471,1029.43,-0.0521,28.0
6.091456955671311,1039.43,-0.0542,28.0
6.15002865716815,1049.42,-0.0532,21.0
6.20860035866499,1059.42,-0.0546,24.0
6.267172060161829,1069.41,-0.0532,45.0
6.325743761658669,1079.41,-0.0553,35.0
6.384315463155509,1089.4,-0.0521,56.0
6.442887164652348,1099.4,-0.0521,56.0
6.501458866149187,1109.39,-0.0557,70.0
6.560030567646026,1119.38,-0.0521,73.0
6.618602269142866,1129.38,-0.0535,87.0
6.677173970639706,1139.37,-0.0511,87.0
6.735745672136545,1149.37,-0.0528,101.0
6.794317373633385,1159.36,-0.0511,98.0
6.852889075130224,1169.36,-0.0525,126.0
6.911460776627064,1179.35,-0.0564,126.0
6.970032478123904,1189.35,-0.0532,154.0
7.028604179620743,1199.34,-0.0546,144.0
7.087175881117583,1209.34,-0.0546,298.0
7.145747582614422,1219.33,-0.0507,295.0
7.2043192841112615,1229.32,-0.0507,305.0
7.262890985608101,1239.32,-0.0511,291.0
7.32146268710494,1249.31,-0.0497,298.0
7.38003438860178,1259.31,-0.0532,298.0
7.438606090098619,1269.3,-0.0511,295.0
7.497177791595459,1279.3,-0.0528,298.0
7.555749493092299,1289.29,-0.0528,291.0
7.614321194589138,1299.29,-0.0535,298.0
7.672892896085978,1309.28,-0.0514,295.0
7.731464597582817,1319.27,-0.05,298.0
7.790036299079657,1329.27,-0.0518,291.0
7.848608000576497,1339.26,-0.0532,291.0
7.907179702073336,1349.26,-0.0507,291.0
7.9657514035701755,1359.25,-0.0504,295.0
8.024323105067015,1369.25,-0.0532,295.0
8.082894806563855,1379.24,-0.0507,295.0
8.141466508060693,1389.24,-0.0521,291.0
8.200038209557533,1399.23,-0.0546,298.0
8.258609911054373,1389.24,-0.0528,309.0
8.317181612551213,1379.24,-0.0546,288.0
8.375753314048053,1369.25,-0.0497,302.0
8.434325015544891,1359.25,-0.0525,298.0
8.49289671704173,1349.26,-0.0511,295.0
8.55146841853857,1339.26,-0.05,298.0
8.61004012003541,1329.27,-0.05,302.0
8.66861182153225,1319.27,-0.05,291.0
8.727183523029089,1309.28,-0.0528,309.0
8.785755224525928,1299.29,-0.0511,298.0
8.844326926022768,1289.29,-0.0546,298.0
8.902898627519608,1279.3,-0.0525,291.0
8.961470329016448,1269.3,-0.0507,302.0
9.020042030513286,1259.31,-0.0521,302.0
9.078613732010126,1249.31,-0.05,298.0
9.137185433506966,1239.32,-0.05,291.0
9.195757135003806,1229.32,-0.0504,298.0
9.254328836500646,1219.33,-0.0539,295.0
9.312900537997484,1209.34,-0.0521,298.0
9.371472239494324,1199.34,-0.0546,295.0
9.430043940991164,1189.35,-0.0507,295.0
9.488615642488003,1179.35,-0.0528,288.0
9.547187343984843,1169.36,-0.0497,295.0
9.605759045481681,1159.36,-0.0511,305.0
9.664330746978521,1149.37,-0.0514,298.0
9.722902448475361,1139.37,-0.0507,295.0
9.781474149972201,1129.38,-0.0528,295.0
9.840045851469041,1119.38,-0.0539,302.0
9.898617552965879,1109.39,-0.05,291.0
9.957189254462719,1099.4,-0.0514,281.0
10.015760955959559,1089.4,-0.0504,298.0
10.074332657456399,1079.41,-0.05,295.0
10.132904358953239,1069.41,-0.05,298.0
10.191476060450077,1059.42,-0.0528,295.0
10.250047761946917,1049.42,-0.0525,302.0
10.308619463443756,1039.43,-0.0535,298.0
10.367191164940596,1029.43,-0.0528,295.0
10.425762866437436,1019.44,-0.0507,298.0
10.484334567934274,1009.45,-0.0535,302.0
10.542906269431114,999.45,-0.0511,295.0
10.601477970927954,989.46,-0.0525,305.0
10.660049672424794,979.46,-0.0532,298.0
10.718621373921634,969.47,-0.0539,295.0
10.777193075418472,959.47,-0.0507,302.0
10.835764776915312,949.48,-0.0546,298.0
10.894336478412152,939.48,-0.05,298.0
10.952908179908992,929.49,-0.05,298.0
11.011479881405831,919.49,-0.0518,291.0
11.07005158290267,909.5,-0.05,298.0
11.12862328439951,899.51,-0.05,295.0
11.18719498589635,889.51,-0.05,298.0
11.24576668739319,879.52,-0.0539,295.0
11.304338388890029,869.52,-0.0532,298.0
11.362910090386867,859.53,-0.0539,298.0
11.421481791883707,849.53,-0.0507,291.0
11.480053493380547,839.54,-0.0528,295.0
11.538625194877387,829.54,-0.05,295.0
11.597196896374227,819.55,-0.0511,295.0
11.655768597871065,809.56,-0.0504,291.0
11.714340299367905,799.56,-0.0504,291.0
11.772912000864745,789.57,-0.0504,302.0
11.831483702361584,779.57,-0.0497,295.0
11.890055403858424,769.58,-0.0511,295.0
11.948627105355262,759.58,-0.0532,288.0
12.007198806852102,749.59,-0.0504,302.0
12.065770508348942,739.59,-0.0546,291.0
12.124342209845782,729.6,-0.0511,298.0
12.182913911342622,719.6,-0.0507,291.0
12.24148561283946,709.61,-0.0504,298.0
12.3000573143363,699.62,-0.05,298.0
12.35862901583314,689.62,-0.0528,288.0
12.41720071732998,679.63,-0.0507,295.0
12.47577241882682,669.63,-0.0476,298.0
12.534344120323658,659.64,-0.0493,291.0
12.592915821820498,649.64,-0.05,298.0
12.651487523317337,639.65,-0.0532,298.0
12.710059224814177,629.65,-0.0507,295.0
12.768630926311017,619.66,-0.0539,288.0
12.827202627807855,609.66,-0.0521,302.0
12.885774329304695,599.67,-0.049,302.0
12.944346030801535,589.68,-0.0504,291.0
13.002917732298375,579.68,-0.0539,284.0
13.061489433795215,569.69,-0.0493,302.0
13.120061135292053,559.69,-0.0528,295.0
13.178632836788893,549.7,-0.0525,298.0
13.237204538285733,539.7,-0.0518,295.0
13.295776239782573,529.71,-0.0546,302.0
13.354347941279412,519.71,-0.0518,298.0
13.41291964277625,509.72,-0.0497,298.0
13.47149134427309,499.73,-0.05,288.0
13.53006304576993,489.73,-0.0504,288.0
13.58863474726677,479.74,-0.0497,298.0
13.64720644876361,469.74,-0.0535,302.0
13.705778150260448,459.75,-0.0507,298.0
13.764349851757288,449.75,-0.0504,295.0
13.822921553254128,439.76,-0.0511,298.0
13.881493254750968,429.76,-0.0528,295.0
13.940064956247808,419.77,-0.05,288.0
13.998636657744646,409.77,-0.0497,302.0
14.057208359241486,399.78,-0.0528,298.0
14.115780060738325,389.79,-0.0525,295.0
14.174351762235165,379.79,-0.0532,295.0
14.232923463732005,369.8,-0.0528,302.0
14.291495165228843,359.8,-0.0546,291.0
14.350066866725683,349.81,-0.0521,298.0
14.408638568222523,339.81,-0.0507,291.0
14.467210269719363,329.82,-0.0525,295.0
14.525781971216203,319.82,-0.0511,295.0
14.584353672713041,309.83,-0.0532,298.0
14.64292537420988,299.84,-0.0542,288.0
14.70149707570672,289.84,-0.0528,298.0
14.76006877720356,279.85,-0.0539,298.0
14.8186404787004,269.85,-0.0521,302.0
14.877212180197239,259.86,-0.0535,302.0
14.935783881694078,249.86,-0.0507,298.0
14.994355583190918,239.87,-0.05,298.0
15.052927284687758,229.87,-0.0497,288.0
15.111498986184598,219.88,-0.0535,298.0
15.170070687681436,209.88,-0.05,302.0
15.228642389178276,199.89,-0.0535,291.0
15.287214090675116,189.9,-0.0511,295.0
15.345785792171956,179.9,-0.05,302.0
15.404357493668796,169.91,-0.0532,291.0
15.462929195165634,159.91,-0.0525,288.0
15.521500896662474,149.92,-0.05,295.0
15.580072598159314,139.92,-0.05,302.0
15.638644299656153,129.93,-0.05,295.0
15.697216001152993,119.93,-0.0546,312.0
15.755787702649831,109.94,-0.05,288.0
15.814359404146671,99.95,-0.0507,326.0
15.872931105643511,89.95,-0.0546,302.0
15.931502807140351,79.96,-0.0528,344.0
15.990074508637191,69.96,-0.0542,288.0
16.04864621013403,59.97,-0.0535,351.0
16.10721791163087,49.97,-0.05,298.0
16.16578961312771,39.98,-0.0542,358.0
16.22436131462455,29.98,-0.0507,295.0
16.282933016121387,19.99,-0.0542,351.0
16.34150471761823,9.99,-0.0528,284.0
16.400076419115067,0.0,-0.0535,323.0
16.458648120611908,0.0,-0.0504,175.0
16.517219822108746,0.0,-0.05,239.0
16.575791523605584,0.0,-0.0504,130.0
16.634363225102426,0.0,-0.0511,196.0
16.692934926599264,0.0,-0.0525,94.0
16.751506628096106,0.0,-0.0507,161.0
16.810078329592944,0.0,-0.0532,70.0
16.868650031089782,0.0,-0.0521,140.0
16.927221732586624,0.0,-0.0542,45.0
16.98579343408346,0.0,-0.0507,126.0
17.044365135580303,0.0,-0.0497,38.0
17.10293683707714,0.0,-0.0535,105.0
17.16150853857398,0.0,-0.0518,17.0
17.22008024007082,0.0,-0.0497,91.0
17.27865194156766,0.0,-0.0535,17.0
17.3372236430645,0.0,-0.05,84.0
17.39579534456134,0.0,-0.0539,21.0
17.454367046058177,0.0,-0.0528,77.0
17.51293874755502,0.0,-0.0528,70.0
17.571510449051857,0.0,-0.05,14.0
17.6300821505487,0.0,-0.0507,73.0
17.688653852045537,0.0,-0.0532,17.0
17.747225553542375,0.0,-0.0532,73.0
17.805797255039217,0.0,-0.0521,7.0
17.864368956536055,0.0,-0.0511,73.0
17.922940658032896,0.0,-0.05,7.0
17.981512359529734,0.0,-0.05,77.0
18.040084061026572,0.0,-0.0511,3.0
18.098655762523414,0.0,-0.0507,70.0
18.157227464020252,0.0,-0.0528,21.0
18.215799165517094,0.0,-0.0525,73.0
18.274370867013932,0.0,-0.0542,10.0
18.33294256851077,0.0,-0.05,70.0
18.39151427000761,0.0,-0.0542,14.0
18.45008597150445,0.0,-0.0528,70.0
18.50865767300129,0.0,-0.0497,7.0
18.56722937449813,0.0,-0.0497,70.0
18.625801075994968,0.0,-0.0507,10.0
18.68437277749181,0.0,-0.0528,70.0
18.742944478988647,0.0,-0.05,14.0
