Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),Channel 1 (mA)
0,-0.000518538,320.3994,6.5086674,-0.000518538
0.05,-0.000162966,322.3866,6.5086674,-0.000162966
0.1,0.000192606,324.3738,4.5198066,0.000192606
0.15,1.48E-05,322.3866,6.5086674,1.48E-05
0.2,-0.000162966,324.3738,8.4975282,-0.000162966
0.25,-0.000162966,321.393,4.5198066,-0.000162966
0.3,1.48E-05,321.393,4.5198066,1.48E-05
0.35,-0.000162966,322.3866,6.5086674,-0.000162966
0.4,0.000192606,323.3802,4.5198066,0.000192606
0.45,-0.000340752,322.3866,6.5086674,-0.000340752
0.5,-0.000696324,320.3994,6.5086674,-0.000696324
0.55,1.48E-05,323.3802,4.5198066,1.48E-05
0.6,-0.000162966,323.3802,6.5086674,-0.000162966
0.65,0.000192606,323.3802,4.5198066,0.000192606
0.7,1.48E-05,324.3738,4.5198066,1.48E-05
0.75,-0.000162966,322.3866,4.5198066,-0.000162966
0.8,-0.000162966,323.3802,6.5086674,-0.000162966
0.85,0.000192606,324.3738,6.5086674,0.000192606
0.9,-0.000162966,322.3866,6.5086674,-0.000162966
0.95,-0.000162966,323.3802,4.5198066,-0.000162966
1,-0.000162966,323.3802,8.4975282,-0.000162966
1.05,0.000192606,323.3802,4.5198066,0.000192606
1.1,1.48E-05,322.3866,4.5198066,1.48E-05
1.15,-0.000162966,323.3802,4.5198066,-0.000162966
1.2,-0.000162966,322.3866,6.5086674,-0.000162966
1.25,-0.000340752,322.3866,6.5086674,-0.000340752
1.3,-0.000162966,323.3802,6.5086674,-0.000162966
1.35,1.48E-05,321.393,20.430693,1.48E-05
1.4,1.48E-05,324.3738,20.430693,1.48E-05
1.45,-0.000162966,321.393,36.3415794,-0.000162966
1.5,1.48E-05,323.3802,50.263605,1.48E-05
1.55,0.000370392,323.3802,48.2747442,0.000370392
1.6,0.000370392,325.3674,66.1744914,0.000370392
1.65,0.000370392,323.3802,66.1744914,0.000370392
1.7,1.48E-05,320.3994,80.096517,1.48E-05
1.75,0.000548178,325.3674,80.096517,0.000548178
1.801,0.000192606,320.3994,94.0185426,0.000192606
1.85,0.000548178,323.3802,94.0185426,0.000548178
1.9,0.000548178,322.3866,111.9182898,0.000548178
1.95,0.000548178,323.3802,111.9182898,0.000548178
2,0.000725964,323.3802,123.8514546,0.000725964
2.05,0.001259322,325.3674,123.8514546,0.001259322
2.1,0.001081536,323.3802,141.7512018,0.001081536
2.15,0.001614894,323.3802,139.762341,0.001614894
2.2,0.001437108,322.3866,155.6732274,0.001437108
2.253,0.001970466,324.3738,155.6732274,0.001970466
2.301,0.002148252,322.3866,169.595253,0.002148252
